N	2gram	Tiupa_Hudo_1	Myshleni
1	в том	18	42
2	том что	8	35
3	таким образом	3	25
4	точки зрения	10	24
5	в этом	11	24
6	в качестве	24	21
7	и в	19	20
8	что в	6	19
9	заключается в	2	18
10	в основе	4	17
11	то же	10	16
12	то что	4	15
13	не только	16	15
14	с другой	7	12
15	при этом	13	12
16	в их	5	12
17	потому что	3	12
18	может быть	14	12
19	в целом	3	11
20	так же	2	11
21	в его	9	11
22	с точки	3	11
23	этого слова	2	11
24	того что	4	10
25	на основе	2	10
26	в отношении	3	10
27	если мы	2	10
28	и то	4	10
29	в себе	9	10
30	только в	5	10
31	слова в	2	9
32	и другие	2	9
33	и как	3	9
34	одной стороны	2	9
35	но и	10	9
36	другой стороны	5	9
37	с одной	2	9
38	между тем	4	9
39	как это	5	9
40	как и	2	9
41	того же	2	9
42	что и	2	9
43	и не	15	8
44	и тем	2	8
45	и что	3	8
46	этом смысле	3	8
47	и более	2	7
48	как бы	9	7
49	в своей	5	7
50	тем самым	4	7
51	а не	9	7
52	того чтобы	2	7
53	могут быть	4	7
54	одного и	2	6
55	к тому	4	6
56	такого рода	10	6
57	в самом	5	6
58	не может	7	6
59	и на	2	6
60	сказать что	4	6
61	по своей	7	6
62	его в	2	6
63	что он	3	6
64	одно и	3	6
65	в частности	13	5
66	никогда не	2	5
67	это не	2	5
68	не является	4	5
69	если бы	3	5
70	и его	12	5
71	между собой	2	5
72	и к	3	5
73	и того	2	5
74	о том	2	5
75	так и	11	5
76	как в	2	5
77	для того	2	5
78	все эти	2	5
79	слова и	2	5
80	в нашем	2	4
81	тому что	2	4
82	в своем	2	4
83	как уже	2	4
84	в ходе	5	4
85	состоит в	16	4
86	по своему	2	4
87	во всей	3	4
88	между ними	4	4
89	не в	7	4
90	и для	2	4
91	в области	6	4
92	не менее	3	3
93	в этих	3	3
94	в какой	2	3
95	а только	4	3
96	в этой	2	3
97	одной из	2	3
98	в виду	5	3
99	один из	2	3
100	со стороны	2	3
101	именно в	2	3
102	к которому	4	3
103	но в	7	3
104	отнюдь не	2	3
105	представляет собой	10	3
106	но не	11	3
107	себя в	7	3
108	приводит к	5	3
109	говорит что	2	3
110	ни в	5	3
111	в равной	2	3
112	в чем	2	3
113	в которой	2	3
114	на деле	3	3
115	место в	4	2
116	том числе	2	2
117	прежде всего	4	2
118	свою очередь	2	2
119	в свою	3	2
120	для него	4	2
121	случае не	2	2
122	в нем	5	2
123	к нему	3	2
124	отличается от	2	2
125	в отличие	7	2
126	а в	12	2
127	у одного	2	2
128	не знает	3	2
129	в данном	4	2
130	из этих	3	2
131	но как	2	2
132	говоря о	3	2
133	их в	3	2
134	мы имеем	6	2
135	между двумя	2	2
136	еще не	3	2
137	встречаются в	2	2
138	видим в	2	2
139	далеко не	2	2
140	а также	5	2
141	даже в	3	2
142	как говорит	3	2
143	и т.п	4	2
144	входит в	4	2
145	тогда как	13	2
146	а с	2	2
147	в той	3	2
148	по пути	4	2
149	может служить	2	2
150	в слове	3	2
151	в каком	2	2
152	и т.д	3	2
153	и это	2	2
154	здесь не	2	2
155	отличие от	7	2
