N	2gram	Losev_Prob_4	StatiiOP
1	и в	20	44
2	в том	20	36
3	и т	4	30
4	что в	3	30
5	том что	12	29
6	т д	3	21
7	в этом	9	21
8	вовсе не	21	19
9	то что	15	18
10	не только	24	18
11	было бы	14	17
12	а в	4	17
13	о том	5	17
14	и не	28	16
15	а не	7	16
16	может быть	9	15
17	в данном	6	14
18	в области	3	14
19	как в	5	13
20	можно было	4	13
21	не в	13	12
22	у нас	14	11
23	в этой	4	11
24	самом деле	3	11
25	того чтобы	2	11
26	точки зрения	14	11
27	ясно что	7	10
28	для того	3	10
29	что он	8	10
30	но и	14	10
31	но в	8	10
32	только в	23	10
33	в отношении	4	9
34	с другой	7	9
35	если бы	8	9
36	в то	4	9
37	как и	6	9
38	также и	13	9
39	так и	10	9
40	в его	3	9
41	у пушкина	3	8
42	во всех	4	8
43	все же	2	8
44	из них	3	8
45	не может	5	8
46	и его	10	8
47	это не	7	8
48	с точки	11	8
49	прежде всего	11	7
50	в самом	2	7
51	для нас	6	7
52	другой стороны	6	7
53	таким образом	8	7
54	сказать что	7	7
55	что они	2	7
56	потому что	15	6
57	так что	6	6
58	но это	6	6
59	для него	3	6
60	что и	3	6
61	в своей	4	6
62	данном случае	5	6
63	именно в	7	6
64	на самом	5	6
65	в той	8	6
66	во всяком	8	6
67	дело в	2	6
68	хотя бы	7	6
69	всяком случае	4	6
70	не менее	10	5
71	была бы	2	5
72	так же	5	5
73	вплоть до	3	5
74	что мы	3	5
75	совершенно не	3	5
76	в котором	2	5
77	в нем	5	5
78	жизни и	5	5
79	все это	9	5
80	то же	7	5
81	и даже	9	5
82	и по	2	5
83	и то	2	5
84	тем что	3	5
85	все эти	16	5
86	так как	5	5
87	и очень	5	4
88	что это	2	4
89	в частности	2	4
90	можно ли	3	4
91	столь же	2	4
92	что она	4	4
93	или иного	3	4
94	мы находим	2	4
95	бы и	3	4
96	в ее	5	4
97	это и	4	4
98	но все	3	4
99	тем более	4	4
100	является не	2	4
101	и что	2	4
102	в качестве	10	4
103	никто не	2	4
104	того или	3	4
105	же и	3	4
106	как раз	4	4
107	но если	6	4
108	как бы	4	4
109	дело не	3	4
110	не было	3	4
111	еще более	2	4
112	заключается в	2	4
113	не имеет	4	4
114	как будто	11	4
115	как это	3	4
116	в которой	2	4
117	том как	2	4
118	не являются	2	3
119	не существует	5	3
120	по этому	2	3
121	для себя	2	3
122	в какой	4	3
123	и с	7	3
124	не является	10	3
125	в конце	2	3
126	так называемая	2	3
127	ни в	17	3
128	он был	3	3
129	да и	5	3
130	об этом	6	3
131	в начале	3	3
132	то в	2	3
133	но не	5	3
134	того же	2	3
135	и без	6	3
136	еще не	7	3
137	кажется что	2	3
138	что не	4	3
139	и для	4	3
140	общего с	2	3
141	в ней	7	3
142	и тем	7	3
143	то это	3	3
144	ни с	4	3
145	в истории	3	3
146	говорит о	2	3
147	а именно	2	3
148	ничего общего	5	3
149	и только	4	3
150	в виде	22	3
151	говорит что	2	3
152	в таком	6	3
153	и вполне	5	3
154	значит что	8	3
155	в чем	2	3
156	это можно	2	3
157	в результате	8	3
158	в каком	6	3
159	в другом	3	3
160	и вообще	6	3
161	будто бы	2	3
162	без всякой	2	3
163	с этим	4	3
164	уже в	4	2
165	всех этих	6	2
166	и можно	5	2
167	в этих	5	2
168	что во	2	2
169	даже и	13	2
170	имеет ничего	2	2
171	в своем	3	2
172	как о	3	2
173	вообще не	3	2
174	и во	4	2
175	по крайней	6	2
176	имеем дело	3	2
177	крайней мере	6	2
178	и более	3	2
179	если не	3	2
180	есть в	7	2
181	при этом	6	2
182	случае не	5	2
183	то время	2	2
184	но именно	2	2
185	со всеми	2	2
186	несмотря на	4	2
187	медного всадника	3	2
188	между прочим	3	2
189	за пределы	2	2
190	и потому	7	2
191	а также	6	2
192	тем не	10	2
193	такого рода	7	2
194	можно назвать	2	2
195	конечно не	3	2
196	без всякого	4	2
197	и тогда	2	2
198	для этого	2	2
199	лет назад	2	2
200	еще и	3	2
201	тем самым	4	2
202	свидетельствует о	2	2
203	есть только	2	2
204	в других	2	2
205	мы не	7	2
206	дело с	2	2
207	а то	2	2
208	ни на	3	2
209	он не	2	2
210	в себе	12	2
211	нет ни	4	2
212	в сознании	3	2
213	говорить о	2	2
214	что здесь	6	2
215	все в	3	2
216	и все	8	2
217	его в	2	2
218	при помощи	10	2
219	и это	2	2
220	том смысле	2	2
221	к нему	3	2
222	а если	3	2
223	мы имеем	6	2
224	время как	2	2
225	то есть	27	2
