N	2gram	Voloshinov_2	EvropaiE
1	и в	19	37
2	в отношении	4	32
3	в пределах	10	25
4	точки зрения	17	23
5	что в	2	21
6	не только	13	18
7	с точки	13	17
8	в то	8	16
9	хотя бы	6	15
10	то же	16	15
11	отношении к	5	15
12	в своем	2	14
13	в качестве	3	14
14	же время	8	14
15	но и	10	14
16	и не	19	14
17	но в	7	14
18	в этом	15	12
19	в их	5	11
20	в том	7	11
21	так и	10	10
22	отнюдь не	8	9
23	прежде всего	7	9
24	в смысле	6	9
25	все более	2	9
26	не может	18	9
27	в себе	4	9
28	только в	8	9
29	так же	5	9
30	к тому	6	8
31	в ее	3	8
32	одной стороны	3	8
33	было бы	4	8
34	в своей	3	8
35	с одной	3	8
36	между тем	6	8
37	как и	9	7
38	того что	4	7
39	с другой	3	7
40	так как	3	7
41	вовсе не	11	6
42	том что	10	6
43	стороны и	2	6
44	может быть	28	6
45	для того	6	6
46	на то	4	6
47	как бы	19	6
48	то что	4	6
49	во всех	6	6
50	того чтобы	6	6
51	и даже	2	6
52	и на	5	6
53	то есть	2	6
54	столь же	3	5
55	не в	10	5
56	но не	2	5
57	к которым	3	5
58	одной из	3	5
59	как мы	15	5
60	в той	5	5
61	от этого	2	5
62	в виде	2	5
63	и потому	2	5
64	ни было	6	4
65	независимо от	2	4
66	то ни	5	4
67	именно в	2	4
68	вопрос о	2	4
69	или иного	2	4
70	или иной	5	4
71	бы то	4	4
72	в самом	6	4
73	в ней	3	4
74	той или	4	4
75	в процессе	18	4
76	по себе	3	4
77	не на	2	4
78	мы не	2	4
79	в направлении	6	4
80	не имеет	3	4
81	сказать что	4	4
82	тем более	5	4
83	в каком	3	4
84	того или	2	4
85	место в	2	3
86	никогда не	7	3
87	в определенном	2	3
88	и от	3	3
89	мы видели	4	3
90	ли это	2	3
91	мы можем	6	3
92	в свою	6	3
93	того же	5	3
94	связано с	3	3
95	в данной	4	3
96	всяком случае	2	3
97	не является	8	3
98	и тем	4	3
99	что и	3	3
100	не будет	3	3
101	и для	7	3
102	и прежде	2	3
103	как на	2	3
104	в таком	7	3
105	во всяком	3	3
106	тем что	2	3
107	в данном	5	3
108	о том	3	3
109	там где	2	3
110	большинстве случаев	5	3
111	и более	7	2
112	а не	9	2
113	в этих	3	2
114	еще более	2	2
115	в какой	3	2
116	с этим	3	2
117	в большинстве	5	2
118	и все	6	2
119	к нему	5	2
120	xviii и	2	2
121	для понимания	3	2
122	и эта	2	2
123	влияние на	4	2
124	будет ли	2	2
125	и того	5	2
126	и как	6	2
127	свою очередь	5	2
128	но как	2	2
129	между ними	2	2
130	или вернее	2	2
131	должна быть	4	2
132	что это	2	2
133	не к	3	2
134	эти последние	2	2
135	он не	3	2
136	в его	5	2
137	в котором	3	2
138	какой бы	3	2
139	не есть	3	2
140	ее от	2	2
141	жизни и	2	2
142	вместе с	2	2
143	а в	3	2
144	таким образом	14	2
145	если бы	11	2
146	в идеологическом	2	2
147	в значительной	2	2
148	с другими	3	2
149	на основе	3	2
150	или в	2	2
151	решения проблемы	2	2
152	и с	2	2
153	могут быть	3	2
154	в этой	3	2
155	и то	3	2
156	в истории	3	2
157	культуры как	2	2
158	далеко не	2	2
159	бы в	4	2
160	можем сказать	2	2
161	но по	2	2
