N	2gram	Medvedev_F_3	KulturaY
1	и т	11	54
2	т п	5	41
3	т е	32	32
4	и в	27	23
5	точки зрения	16	23
6	в том	7	22
7	не только	9	17
8	было бы	6	16
9	в этом	18	16
10	с точки	14	16
11	в области	2	14
12	может быть	25	14
13	самом деле	16	14
14	что в	8	13
15	в самом	11	13
16	не менее	7	12
17	для того	4	12
18	потому что	7	12
19	том что	4	11
20	а не	17	11
21	того что	3	11
22	в его	7	11
23	того чтобы	5	11
24	у нас	3	10
25	и не	30	10
26	можно говорить	4	10
27	прежде всего	4	9
28	тем не	2	9
29	еще не	6	9
30	хотя бы	6	9
31	таким образом	18	9
32	так как	9	9
33	если бы	12	8
34	лишь в	9	8
35	зависимости от	5	8
36	т д	6	8
37	уже не	3	8
38	в виду	3	8
39	с другой	6	7
40	или иной	2	7
41	если мы	7	7
42	слова и	4	7
43	в зависимости	5	7
44	на фоне	3	7
45	в языке	2	7
46	те же	3	7
47	и что	3	7
48	в данном	6	7
49	сказать что	3	7
50	все эти	6	7
51	как это	4	7
52	с тем	7	6
53	для этого	2	6
54	по себе	4	6
55	что и	2	6
56	что он	6	6
57	при этом	8	6
58	и тем	3	6
59	так и	21	6
60	не может	24	6
61	то же	15	6
62	в общем	2	6
63	с помощью	8	6
64	могут быть	4	6
65	говорить о	2	6
66	связи с	5	6
67	только в	8	6
68	о том	4	6
69	ничего не	2	6
70	что же	5	5
71	не могут	10	5
72	независимо от	5	5
73	вовсе не	28	5
74	слов и	4	5
75	как и	14	5
76	не в	12	5
77	совершенно не	7	5
78	что она	2	5
79	как бы	8	5
80	не значит	2	5
81	все же	6	5
82	от того	2	5
83	в связи	4	5
84	как мы	8	5
85	но это	2	5
86	тем что	5	5
87	из этих	2	5
88	в поэзии	3	5
89	тому что	3	4
90	ясно что	3	4
91	этого слова	2	4
92	языка как	2	4
93	для нас	3	4
94	в целом	4	4
95	того же	3	4
96	столь же	3	4
97	в сущности	2	4
98	в своей	6	4
99	в ее	4	4
100	лишь с	2	4
101	то что	8	4
102	данном случае	4	4
103	как в	4	4
104	как раз	8	4
105	в своем	2	4
106	в той	3	4
107	в таком	2	4
108	о поэзии	2	4
109	в слове	4	4
110	между тем	7	4
111	отношения между	2	4
112	тогда когда	4	4
113	уже в	4	3
114	и более	3	3
115	что это	3	3
116	то мы	3	3
117	отнюдь не	8	3
118	как о	2	3
119	это не	3	3
120	формы и	3	3
121	на самом	14	3
122	должна быть	3	3
123	п в	2	3
124	самый смысл	2	3
125	к тому	4	3
126	в отношении	2	3
127	ни в	8	3
128	это и	2	3
129	мы видели	4	3
130	то в	2	3
131	что именно	5	3
132	но не	5	3
133	очевидно что	2	3
134	в данной	2	3
135	в какой	3	3
136	но для	2	3
137	но если	2	3
138	был бы	2	3
139	не есть	4	3
140	только то	3	3
141	и именно	2	3
142	время в	3	3
143	в процессе	15	3
144	но и	10	3
145	по отношению	3	3
146	связь между	4	3
147	и содержание	2	3
148	другой стороны	5	3
149	мы не	4	3
150	они не	4	3
151	в ней	5	3
152	и пр	15	3
153	о материале	3	3
154	и с	3	3
155	бы и	3	3
156	той же	3	3
157	в которых	3	3
158	в результате	5	3
159	может иметь	2	3
160	слово в	2	3
161	то он	3	3
162	в каком	2	3
163	в то	7	3
164	и только	2	3
165	она не	4	3
166	мы должны	2	3
167	установка на	4	3
168	бы не	2	3
169	там где	7	3
170	и действительно	2	3
171	так сказать	5	2
172	учение о	2	2
173	такой же	2	2
174	или иное	2	2
175	все это	7	2
176	а что	3	2
177	не понимают	2	2
178	смысле этого	2	2
179	не как	2	2
180	раз и	3	2
181	и иной	2	2
182	и содержания	2	2
183	в условиях	3	2
184	главным образом	2	2
185	можно сказать	3	2
186	является и	2	2
187	как таковой	3	2
188	к его	3	2
189	ясной становится	2	2
190	и как	4	2
191	в дальнейшем	5	2
192	что они	5	2
193	равно как	3	2
194	смысле слова	2	2
195	связи и	2	2
196	конечно не	4	2
197	за пределы	2	2
198	к другому	2	2
199	она есть	3	2
200	никак не	3	2
201	не о	3	2
202	бы например	2	2
203	увидим что	2	2
204	слова как	2	2
205	в котором	2	2
206	однако в	2	2
207	его в	7	2
208	одним и	2	2
209	отношению к	3	2
210	в пределах	8	2
211	вместе с	6	2
212	дело не	2	2
213	отличается от	2	2
214	так в	2	2
215	и самый	2	2
216	в отличие	2	2
217	смысл и	4	2
218	чтобы не	2	2
219	проблема и	2	2
220	именно так	5	2
221	именно на	2	2
222	тем же	7	2
223	то или	2	2
224	в корне	4	2
225	так же	9	2
226	во всяком	6	2
227	чем же	2	2
228	внутренней формы	3	2
229	на протяжении	2	2
230	материалом поэзии	3	2
231	тому как	5	2
232	на этом	2	2
233	если же	5	2
234	как он	2	2
235	в этих	3	2
236	в россии	2	2
237	здесь не	2	2
238	отличие от	2	2
239	но в	6	2
