N	2gram	Tiupa_Hudo_2	Myshleni
1	то что	6	26
2	что он	8	25
3	в этом	13	25
4	потому что	2	21
5	в том	15	18
6	не может	4	18
7	точки зрения	2	18
8	того чтобы	4	17
9	что в	5	16
10	и в	28	16
11	не только	11	16
12	так же	3	15
13	том что	19	15
14	для того	4	14
15	сказать что	2	13
16	отношению к	7	12
17	по отношению	7	12
18	и не	18	12
19	отношение к	2	11
20	в его	11	11
21	но не	4	10
22	было бы	3	10
23	как мы	2	10
24	а не	14	10
25	только в	4	10
26	может быть	8	9
27	с точки	2	9
28	о том	12	8
29	как это	7	8
30	в основе	2	8
31	если бы	6	8
32	как и	11	8
33	он не	4	8
34	то же	6	8
35	тем самым	2	8
36	же как	2	7
37	в нем	3	7
38	так и	8	7
39	приводит к	2	7
40	что все	3	6
41	не в	13	6
42	в этой	5	6
43	но и	9	6
44	и на	3	6
45	как он	3	6
46	но в	2	6
47	у него	5	6
48	состоит в	7	6
49	к тому	7	6
50	в другом	2	6
51	никогда не	5	5
52	тому что	4	5
53	в своем	5	5
54	что они	4	5
55	для него	5	5
56	как бы	5	5
57	не является	2	5
58	хотя бы	2	5
59	в то	6	5
60	с ним	7	5
61	можно сказать	6	5
62	как в	5	5
63	мысли и	2	5
64	того как	2	5
65	можно было	3	5
66	тем что	6	5
67	ничего не	5	5
68	казалось бы	6	4
69	с другой	3	4
70	это не	6	4
71	потребность в	2	4
72	при этом	11	4
73	в самом	5	4
74	именно в	2	4
75	же самое	3	4
76	в состоянии	3	4
77	на пороге	2	4
78	в качестве	4	4
79	еще не	3	4
80	вместе с	2	4
81	той же	2	4
82	тому как	4	4
83	и то	2	4
84	подобно тому	4	4
85	и т.д	2	4
86	и составляет	2	4
87	не менее	5	3
88	в частности	7	3
89	способность к	2	3
90	прежде всего	3	3
91	как уже	2	3
92	мы знаем	2	3
93	самом деле	3	3
94	одной стороны	3	3
95	к нему	3	3
96	если в	2	3
97	его и	2	3
98	еще и	2	3
99	с одной	3	3
100	как на	2	3
101	а в	6	3
102	и с	6	3
103	приходит к	2	3
104	говорить о	2	3
105	в первом	2	3
106	в этих	3	3
107	между тем	8	3
108	только не	2	3
109	в одном	3	3
110	все же	2	3
111	то в	4	3
112	одной из	3	3
113	я это	2	3
114	что и	4	3
115	говорит о	4	3
116	сих пор	2	3
117	на этом	2	3
118	и его	5	3
119	ответ на	2	3
120	до сих	2	3
121	только для	2	2
122	я не	7	2
123	и другие	5	2
124	себя и	2	2
125	что у	3	2
126	столь же	3	2
127	и от	2	2
128	по поводу	3	2
129	вслед за	4	2
130	в ней	3	2
131	в котором	6	2
132	в своей	6	2
133	из них	2	2
134	что она	7	2
135	все это	3	2
136	то и	4	2
137	те же	2	2
138	самое что	2	2
139	том как	2	2
140	о чем	8	2
141	в них	3	2
142	что было	3	2
143	в жизни	8	2
144	но при	3	2
145	вовсе не	2	2
146	его в	2	2
147	не с	2	2
148	и к	2	2
149	что я	2	2
150	все что	3	2
151	во второй	2	2
152	жизни и	6	2
153	только на	5	2
154	тому же	2	2
155	а с	3	2
156	ни одного	2	2
157	как будто	4	2
