N	2gram	Losev_Vlad_2	Psycholo
1	то что	20	32
2	и в	30	31
3	в том	18	30
4	то есть	7	26
5	что в	12	23
6	может быть	7	22
7	таким образом	3	20
8	при этом	5	19
9	так как	5	18
10	не может	9	17
11	как и	5	16
12	том что	12	16
13	и не	18	16
14	точки зрения	7	15
15	только в	6	14
16	а не	7	13
17	не только	12	13
18	что и	3	13
19	так же	4	12
20	мы не	2	12
21	в этом	20	12
22	в самом	2	11
23	не в	9	11
24	в области	3	11
25	на то	2	10
26	в сущности	2	10
27	того что	5	10
28	потому что	9	10
29	по себе	5	9
30	ни в	7	9
31	как в	3	9
32	никогда не	7	8
33	вместе с	8	8
34	все это	5	8
35	и что	5	8
36	во всяком	6	8
37	что он	13	7
38	том чтобы	2	7
39	только тогда	2	7
40	и его	6	7
41	заключается в	2	7
42	того чтобы	2	7
43	сказать что	11	7
44	о том	4	7
45	что это	4	6
46	вовсе не	4	6
47	до конца	7	6
48	было бы	9	6
49	из этих	3	6
50	всяком случае	6	6
51	а в	11	6
52	для того	2	6
53	и даже	10	6
54	в его	11	6
55	и есть	2	5
56	само по	2	5
57	и все	7	5
58	тогда когда	2	5
59	все же	9	5
60	так что	5	5
61	то время	6	5
62	для нас	7	5
63	она не	2	5
64	несмотря на	4	5
65	как бы	5	5
66	в целом	4	5
67	и для	3	5
68	то же	4	5
69	с и	2	5
70	время как	2	5
71	в то	9	5
72	как будто	2	5
73	к тому	2	4
74	в которой	4	4
75	в котором	5	4
76	в виду	2	4
77	прежде всего	6	4
78	в себе	6	4
79	отличие от	3	4
80	по существу	3	4
81	что я	3	4
82	в последнее	2	4
83	у него	19	4
84	и если	4	4
85	у нас	6	4
86	и о	4	4
87	никак не	3	4
88	в этих	4	4
89	со стороны	4	4
90	к этому	6	4
91	те же	3	4
92	в своих	2	4
93	с этой	4	4
94	в результате	5	4
95	как это	7	4
96	под влиянием	3	3
97	уже в	3	3
98	совсем не	4	3
99	с тем	2	3
100	в частности	2	3
101	его и	2	3
102	в своем	8	3
103	с в	4	3
104	точно так	3	3
105	и к	6	3
106	мы знаем	4	3
107	но это	4	3
108	но не	3	3
109	из его	2	3
110	в этой	4	3
111	хотя и	6	3
112	он не	4	3
113	не есть	4	3
114	жизни и	6	3
115	в своей	5	3
116	так и	5	3
117	им в	3	3
118	в отличие	3	3
119	не было	10	3
120	и вот	3	3
121	и по	2	3
122	разницы между	2	3
123	той же	4	3
124	в таком	3	3
125	с этим	5	3
126	в конце	13	3
127	что эти	2	3
128	и это	3	3
129	конце концов	3	3
130	когда мы	3	3
131	но в	8	3
132	не менее	7	2
133	казалось бы	2	2
134	уже и	2	2
135	и как	3	2
136	себе представить	2	2
137	в них	3	2
138	и во	2	2
139	и от	2	2
140	это в	3	2
141	с ним	5	2
142	и ту	2	2
143	быть в	3	2
144	там же	12	2
145	тем не	6	2
146	есть для	2	2
147	уже не	3	2
148	и потому	2	2
149	более или	3	2
150	есть нечто	2	2
151	того же	5	2
152	но что	5	2
153	это мы	5	2
154	настоящее время	2	2
155	никак нельзя	3	2
156	тот же	5	2
157	и может	2	2
158	по поводу	4	2
159	о чем	6	2
160	него в	4	2
161	том же	3	2
162	и очень	2	2
163	последнее время	2	2
164	даже в	2	2
165	наконец в	3	2
166	к числу	2	2
167	гораздо более	2	2
168	в нем	4	2
169	мы видели	2	2
170	отношение к	4	2
171	но и	8	2
172	или менее	3	2
173	без всякого	2	2
174	что же	8	2
175	и психологии	2	2
176	мысли и	2	2
177	как мы	11	2
178	я хотел	2	2
179	в связи	8	2
180	в настоящее	2	2
181	в трех	2	2
182	мыслей и	2	2
183	он же	2	2
184	к нему	2	2
185	с точки	3	2
186	его не	2	2
187	что для	2	2
188	вот что	4	2
189	в чем	2	2
190	ничего не	2	2
191	нас в	2	2
192	в русском	2	2
193	как к	2	2
194	их в	2	2
195	и с	14	2
196	приходит к	2	2
197	и то	5	2
198	будто бы	2	2
199	его в	4	2
200	как он	2	2
201	из этого	5	2
202	к этой	2	2
203	не то	3	2
204	или как	2	2
