N	2gram	Bakhtin_fo_2	Vvedenie
1	и т	14	42
2	т д	3	36
3	и в	46	32
4	в том	10	31
5	в этом	22	30
6	может быть	7	26
7	том что	4	26
8	не только	11	22
9	для того	8	21
10	того чтобы	8	20
11	таким образом	3	19
12	также и	4	18
13	то что	7	16
14	потому что	8	15
15	так как	6	15
16	не может	2	14
17	в нем	5	13
18	о том	4	13
19	того что	3	12
20	в их	3	12
21	и не	9	12
22	как на	2	12
23	в его	8	12
24	только в	11	12
25	как мы	6	11
26	в данном	2	11
27	что в	5	10
28	но в	10	9
29	и как	3	9
30	в истории	4	9
31	по себе	2	9
32	то же	8	9
33	в той	2	9
34	с другой	2	8
35	это не	2	8
36	не в	9	8
37	именно в	2	8
38	прежде всего	14	7
39	точки зрения	10	7
40	но не	5	7
41	было бы	2	7
42	все же	6	7
43	из этих	4	6
44	до сих	2	6
45	смысле слова	2	6
46	же время	4	6
47	один из	2	6
48	но и	9	6
49	все это	6	6
50	и даже	3	6
51	в то	5	6
52	его в	6	6
53	как он	2	6
54	с тем	2	6
55	вовсе не	13	6
56	как и	8	6
57	в качестве	3	6
58	сих пор	2	6
59	и его	12	6
60	тем что	3	6
61	и это	2	6
62	уже в	4	5
63	так что	4	5
64	как бы	10	5
65	в которых	3	5
66	в них	7	5
67	по своему	2	5
68	есть и	4	5
69	вместе с	9	5
70	т п	11	5
71	а не	4	5
72	могут быть	2	5
73	с этой	4	4
74	как уже	3	4
75	этом случае	2	4
76	о чем	3	4
77	в котором	4	4
78	в особенности	6	4
79	этом отношении	2	4
80	с одной	2	4
81	а в	3	4
82	как это	2	4
83	мы имеем	2	4
84	от этого	2	4
85	что он	3	4
86	еще не	6	4
87	связи между	2	4
88	уже не	3	4
89	и для	9	4
90	во всяком	2	4
91	в себе	4	4
92	совсем не	2	3
93	и есть	2	3
94	в частности	5	3
95	в этих	3	3
96	в конце	2	3
97	можно сказать	2	3
98	к тому	3	3
99	в этой	2	3
100	на этом	2	3
101	до конца	2	3
102	при этом	6	3
103	хотя и	3	3
104	в виду	3	3
105	мы видели	2	3
106	отношение к	3	3
107	из них	8	3
108	в своем	5	3
109	все эти	5	3
110	и других	2	3
111	и вот	2	3
112	так же	2	3
113	и на	7	3
114	говорить о	2	3
115	к этому	3	3
116	и к	2	3
117	как история	2	3
118	связи с	8	3
119	в одном	7	3
120	в сущности	2	3
121	в прямом	2	3
122	а также	3	3
123	что и	3	3
124	времени в	7	3
125	до того	2	2
126	и другие	3	2
127	никогда не	6	2
128	в отношении	2	2
129	чем они	2	2
130	или иной	2	2
131	в дальнейшем	5	2
132	но это	2	2
133	литературы в	2	2
134	и др	5	2
135	жизни как	2	2
136	после этого	2	2
137	в форме	3	2
138	в связи	8	2
139	не было	3	2
140	с помощью	3	2
141	не мог	2	2
142	должно быть	5	2
143	рядом с	2	2
144	каждый из	2	2
145	и совершенно	3	2
146	и с	6	2
147	и так	2	2
148	с этим	5	2
149	же самое	3	2
150	и должно	2	2
151	так и	7	2
152	вопросу о	4	2
153	на котором	2	2
154	лежит в	2	2
155	значение и	4	2
156	у нас	2	2
157	по существу	5	2
158	тем более	3	2
159	того же	3	2
160	во всех	11	2
161	в прошлом	3	2
162	отсюда и	2	2
163	жизни и	8	2
164	мы уже	9	2
165	том же	4	2
166	в этот	3	2
167	и до	2	2
168	быть и	2	2
169	между ними	2	2
170	с точки	8	2
171	другом месте	2	2
172	у них	2	2
173	в другом	3	2
174	на протяжении	3	2
175	здесь не	2	2
176	не могли	3	2
