N	2gram	Losev_Prob_5	Freidism
1	таким образом	13	24
2	и не	12	23
3	не может	5	20
4	точки зрения	10	19
5	прежде всего	6	18
6	в этом	17	15
7	в его	12	15
8	с помощью	2	14
9	мы можем	5	13
10	может быть	7	13
11	и его	6	12
12	как и	7	11
13	как бы	6	11
14	то что	18	11
15	все эти	2	11
16	с точки	8	11
17	так и	7	10
18	как мы	2	10
19	самом деле	2	10
20	его в	6	10
21	с ним	3	10
22	но в	9	10
23	и в	30	9
24	по отношению	2	9
25	все что	2	8
26	что он	7	8
27	отношению к	2	8
28	еще не	3	8
29	в своей	22	8
30	он не	3	8
31	не только	18	8
32	то же	2	8
33	только в	9	8
34	и все	9	8
35	так как	6	8
36	ни в	4	7
37	тот же	3	7
38	к нему	3	7
39	во всяком	2	7
40	один из	2	7
41	отношение к	2	7
42	в самом	5	7
43	сказать что	9	7
44	всяком случае	2	7
45	никогда не	7	6
46	вовсе не	8	6
47	того что	3	6
48	в ней	3	6
49	хотя бы	2	6
50	и с	5	6
51	и к	4	5
52	он сам	3	5
53	в свою	2	5
54	в период	4	5
55	можно сказать	6	5
56	не в	7	5
57	в этой	10	5
58	в чем	2	5
59	в то	4	5
60	что в	5	5
61	но и	13	5
62	по мнению	2	5
63	для того	3	5
64	а в	6	5
65	и на	6	5
66	не менее	5	4
67	но не	7	4
68	я не	2	4
69	в котором	2	4
70	то ни	2	4
71	к тому	2	4
72	об этом	4	4
73	смысле слова	3	4
74	при этом	4	4
75	конечно не	2	4
76	и о	5	4
77	как раз	5	4
78	в нем	6	4
79	все же	9	4
80	и за	2	4
81	данном случае	2	4
82	мы находим	7	4
83	уже не	6	4
84	того чтобы	2	4
85	и для	6	4
86	совсем не	3	4
87	в которой	5	4
88	мы не	2	4
89	в таком	2	4
90	в данном	2	4
91	потому что	13	4
92	в мир	2	4
93	не могут	2	3
94	нисколько не	5	3
95	в них	2	3
96	во втором	2	3
97	о себе	2	3
98	в себе	4	3
99	он был	2	3
100	и как	6	3
101	учение о	3	3
102	со всеми	2	3
103	по поводу	2	3
104	было бы	4	3
105	ее в	2	3
106	нет никакого	3	3
107	бы то	2	3
108	жизни и	2	3
109	когда он	2	3
110	на него	2	3
111	вместе с	7	3
112	как в	2	3
113	и что	6	3
114	мы имеем	2	3
115	у него	11	3
116	об его	2	3
117	таком случае	2	3
118	сам человек	2	3
119	человека и	4	3
120	из тех	2	2
121	борьбы с	2	2
122	в отношении	3	2
123	уже в	2	2
124	но все	4	2
125	и другие	3	2
126	это уже	2	2
127	для себя	5	2
128	в какой	2	2
129	того же	4	2
130	по всему	2	2
131	с другой	6	2
132	это не	2	2
133	в конце	8	2
134	к этому	2	2
135	тем не	5	2
136	для нас	10	2
137	в ее	3	2
138	да и	2	2
139	том что	17	2
140	от матери	2	2
141	в глаза	2	2
142	а не	5	2
143	в нашей	2	2
144	одной стороны	3	2
145	из них	2	2
146	но для	2	2
147	конце концов	6	2
148	в своем	11	2
149	и до	2	2
150	только для	2	2
151	сих пор	2	2
152	а с	4	2
153	с одной	3	2
154	и они	2	2
155	в заключение	2	2
156	и у	5	2
157	в науке	2	2
158	тем же	3	2
159	и даже	14	2
160	и притом	5	2
161	за ними	2	2
162	так же	5	2
163	в таких	2	2
164	и то	5	2
165	здесь в	2	2
166	от этого	3	2
167	иным как	2	2
168	и дать	2	2
169	они не	2	2
170	что и	6	2
171	является по	2	2
172	в другом	3	2
173	и вообще	9	2
174	при помощи	6	2
175	до сих	2	2
176	в области	2	2
177	в виду	3	2
