N	2gram	Vygotskiy__5	Problemy
1	и в	30	34
2	и не	6	29
3	как бы	19	27
4	что он	17	23
5	в его	4	22
6	к другому	2	20
7	может быть	11	19
8	в нем	7	19
9	не может	9	19
10	и все	4	19
11	как и	6	18
12	но в	5	16
13	все это	2	16
14	и его	6	16
15	в этом	14	16
16	и с	2	15
17	прежде всего	4	15
18	он не	3	15
19	то же	7	14
20	самом деле	8	13
21	для него	3	13
22	но и	6	12
23	и к	4	12
24	потому что	23	12
25	в то	2	12
26	вовсе не	3	11
27	в сущности	12	11
28	то что	37	11
29	на самом	2	11
30	не только	16	10
31	в отношении	2	9
32	не в	8	9
33	а не	8	9
34	героя и	7	9
35	самого начала	3	8
36	никогда не	9	8
37	себя и	2	8
38	с самого	3	8
39	в самом	14	8
40	и т	7	8
41	так же	13	8
42	точки зрения	7	8
43	и для	6	8
44	в другом	3	8
45	что в	24	7
46	и даже	2	7
47	все же	7	7
48	с которым	3	7
49	как мы	5	7
50	как будто	6	7
51	там где	4	7
52	что они	5	6
53	что у	3	6
54	не знает	2	6
55	и на	3	6
56	с его	2	6
57	от него	4	6
58	мы уже	6	6
59	так и	3	6
60	т п	3	6
61	в себе	5	6
62	только в	5	6
63	все время	20	5
64	что это	8	5
65	это не	3	5
66	в конце	4	5
67	к тому	8	5
68	так что	3	5
69	но все	2	5
70	и что	23	5
71	того что	8	5
72	себе и	2	5
73	в целом	5	5
74	из них	2	5
75	по отношению	2	5
76	таким образом	20	5
77	и вот	2	5
78	а в	4	5
79	и так	2	5
80	и наконец	3	5
81	мы должны	3	5
82	с тем	8	5
83	в одном	2	5
84	что и	3	5
85	героя в	3	5
86	ни одного	2	5
87	хотя бы	3	5
88	с другой	9	4
89	что все	6	4
90	ни в	3	4
91	на этом	6	4
92	у него	3	4
93	при этом	8	4
94	на его	3	4
95	его с	2	4
96	все эти	2	4
97	рядом с	5	4
98	даже и	2	4
99	так как	9	4
100	если бы	11	4
101	как раз	13	4
102	бы его	2	4
103	он как	2	4
104	этом смысле	2	4
105	но не	7	4
106	еще не	5	4
107	с таким	2	4
108	как в	3	4
109	только на	4	4
110	все равно	2	4
111	с точки	2	4
112	тем что	6	4
113	он в	2	4
114	и это	8	4
115	ничего не	2	4
116	вместе с	12	4
117	уже в	6	3
118	он только	3	3
119	для этого	9	3
120	в каждом	2	3
121	в том	27	3
122	совсем не	2	3
123	что с	6	3
124	до конца	2	3
125	в него	4	3
126	в виду	4	3
127	в котором	2	3
128	есть только	2	3
129	жизни и	6	3
130	другой стороны	5	3
131	в одной	2	3
132	должно быть	2	3
133	говорит он	2	3
134	в ней	4	3
135	другому и	2	3
136	но он	3	3
137	во всем	2	3
138	как он	2	3
139	конце концов	2	3
140	бы в	5	3
141	под влиянием	3	3
142	не как	3	3
143	по себе	7	3
144	в ее	3	3
145	том что	21	3
146	еще в	2	3
147	в своей	4	3
148	к самому	2	3
149	только что	4	3
150	а с	5	3
151	сводится к	5	3
152	и как	7	3
153	и то	9	3
154	в душе	2	2
155	понятно что	2	2
156	тому что	8	2
157	с этой	2	2
158	именно потому	3	2
159	это в	3	2
160	и говорит	3	2
161	вопрос о	3	2
162	этом случае	2	2
163	или иной	2	2
164	мы знаем	2	2
165	нет в	2	2
166	мог бы	2	2
167	и если	6	2
168	друг с	3	2
169	был бы	5	2
170	не является	2	2
171	один из	5	2
172	почти на	2	2
173	не кажется	2	2
174	от этой	2	2
175	в форме	2	2
176	отличается от	2	2
177	в своем	6	2
178	и только	3	2
179	т д	3	2
180	которых мы	4	2
181	что оно	6	2
182	чем не	2	2
183	но только	3	2
184	как на	11	2
185	увидим что	9	2
186	в которых	2	2
187	с этим	2	2
188	той или	2	2
189	на одном	4	2
190	что даже	2	2
191	о том	10	2
192	сказать что	9	2
193	как она	4	2
194	нет ни	2	2
195	а как	2	2
196	он дает	2	2
197	своего героя	2	2
198	в них	4	2
199	этого необходимо	2	2
200	он должен	8	2
201	не с	2	2
202	которых он	2	2
203	говорит о	4	2
204	и того	2	2
205	это и	2	2
206	того же	2	2
207	если я	2	2
208	с другом	3	2
209	тот же	3	2
210	было бы	5	2
211	когда она	3	2
212	мы увидим	9	2
213	во всех	2	2
214	и потому	5	2
215	когда он	5	2
216	входят в	2	2
217	быть и	2	2
218	находится в	2	2
219	так в	3	2
220	в отличие	2	2
221	в той	3	2
222	и он	2	2
223	в которой	3	2
224	той же	3	2
225	показать что	12	2
226	отличие от	2	2
227	же не	2	2
228	это действительно	2	2
229	о чем	4	2
