N	2gram	Bakhtin_Fr_4	Problema
1	то что	4	42
2	вовсе не	9	35
3	то есть	21	33
4	и в	29	32
5	и не	16	31
6	в этом	11	19
7	не только	10	17
8	в себе	3	15
9	как бы	8	14
10	может быть	2	14
11	но в	12	14
12	в нем	5	13
13	сказать что	5	13
14	как раз	2	13
15	том что	3	12
16	так и	11	12
17	и даже	3	11
18	также и	4	11
19	о том	2	11
20	так как	7	11
21	то же	10	10
22	прежде всего	8	10
23	в этой	13	10
24	нет ничего	2	10
25	но не	2	9
26	в том	7	9
27	но и	9	9
28	так же	7	9
29	по своему	4	9
30	еще не	4	9
31	того чтобы	3	9
32	и это	2	9
33	не может	2	8
34	все эти	9	8
35	и о	5	8
36	и на	11	8
37	даже и	2	8
38	он и	5	8
39	в своей	5	8
40	для того	3	8
41	но это	4	8
42	никогда не	2	7
43	ни в	2	7
44	все это	4	7
45	того что	3	7
46	всех этих	3	7
47	в них	7	7
48	и все	13	7
49	что он	4	7
50	как мы	10	7
51	тем что	4	7
52	только в	2	7
53	здесь не	3	7
54	и есть	4	6
55	в конце	9	6
56	и как	3	6
57	при этом	3	6
58	хотя и	2	6
59	в виду	2	6
60	таким образом	20	6
61	это не	5	6
62	и здесь	3	6
63	но как	3	6
64	и то	2	6
65	его в	9	6
66	о чем	2	6
67	в то	10	6
68	в его	8	6
69	на самом	4	6
70	перед нами	4	5
71	в своем	3	5
72	подобного рода	2	5
73	есть в	2	5
74	мы уже	10	5
75	в котором	2	5
76	еще и	7	5
77	то в	3	5
78	связи с	2	5
79	далеко не	5	5
80	в других	2	5
81	именно в	2	4
82	в дальнейшем	3	4
83	один из	4	4
84	после этого	2	4
85	в их	2	4
86	или в	2	4
87	их в	2	4
88	как он	2	4
89	конце концов	4	4
90	в литературе	4	4
91	а также	2	4
92	как в	2	4
93	и для	2	4
94	мы можем	3	4
95	только для	4	3
96	уже в	2	3
97	что это	5	3
98	в этих	2	3
99	с другой	4	3
100	что они	2	3
101	более или	3	3
102	другими словами	2	3
103	из них	6	3
104	но она	2	3
105	другой стороны	3	3
106	и его	8	3
107	и вполне	3	3
108	же и	3	3
109	но он	6	3
110	точки зрения	4	3
111	что здесь	3	3
112	с ним	2	3
113	уже и	2	3
114	в жизни	2	3
115	в ее	3	3
116	как и	12	3
117	того же	5	3
118	есть и	4	3
119	здесь в	6	3
120	мы увидим	2	3
121	к тому	2	3
122	нужно сказать	2	3
123	он не	3	3
124	или менее	3	3
125	да и	2	3
126	уже не	2	3
127	не на	2	3
128	к нему	3	3
129	с точки	2	3
130	что значит	3	3
131	как будто	2	3
132	дело в	2	3
133	в чем	3	3
134	все время	3	2
135	но только	2	2
136	кроме того	2	2
137	на его	2	2
138	на этой	2	2
139	и до	5	2
140	образом и	3	2
141	особенно в	3	2
142	от всех	2	2
143	в результате	4	2
144	и с	9	2
145	здесь только	2	2
146	поэтому и	5	2
147	с его	4	2
148	то он	2	2
149	и так	3	2
150	у вас	2	2
151	на первый	2	2
152	уже давно	2	2
153	о его	2	2
154	мы видим	3	2
155	и при	2	2
156	в качестве	3	2
157	ведь это	3	2
158	о своем	2	2
159	в сущности	6	2
160	между прочим	2	2
161	по преимуществу	3	2
162	мы здесь	2	2
163	тому как	3	2
164	подобно тому	3	2
165	в которой	4	2
166	учения о	2	2
167	в эту	3	2
