N	2gram	Bakhtin_KF_1	Dialekti
1	не есть	20	40
2	и не	26	30
3	по себе	2	25
4	и в	24	18
5	ничего не	3	17
6	может быть	45	17
7	точки зрения	12	17
8	в нем	28	16
9	и есть	9	16
10	ни в	12	15
11	не имеет	5	15
12	а не	17	14
13	потому что	2	14
14	что в	4	13
15	то что	7	13
16	не только	5	13
17	если бы	8	12
18	было бы	8	12
19	с точки	9	12
20	в этом	14	12
21	не может	27	12
22	что это	3	11
23	что он	2	11
24	как бы	9	11
25	все это	10	11
26	в себе	21	11
27	прежде всего	2	10
28	то же	5	10
29	никогда не	5	9
30	отнюдь не	6	9
31	это не	10	9
32	в том	6	9
33	это есть	2	9
34	так и	2	9
35	том что	4	9
36	и то	2	9
37	ясно что	3	8
38	но это	6	8
39	совершенно не	6	8
40	к нему	12	8
41	в каком	4	8
42	вовсе не	7	7
43	и как	2	7
44	но и	9	7
45	что не	3	7
46	той или	3	7
47	хотя бы	4	6
48	не было	8	6
49	не в	12	6
50	в то	3	6
51	и ни	3	6
52	в чем	4	6
53	с ним	5	6
54	но в	5	6
55	я не	6	5
56	в своем	16	5
57	и мы	2	5
58	и пр	3	5
59	все же	5	5
60	отношение к	5	5
61	а в	4	5
62	говорить о	2	5
63	в виду	3	5
64	но лишь	6	4
65	нисколько не	4	4
66	что эта	2	4
67	это и	2	4
68	но не	12	4
69	от него	3	4
70	же время	2	4
71	не могу	3	4
72	не о	2	4
73	в котором	24	4
74	быть и	3	4
75	смысл и	6	4
76	ничего общего	2	4
77	о том	3	4
78	и жизни	4	4
79	для меня	20	4
80	а лишь	3	3
81	может иметь	2	3
82	всех этих	3	3
83	сознания и	3	3
84	тому что	2	3
85	думать что	2	3
86	та же	2	3
87	этом смысле	3	3
88	должна быть	4	3
89	или иной	2	3
90	но эта	5	3
91	что и	7	3
92	при условии	2	3
93	что я	5	3
94	ли это	2	3
95	конечно не	7	3
96	отношении к	2	3
97	или иное	2	3
98	он не	6	3
99	только с	3	3
100	в его	40	3
101	не значит	6	3
102	и потому	2	3
103	его с	2	3
104	один из	2	3
105	жизни и	8	3
106	в их	8	3
107	еще более	2	3
108	но все	5	3
109	на самом	3	3
110	самом деле	3	3
111	должно быть	6	3
112	то или	2	3
113	жизнь и	2	3
114	в данном	2	3
115	и та	2	3
116	в основе	5	3
117	в ней	3	3
118	могут быть	3	3
119	только в	16	3
120	и смысл	2	3
121	и все	7	3
122	в сознании	2	3
123	от этого	2	3
124	ни к	2	2
125	не менее	3	2
126	того что	3	2
127	бы и	3	2
128	на нем	2	2
129	именно в	5	2
130	в виде	2	2
131	не знает	5	2
132	были бы	2	2
133	в качестве	2	2
134	как в	2	2
135	не как	4	2
136	раз и	2	2
137	в каждом	3	2
138	к этому	2	2
139	вопрос о	2	2
140	быть в	4	2
141	но конечно	3	2
142	в мире	6	2
143	ни было	4	2
144	как и	5	2
145	лишь как	2	2
146	не нужно	2	2
147	для него	8	2
148	еще не	4	2
149	только как	4	2
150	и может	3	2
151	для того	3	2
152	но есть	2	2
153	в корне	2	2
154	стороны в	3	2
155	себе и	3	2
156	к ним	4	2
157	в него	2	2
158	для нее	7	2
159	в своей	10	2
160	и их	6	2
161	в современной	3	2
162	дело не	2	2
163	со стороны	7	2
164	для этого	2	2
165	и эта	2	2
166	а с	2	2
167	себе а	2	2
168	все эти	10	2
169	мы имеем	5	2
170	чтобы не	2	2
171	уже не	7	2
172	и для	9	2
173	с ними	3	2
174	и совершенно	3	2
175	он и	2	2
176	ко всему	5	2
177	но как	5	2
178	в другом	3	2
179	во всем	7	2
180	я могу	5	2
181	могла бы	4	2
182	значило бы	2	2
183	и это	12	2
184	пространства и	2	2
185	вес и	2	2
186	это было	2	2
