N	2gram	Losev_Prob_3	Literetu
1	а не	18	20
2	и в	44	19
3	может быть	28	17
4	в стихотворении	2	13
5	то же	13	12
6	и не	35	11
7	в том	21	10
8	как и	10	10
9	но и	10	10
10	такого рода	6	9
11	не может	7	9
12	в этом	17	9
13	в то	9	9
14	с другой	7	8
15	не только	14	8
16	и даже	14	8
17	том что	12	7
18	то что	23	7
19	так и	10	7
20	с одной	2	7
21	слова и	3	7
22	не менее	10	6
23	однако в	2	6
24	в себе	8	6
25	при этом	4	6
26	себя в	2	6
27	у нас	10	5
28	но не	3	5
29	в качестве	3	5
30	он не	8	5
31	вместе с	2	5
32	того что	8	5
33	то есть	34	5
34	что в	8	4
35	в частности	2	4
36	прежде всего	3	4
37	не в	13	4
38	отнюдь не	10	4
39	того же	2	4
40	для него	3	4
41	в ней	5	4
42	в его	9	4
43	жизни и	6	4
44	так что	12	4
45	другой стороны	5	4
46	мы не	7	4
47	тем что	4	4
48	точки зрения	5	4
49	в искусстве	4	4
50	едва ли	5	4
51	никогда не	6	3
52	что он	9	3
53	в нем	9	3
54	по существу	2	3
55	и как	3	3
56	но это	8	3
57	в начале	2	3
58	в этой	3	3
59	во всех	2	3
60	не знали	2	3
61	данном случае	7	3
62	а именно	8	3
63	в их	2	3
64	то и	5	3
65	и для	2	3
66	так как	9	3
67	но с	2	3
68	тем самым	5	3
69	тем же	2	3
70	с точки	2	3
71	как на	2	3
72	а в	5	3
73	и его	5	3
74	и то	14	3
75	не столько	2	3
76	и с	9	3
77	в данном	9	3
78	в другом	2	3
79	ничего не	3	3
80	уже в	3	2
81	не было	5	2
82	ни было	3	2
83	же как	3	2
84	с тем	5	2
85	в нашем	5	2
86	не является	11	2
87	для этого	6	2
88	с этой	3	2
89	по крайней	5	2
90	в конце	5	2
91	в виду	10	2
92	вовсе не	37	2
93	из того	3	2
94	и к	6	2
95	а также	4	2
96	крайней мере	5	2
97	для нас	16	2
98	этом случае	5	2
99	в ее	4	2
100	тем не	10	2
101	и нет	2	2
102	одно и	3	2
103	и без	4	2
104	еще не	5	2
105	было бы	8	2
106	и сам	5	2
107	не так	3	2
108	жизни а	3	2
109	нам представляется	2	2
110	как бы	9	2
111	себе не	2	2
112	для себя	2	2
113	что и	9	2
114	все же	6	2
115	с ее	2	2
116	и т	13	2
117	но уже	3	2
118	же в	3	2
119	в целом	6	2
120	из них	2	2
121	могут быть	2	2
122	и за	2	2
123	и до	2	2
124	тишина и	2	2
125	как раз	8	2
126	и только	6	2
127	все равно	3	2
128	но только	6	2
129	уже не	7	2
130	и что	7	2
131	героя в	2	2
132	из которых	2	2
133	хотя бы	3	2
134	в сравнении	2	2
135	друг друга	2	2
136	а к	2	2
137	сравнении с	2	2
138	то в	3	2
139	в результате	2	2
140	потому что	25	2
141	в основе	2	2
142	даже и	16	2
143	он и	2	2
144	но как	4	2
145	о том	6	2
146	в художественном	3	2
147	как это	2	2
148	с ним	7	2
149	могло бы	3	2
150	но в	12	2
