N	2gram	Bakhtin_Fr_6	Hudozhes
1	и в	41	28
2	том что	7	19
3	в ее	5	18
4	и не	3	18
5	в том	2	15
6	а не	2	14
7	не в	4	13
8	в этом	12	13
9	о том	9	12
10	перед нами	3	11
11	как и	7	11
12	при этом	3	11
13	в его	7	11
14	не только	10	11
15	но и	13	9
16	в себе	5	9
17	что он	6	8
18	может быть	2	8
19	себя в	2	8
20	так и	5	8
21	между тем	2	8
22	и все	9	7
23	в частности	2	7
24	с ним	4	7
25	как это	2	7
26	в котором	4	6
27	то что	10	6
28	жизни и	3	6
29	в своей	2	6
30	то же	5	6
31	а в	4	6
32	и с	16	6
33	тем что	5	6
34	в то	6	6
35	с его	5	5
36	что это	5	5
37	и другие	2	5
38	у него	7	5
39	в своем	5	5
40	как бы	7	5
41	как в	4	5
42	в этой	8	5
43	что в	7	5
44	и сам	3	5
45	в самом	10	5
46	никогда не	8	5
47	и его	13	5
48	рядом с	5	5
49	превращается в	2	4
50	но не	2	4
51	что они	2	4
52	же время	5	4
53	он не	2	4
54	как раз	2	4
55	не может	4	4
56	того чтобы	4	4
57	только в	3	4
58	все время	4	3
59	в них	7	3
60	характерно что	2	3
61	с другой	4	3
62	в одном	5	3
63	человека и	2	3
64	к себе	2	3
65	что все	2	3
66	прежде всего	10	3
67	в нем	16	3
68	для нас	2	3
69	самом деле	4	3
70	все что	4	3
71	как о	2	3
72	есть и	2	3
73	одной стороны	4	3
74	было бы	3	3
75	одной из	3	3
76	раз в	2	3
77	в ней	4	3
78	мы уже	18	3
79	в этих	2	3
80	все они	2	3
81	всю ночь	2	3
82	все это	11	3
83	уже отмечали	2	3
84	с одной	4	3
85	и он	5	3
86	внимание на	2	3
87	так же	5	3
88	или в	6	3
89	с другими	3	3
90	и на	9	3
91	как он	2	3
92	к нему	3	3
93	в основе	4	2
94	он сам	3	2
95	в последней	2	2
96	именно в	4	2
97	и от	4	2
98	из этих	2	2
99	а за	2	2
100	в духе	3	2
101	вовсе не	7	2
102	лицо и	2	2
103	как мы	12	2
104	они были	3	2
105	как у	3	2
106	на этом	2	2
107	они и	3	2
108	это уже	2	2
109	что не	3	2
110	которая была	2	2
111	а также	5	2
112	говорили о	3	2
113	до сих	3	2
114	один из	6	2
115	это было	2	2
116	все же	4	2
117	людей в	3	2
118	в первом	3	2
119	из них	5	2
120	вместе с	6	2
121	сих пор	3	2
122	данном случае	2	2
123	страх в	2	2
124	те же	3	2
125	лишь в	2	2
126	именно на	4	2
127	во втором	3	2
128	и у	2	2
129	между ними	3	2
130	и для	3	2
131	с точки	2	2
132	той же	5	2
133	роль в	4	2
134	характер и	2	2
135	в данном	3	2
136	и то	2	2
137	сказать что	6	2
138	потому что	3	2
139	точки зрения	2	2
140	себе в	2	2
141	говорить о	2	2
142	в другом	4	2
143	что даже	2	2
144	страх перед	2	2
145	с мотивом	2	2
146	та же	4	2
147	но в	8	2
148	а для	2	2
