N	2gram	Vygotskiy__2	slovoVRo
1	в романе	2	46
2	и в	32	39
3	может быть	18	37
4	и т	10	35
5	и его	7	33
6	т п	8	33
7	то есть	21	26
8	не только	12	24
9	и не	10	22
10	но и	10	21
11	не может	17	20
12	в нем	4	19
13	до конца	3	17
14	все это	5	16
15	в этом	13	16
16	так и	3	15
17	а не	7	14
18	слова в	2	13
19	как в	9	13
20	отличие от	2	13
21	в процессе	2	13
22	во всех	3	12
23	вовсе не	2	10
24	к своему	2	9
25	не в	8	9
26	и с	4	9
27	оно не	2	8
28	таким образом	21	8
29	точки зрения	17	8
30	с его	2	7
31	при этом	13	7
32	еще не	2	7
33	в его	2	7
34	как бы	6	7
35	никогда не	9	7
36	в этих	2	7
37	и даже	5	7
38	могут быть	4	7
39	в него	2	7
40	в них	2	6
41	и к	3	6
42	все же	4	6
43	как и	10	6
44	но не	2	6
45	она не	2	6
46	в сущности	7	6
47	жизни и	4	6
48	там где	2	6
49	все эти	7	6
50	но в	3	6
51	не могут	3	5
52	с другой	3	5
53	это не	2	5
54	и для	4	5
55	и все	4	5
56	по себе	12	5
57	для нас	2	5
58	том что	21	5
59	только в	7	5
60	в том	37	5
61	например в	3	5
62	и их	3	5
63	один из	3	5
64	не менее	8	4
65	ни в	2	4
66	же время	2	4
67	в смысле	3	4
68	в узком	2	4
69	в отношении	3	4
70	для этого	3	4
71	то же	13	4
72	что оно	2	4
73	и других	3	4
74	в таком	2	4
75	а в	4	4
76	с другими	2	4
77	и на	5	4
78	дело с	8	4
79	в основе	11	4
80	в то	5	4
81	отношении к	3	4
82	отношение к	2	4
83	во всем	3	4
84	так как	12	4
85	если она	2	3
86	что в	20	3
87	материала и	2	3
88	хотя бы	3	3
89	и от	2	3
90	в свою	3	3
91	что и	17	3
92	из себя	2	3
93	но это	2	3
94	его от	2	3
95	на этом	3	3
96	и как	7	3
97	и часто	2	3
98	как к	3	3
99	в ней	5	3
100	материал и	2	3
101	к нему	2	3
102	бы и	3	3
103	в свете	2	3
104	этом отношении	5	3
105	с точки	10	3
106	той же	8	3
107	сказать что	7	3
108	между тем	4	3
109	ту же	4	3
110	романе в	2	3
111	в особенности	2	3
112	в чем	4	3
113	как это	4	3
114	во всяком	2	3
115	действующих лиц	3	2
116	в данном	4	2
117	не было	2	2
118	и более	4	2
119	но он	3	2
120	того как	4	2
121	тогда когда	3	2
122	как всякий	2	2
123	материал для	4	2
124	людей с	2	2
125	в себе	2	2
126	и здесь	2	2
127	что он	13	2
128	с ее	3	2
129	если оно	3	2
130	имеет дело	3	2
131	свою очередь	2	2
132	нашего сознания	3	2
133	все что	2	2
134	роман и	2	2
135	в поэзии	3	2
136	значение в	2	2
137	всяком случае	2	2
138	точка зрения	2	2
139	с таким	8	2
140	сих пор	5	2
141	на его	2	2
142	то что	21	2
143	вместе с	2	2
144	те же	6	2
145	на него	2	2
146	в их	3	2
147	отличается от	2	2
148	так в	2	2
149	в языке	4	2
150	смысл и	2	2
151	с этим	4	2
152	т д	2	2
153	которых мы	3	2
154	еще более	3	2
155	но эта	2	2
156	мы не	3	2
157	именно на	2	2
158	того чтобы	14	2
159	для того	13	2
160	иметь дело	4	2
161	приходится иметь	4	2
162	роль в	2	2
163	также и	2	2
164	и при	2	2
165	он не	6	2
166	далеко не	5	2
167	но как	3	2
168	о том	6	2
169	как он	2	2
170	которые в	4	2
171	это очень	2	2
172	в одном	2	2
173	до сих	5	2
