N	2gram	Nazirov_Tv_1	Problema
1	и не	7	28
2	то есть	12	27
3	не только	7	24
4	только в	5	23
5	в виде	3	22
6	вовсе не	5	21
7	в том	7	20
8	и в	21	20
9	то что	8	15
10	потому что	5	15
11	но и	3	14
12	перед нами	2	13
13	не в	2	13
14	в себе	2	12
15	том что	11	12
16	прежде всего	4	11
17	как будто	5	11
18	не менее	6	10
19	тем не	2	10
20	отнюдь не	5	10
21	в качестве	2	10
22	так и	2	10
23	и его	6	10
24	при помощи	2	10
25	может быть	5	9
26	все это	10	9
27	и даже	3	9
28	в этом	6	9
29	что он	6	8
30	таким образом	5	8
31	и все	6	8
32	но в	7	8
33	значит что	2	8
34	с другой	3	7
35	это не	4	7
36	и тем	2	7
37	то же	13	7
38	именно в	2	7
39	а не	5	7
40	сказать что	2	7
41	и с	3	7
42	в ней	2	7
43	хотя бы	5	7
44	об этом	2	6
45	и от	4	6
46	по крайней	2	6
47	так что	2	6
48	как и	12	6
49	но это	5	6
50	есть не	2	6
51	при этом	7	6
52	крайней мере	2	6
53	но если	3	6
54	в виду	2	6
55	в одно	2	6
56	в данном	2	6
57	не существует	3	5
58	но не	3	5
59	на самом	3	5
60	хотя и	3	5
61	в нем	3	5
62	можно сказать	2	5
63	действительности и	2	5
64	жизни и	3	5
65	вместе с	2	5
66	данном случае	2	5
67	как в	8	5
68	так же	3	5
69	не может	4	5
70	так как	3	5
71	уже не	3	5
72	или в	2	5
73	в этих	2	5
74	о том	6	5
75	уже в	3	4
76	времени и	4	4
77	у достоевского	28	4
78	что его	2	4
79	это и	3	4
80	в этой	5	4
81	тем самым	7	4
82	одной из	4	4
83	в своей	4	4
84	что она	2	4
85	как бы	17	4
86	и т	3	4
87	тут и	3	4
88	а в	6	4
89	что не	2	4
90	и наконец	2	4
91	медный всадник	2	4
92	человеческих отношений	3	4
93	в то	15	4
94	с ним	3	4
95	нет ни	2	4
96	человека в	6	3
97	к тому	2	3
98	это уже	5	3
99	в эпилоге	4	3
100	у пушкина	2	3
101	точно так	2	3
102	в жизни	2	3
103	ни на	3	3
104	для него	6	3
105	здесь мы	2	3
106	и как	4	3
107	же и	2	3
108	в его	13	3
109	не так	3	3
110	здесь нет	2	3
111	но она	2	3
112	что и	2	3
113	что в	12	3
114	дело не	3	3
115	в своем	4	3
116	петербург достоевского	3	3
117	самом деле	2	3
118	и на	7	3
119	из них	2	3
120	гоголя и	2	3
121	верит в	2	2
122	в частности	2	2
123	из себя	2	2
124	однако в	2	2
125	в литературе	2	2
126	с его	11	2
127	самое время	2	2
128	то в	2	2
129	тот же	2	2
130	говорит что	2	2
131	со всеми	3	2
132	на его	3	2
133	в самом	3	2
134	по преимуществу	2	2
135	свидетельствует о	2	2
136	он не	8	2
137	к ней	2	2
138	в котором	6	2
139	на миг	2	2
140	все же	5	2
141	с ее	3	2
142	в петербурге	4	2
143	не будет	2	2
144	говорит о	3	2
145	но только	2	2
146	только на	2	2
147	жизни в	6	2
148	на земле	3	2
149	и притом	2	2
150	мы находим	2	2
151	там же	3	2
152	и он	2	2
153	только что	2	2
154	и по	3	2
155	и когда	2	2
156	xix века	6	2
157	приходит к	3	2
158	далеко не	3	2
159	дело в	3	2
160	в идиоте	3	2
161	который является	2	2
162	в чем	2	2
163	в которой	3	2
164	того же	2	2
165	не то	2	2
166	еще более	2	2
167	в романах	13	2
