N	2gram	Losev_Vlad_3	Problema
1	то есть	24	39
2	то что	28	38
3	и не	25	37
4	вовсе не	13	37
5	и в	40	35
6	не есть	10	33
7	сказать что	12	24
8	не только	25	24
9	том что	18	19
10	даже и	12	18
11	о том	11	18
12	может быть	8	18
13	у нас	5	18
14	в этом	16	17
15	в настоящее	3	16
16	но и	18	16
17	и вообще	3	16
18	настоящее время	3	16
19	такого рода	4	15
20	что мы	2	14
21	только в	13	14
22	не менее	9	13
23	и что	8	13
24	потому что	11	13
25	во всяком	3	13
26	не может	14	13
27	тем не	10	12
28	в том	18	12
29	того что	7	12
30	также и	17	12
31	хотя бы	6	12
32	что в	17	11
33	прежде всего	10	11
34	так что	14	11
35	не просто	10	11
36	и даже	6	11
37	никак не	4	11
38	не будет	6	11
39	в таком	3	11
40	всяком случае	3	10
41	и с	9	10
42	таком случае	2	10
43	еще не	4	10
44	да и	6	10
45	а не	8	10
46	в данном	5	10
47	и то	9	10
48	ничего не	5	10
49	если мы	4	9
50	для нас	5	9
51	в этой	8	9
52	едва ли	11	9
53	для себя	5	9
54	что же	9	9
55	только на	5	9
56	только о	3	8
57	уже не	9	8
58	было бы	4	8
59	в виду	3	8
60	есть только	9	8
61	по себе	6	8
62	как раз	10	8
63	все же	4	8
64	при помощи	4	8
65	тут же	5	8
66	в конце	12	7
67	совсем не	5	7
68	те или	2	7
69	смысле слова	6	7
70	не является	2	7
71	все эти	5	7
72	не имеет	4	7
73	некоторого рода	5	7
74	в его	14	7
75	конце концов	5	7
76	так и	6	7
77	бы и	4	7
78	так как	7	7
79	тем самым	2	7
80	мы не	2	7
81	тоже не	5	7
82	можно ли	2	6
83	с другой	5	6
84	что все	7	6
85	а только	7	6
86	ни в	10	6
87	но это	6	6
88	мы и	2	6
89	не о	2	6
90	так или	2	6
91	был бы	3	6
92	а именно	12	6
93	но как	2	6
94	в то	7	6
95	не существует	2	6
96	на то	4	6
97	необходимо сказать	7	6
98	есть не	2	6
99	при условии	2	6
100	же самое	3	6
101	и для	3	6
102	или иначе	2	6
103	в виде	13	6
104	но в	4	6
105	и вовсе	3	6
106	же это	2	5
107	кроме того	6	5
108	в самом	4	5
109	той или	2	5
110	отнюдь не	5	5
111	данном случае	2	5
112	в связи	3	5
113	с этим	2	5
114	содержания и	2	5
115	с одной	3	5
116	так же	8	5
117	и на	6	5
118	и более	2	5
119	и все	4	5
120	раз и	8	5
121	этом смысле	3	5
122	как и	7	5
123	связи с	2	5
124	но уже	2	5
125	то же	4	5
126	как мы	8	5
127	одной стороны	3	5
128	другой стороны	2	5
129	можно было	5	5
130	в себе	9	5
131	еще и	18	5
132	и это	6	5
133	без всякой	2	5
134	не могут	2	4
135	не был	8	4
136	что если	4	4
137	в этих	2	4
138	в своем	8	4
139	в отношении	5	4
140	что на	2	4
141	подобного рода	3	4
142	и как	7	4
143	более или	5	4
144	не можем	2	4
145	есть прежде	2	4
146	это значит	6	4
147	как бы	3	4
148	не вполне	2	4
149	и тут	3	4
150	и тем	3	4
151	и вполне	2	4
152	что она	2	4
153	и только	3	4
154	таким образом	11	4
155	но только	2	4
156	всякого рода	3	4
157	ведь если	4	4
158	а в	7	4
159	в результате	4	4
