N	2gram	Trubetskoy_1	FransuaR
1	и в	14	65
2	как бы	4	22
3	и не	19	22
4	в том	17	16
5	в этом	17	15
6	но в	2	14
7	в нем	5	13
8	мы уже	2	12
9	прежде всего	8	11
10	и на	5	11
11	и потому	3	10
12	не только	9	10
13	но и	10	10
14	все эти	2	10
15	в его	4	9
16	во всех	5	9
17	все это	6	9
18	в своем	6	8
19	всех этих	3	8
20	и даже	2	8
21	культуры и	2	8
22	его в	4	7
23	в области	2	7
24	жизни и	4	7
25	точки зрения	11	7
26	только в	5	7
27	главным образом	3	6
28	никогда не	5	6
29	том что	9	6
30	все же	4	6
31	в значительной	3	6
32	еще не	3	6
33	при этом	5	6
34	может быть	9	6
35	в ней	2	6
36	на самом	6	6
37	так как	4	6
38	в частности	2	5
39	жизни в	5	5
40	потому что	5	5
41	или иной	5	5
42	для него	6	5
43	в своей	5	5
44	той или	3	5
45	как и	4	5
46	в своих	6	5
47	между тем	5	5
48	этой культуры	2	4
49	связи с	3	4
50	это в	2	4
51	и к	6	4
52	не в	4	4
53	в этой	4	4
54	совершенно не	2	4
55	в самом	3	4
56	из них	3	4
57	сих пор	5	4
58	до сих	5	4
59	в их	4	4
60	для нас	2	4
61	культуры в	3	4
62	во время	2	4
63	не могут	4	3
64	и ни	3	3
65	что в	4	3
66	и во	3	3
67	европейской культуры	2	3
68	не просто	2	3
69	что он	6	3
70	но это	2	3
71	самом деле	7	3
72	но для	2	3
73	к нему	2	3
74	с точки	9	3
75	то что	13	3
76	на этой	2	3
77	вся эта	2	3
78	не может	22	3
79	уже не	2	3
80	друг друга	3	3
81	в других	2	3
82	даже и	2	3
83	в себе	9	3
84	с ним	2	3
85	и с	7	3
86	ни к	7	2
87	но не	4	2
88	к тому	7	2
89	не подлежит	2	2
90	и от	2	2
91	из этих	3	2
92	стремление к	7	2
93	во многих	2	2
94	бы ни	2	2
95	да и	3	2
96	из всех	2	2
97	от него	2	2
98	несмотря на	3	2
99	от того	4	2
100	он не	5	2
101	значительной мере	2	2
102	в таких	2	2
103	и для	6	2
104	видеть в	2	2
105	не к	2	2
106	в большинстве	3	2
107	в некоторых	2	2
108	время в	2	2
109	приводит к	4	2
110	только на	2	2
111	отношения к	2	2
112	вся она	2	2
113	и вот	2	2
114	того что	3	2
115	и наконец	2	2
116	и по	3	2
117	отметить что	2	2
118	в таком	2	2
119	или в	3	2
120	к себе	2	2
121	этот вопрос	2	2
122	их в	2	2
123	в этих	2	2
124	во всем	4	2
125	культуре и	2	2
126	о том	7	2
127	большинстве случаев	2	2
128	у других	2	2
