N	2gram	Vinokur_St_3	Psycholo
1	то что	12	32
2	и в	25	31
3	в том	20	30
4	и т	8	26
5	то есть	2	26
6	что в	19	23
7	может быть	19	22
8	таким образом	10	20
9	при помощи	2	20
10	так как	3	18
11	не может	7	17
12	как и	4	16
13	том что	15	16
14	и не	10	16
15	т п	6	16
16	точки зрения	7	15
17	только в	6	14
18	а не	5	13
19	не только	12	13
20	мы не	2	12
21	в этом	24	12
22	в самом	2	11
23	могут быть	2	11
24	не в	6	11
25	в области	6	11
26	на то	5	10
27	в сущности	2	10
28	того что	5	10
29	потому что	5	10
30	ни в	5	9
31	как в	6	9
32	самом деле	2	9
33	никогда не	2	8
34	вместе с	2	8
35	все это	8	8
36	т д	2	8
37	и что	3	8
38	во всяком	4	8
39	что мы	3	8
40	что он	19	7
41	том чтобы	2	7
42	есть в	2	7
43	только тогда	2	7
44	и его	3	7
45	заключается в	2	7
46	сказать что	4	7
47	о том	8	7
48	что это	16	6
49	вовсе не	2	6
50	одной стороны	3	6
51	до конца	3	6
52	было бы	7	6
53	если бы	4	6
54	из этих	6	6
55	всяком случае	4	6
56	а в	6	6
57	для того	2	6
58	в его	12	6
59	тогда когда	2	5
60	не является	3	5
61	показывает что	3	5
62	все же	4	5
63	так что	11	5
64	мы видим	4	5
65	х годов	2	5
66	с одной	2	5
67	то время	4	5
68	говорит что	5	5
69	несмотря на	3	5
70	в какой	3	5
71	как бы	6	5
72	в целом	4	5
73	другой стороны	5	5
74	и для	4	5
75	то же	5	5
76	с другой	5	5
77	время как	4	5
78	это есть	4	5
79	в то	7	5
80	утверждать что	2	5
81	к тому	2	4
82	в которой	4	4
83	в котором	5	4
84	все время	2	4
85	в виду	2	4
86	прежде всего	10	4
87	тому что	3	4
88	что я	3	4
89	одна из	2	4
90	у него	9	4
91	формы в	2	4
92	и если	3	4
93	у нас	4	4
94	точка зрения	4	4
95	один из	2	4
96	в этих	11	4
97	со стороны	3	4
98	к этому	3	4
99	и у	2	4
100	в своих	8	4
101	с этой	3	4
102	в результате	2	4
103	этого слова	2	4
104	между тем	6	4
105	мы имеем	5	4
106	уже в	3	3
107	как на	6	3
108	с тем	4	3
109	состоит в	4	3
110	по тому	2	3
111	точку зрения	2	3
112	что у	2	3
113	у пушкина	22	3
114	что все	3	3
115	в каждом	4	3
116	а потому	2	3
117	и к	4	3
118	но это	4	3
119	но не	2	3
120	из его	7	3
121	до сих	2	3
122	из которых	4	3
123	например в	4	3
124	в этой	14	3
125	он не	5	3
126	речь идет	2	3
127	сих пор	2	3
128	в своей	4	3
129	так и	5	3
130	им в	2	3
131	не было	4	3
132	и других	2	3
133	от того	2	3
134	и по	2	3
135	той же	2	3
136	в которых	2	3
137	случае в	2	3
138	в одной	2	3
139	и только	2	3
140	с этим	7	3
141	в конце	6	3
142	что эти	4	3
143	и это	5	3
144	что эта	2	3
145	конце концов	3	3
146	что по	3	3
147	но в	5	3
148	т е	8	3
149	не менее	2	2
150	на вопрос	3	2
151	такой же	2	2
152	этих двух	2	2
153	независимо от	5	2
154	этом смысле	4	2
155	по этому	3	2
156	в них	5	2
157	у шекспира	5	2
158	и во	2	2
159	на долю	2	2
160	в жизни	4	2
161	это в	4	2
162	в такой	2	2
163	и здесь	3	2
164	тем не	2	2
165	уже не	3	2
166	должна была	4	2
167	себя и	2	2
168	что они	2	2
169	что здесь	4	2
170	в качестве	4	2
171	того же	2	2
172	и может	2	2
173	и тот	2	2
174	что такое	7	2
175	на эти	3	2
176	на почве	5	2
177	гораздо более	2	2
178	и тем	4	2
179	отношение к	4	2
180	я думаю	2	2
181	но и	9	2
182	xviii в	3	2
183	без всякого	2	2
184	и тогда	2	2
185	как мы	2	2
186	только что	2	2
187	отличается от	4	2
188	как раз	3	2
189	то и	2	2
190	в связи	3	2
191	этому поводу	2	2
192	по мнению	3	2
193	этом отношении	4	2
194	этой области	2	2
195	на основе	2	2
196	к нему	4	2
197	с точки	4	2
198	его не	2	2
199	что для	3	2
200	вот что	3	2
201	отметить что	5	2
202	в чем	4	2
203	ничего не	4	2
204	в русском	2	2
205	и с	4	2
206	одно из	2	2
207	в каком	4	2
208	как например	8	2
209	но как	2	2
210	в поэзии	2	2
211	на это	2	2
212	из этого	4	2
213	стал бы	2	2
214	к этой	2	2
