N	2gram	Tiupa_Teor_1	Problemy
1	и в	18	46
2	то есть	12	40
3	и не	13	27
4	может быть	17	23
5	как бы	5	19
6	не может	4	19
7	в нем	4	17
8	в этом	8	16
9	не только	16	14
10	и т.п	4	14
11	слова в	2	13
12	перед нами	2	12
13	но и	9	12
14	как и	4	12
15	точки зрения	9	11
16	в одном	2	11
17	а не	9	11
18	не в	7	10
19	в пределах	5	10
20	между ними	4	10
21	прежде всего	2	9
22	в том	16	9
23	в большинстве	2	9
24	в самом	4	9
25	вовсе не	3	9
26	и к	3	9
27	в его	6	9
28	с точки	3	9
29	или в	3	8
30	еще не	4	7
31	как раз	2	7
32	в себе	9	7
33	никогда не	4	6
34	ни в	2	6
35	есть в	2	6
36	хотя и	3	6
37	но в	9	6
38	на фоне	2	6
39	в романе	3	6
40	то же	7	6
41	все это	2	6
42	и его	8	6
43	только в	6	6
44	это не	2	5
45	о себе	2	5
46	же время	5	5
47	при этом	12	5
48	по отношению	4	5
49	в самой	2	5
50	в то	6	5
51	в структуре	2	5
52	в жизни	2	5
53	с его	5	5
54	за пределы	2	5
55	отношению к	4	5
56	если мы	2	5
57	речи и	2	5
58	том числе	2	4
59	что в	9	4
60	в этих	3	4
61	можно сказать	3	4
62	в виду	5	4
63	в их	2	4
64	таким образом	3	4
65	все эти	2	4
66	потому что	3	4
67	и здесь	2	4
68	не знает	3	4
69	превращается в	2	4
70	как в	5	4
71	этих двух	2	4
72	том что	9	4
73	но не	9	4
74	он не	3	4
75	то что	3	4
76	своего рода	7	4
77	так и	10	4
78	приводит к	5	4
79	в себя	3	4
80	уже не	4	4
81	на себя	2	4
82	героя и	5	4
83	и другие	2	3
84	в отношении	3	3
85	с другой	7	3
86	из этих	3	3
87	не могут	2	3
88	в мире	19	3
89	в своем	4	3
90	более или	2	3
91	в формах	2	3
92	одним из	2	3
93	и для	2	3
94	отношение к	5	3
95	другой стороны	5	3
96	так же	2	3
97	и даже	2	3
98	но он	3	3
99	самим собою	2	3
100	имеем в	3	3
101	в диалоге	2	3
102	в конце	2	3
103	их в	3	3
104	мы имеем	7	3
105	если бы	3	3
106	с ее	3	3
107	по своей	3	3
108	того же	3	3
109	в повести	2	3
110	и что	3	3
111	в своей	6	3
112	и о	4	3
113	что и	2	3
114	себя в	6	3
115	или менее	2	3
116	в отличие	6	3
117	в той	2	3
118	отличается от	2	3
119	в слове	3	3
120	слова как	3	3
121	между двумя	3	3
122	в этой	3	3
123	и т.д	3	3
124	далеко не	2	3
125	и это	2	3
126	дело в	2	3
127	отличие от	6	3
128	не менее	4	2
129	и одновременно	4	2
130	для понимания	2	2
131	или иной	4	2
132	к тому	2	2
133	в одно	2	2
134	и как	2	2
135	времени и	2	2
136	для него	2	2
137	к области	2	2
138	и является	2	2
139	если в	2	2
140	и тем	3	2
141	могут оказаться	2	2
142	в первой	5	2
143	но она	2	2
144	к жизни	2	2
145	отношения к	2	2
146	лишь в	6	2
147	и по	2	2
148	а в	13	2
149	сказать что	3	2
150	в узком	3	2
151	самим собой	3	2
152	языка в	4	2
153	в художественном	3	2
154	в произведении	3	2
155	между тем	5	2
156	этом смысле	2	2
157	у нас	2	2
158	в присутствии	2	2
159	зрения и	2	2
160	своей природе	2	2
161	в произведениях	2	2
162	об этом	2	2
163	этого слова	3	2
164	на почве	4	2
165	не могло	2	2
166	вместе с	2	2
167	так в	4	2
168	в данном	8	2
169	в рассказе	2	2
170	могут быть	4	2
171	в другом	3	2
172	в поэзии	2	2
173	отношении к	2	2
