N	2gram	Voloshinov_1	Psycholo
1	в том	6	37
2	и в	12	32
3	и что	2	22
4	том что	5	21
5	то что	5	21
6	таким образом	12	21
7	что в	2	20
8	так же	3	18
9	может быть	14	18
10	что и	2	17
11	не может	16	17
12	точки зрения	14	17
13	самом деле	3	16
14	при этом	6	13
15	то же	5	13
16	в этом	4	13
17	художественной формы	5	12
18	по себе	3	12
19	в самом	4	12
20	не только	4	12
21	так как	9	12
22	как и	5	10
23	когда он	3	10
24	но и	3	10
25	и не	10	10
26	с точки	2	10
27	искусства и	2	9
28	никогда не	5	9
29	как в	5	9
30	не менее	3	8
31	не в	4	8
32	дело с	2	8
33	того что	3	8
34	ясно что	3	7
35	такой же	2	7
36	а не	5	7
37	все эти	3	7
38	и его	13	7
39	сказать что	7	7
40	только в	6	7
41	все время	6	6
42	он не	2	6
43	как бы	13	6
44	в художественном	3	6
45	художественное произведение	3	6
46	те же	2	6
47	формы и	3	6
48	же самое	2	6
49	о том	3	6
50	если бы	9	6
51	художественного произведения	7	5
52	отнюдь не	5	5
53	на все	2	5
54	художественном произведении	3	5
55	в ней	6	5
56	до сих	3	5
57	сих пор	3	5
58	все это	3	5
59	на самом	4	5
60	только на	3	5
61	как на	2	5
62	и на	4	5
63	в то	2	5
64	и более	3	4
65	от того	4	4
66	едва ли	2	4
67	с этой	2	4
68	в жизни	5	4
69	что форма	2	4
70	тем не	3	4
71	как это	2	4
72	в чем	2	4
73	которые мы	2	4
74	из этого	3	4
75	и по	3	4
76	в нем	6	4
77	все же	4	4
78	жизни и	4	4
79	данном случае	2	4
80	и все	2	4
81	мы имеем	2	4
82	и для	3	4
83	и те	2	4
84	в данном	2	4
85	и с	3	4
86	могут быть	2	4
87	если же	2	4
88	в творчестве	3	4
89	ничего не	2	4
90	между тем	3	4
91	хотя бы	5	3
92	с другой	4	3
93	и к	4	3
94	поэтического произведения	3	3
95	нашего сознания	2	3
96	до конца	2	3
97	мы в	2	3
98	в своей	3	3
99	на это	2	3
100	относится к	2	3
101	так и	4	3
102	не к	3	3
103	и так	2	3
104	и ее	3	3
105	в отношении	2	3
106	что не	4	3
107	и совершенно	2	3
108	как к	3	3
109	в каком	3	3
110	и то	2	3
111	ни на	2	3
112	в поэзии	3	3
113	отношении к	3	3
114	тогда когда	2	3
115	но в	5	3
116	мы не	3	3
117	в виду	5	3
118	мы можем	2	3
119	как только	2	2
120	место в	2	2
121	этих двух	2	2
122	зависит от	2	2
123	с его	2	2
124	материала и	4	2
125	в них	3	2
126	то ни	3	2
127	в какой	2	2
128	произведение и	2	2
129	это не	2	2
130	точка зрения	3	2
131	с другими	2	2
132	была бы	2	2
133	этой точки	3	2
134	и здесь	2	2
135	ни в	3	2
136	а к	2	2
137	еще не	3	2
138	но не	2	2
139	художественную форму	6	2
140	но что	2	2
141	она не	2	2
142	действия и	2	2
143	к нему	4	2
144	к ним	2	2
145	и следовательно	5	2
146	в его	2	2
147	оно не	2	2
148	не так	2	2
149	бы то	3	2
150	в этих	2	2
151	отношение к	4	2
152	как не	2	2
153	для нас	7	2
154	в процессе	6	2
155	вместе с	2	2
156	на него	2	2
157	не остается	2	2
158	бы не	2	2
159	другой стороны	2	2
160	в особенности	2	2
161	содержания и	2	2
162	форма в	2	2
163	форму и	2	2
164	но это	2	2
165	имеем в	2	2
166	в себе	3	2
167	смысл и	2	2
168	и вообще	3	2
169	на примере	2	2
170	там где	2	2
