N	2gram	Bakhtin_Fr_3	StatiiOP
1	и в	40	29
2	том что	4	27
3	в том	8	27
4	в этом	15	21
5	но и	11	19
6	что в	12	19
7	не только	13	19
8	о том	4	17
9	что он	2	13
10	в его	13	13
11	то что	5	11
12	все это	4	11
13	в которой	2	11
14	таким образом	10	10
15	в своем	7	9
16	так и	3	9
17	этом отношении	2	9
18	и не	13	9
19	потому что	2	9
20	он не	9	9
21	как раз	5	8
22	но в	8	8
23	но все	3	7
24	в самом	6	7
25	в ней	4	7
26	в виду	7	7
27	в котором	2	7
28	в своей	6	7
29	вместе с	3	7
30	для того	3	7
31	об этом	3	6
32	в одном	7	6
33	вовсе не	12	6
34	до сих	4	6
35	одним из	2	6
36	все же	2	6
37	в течение	2	6
38	того чтобы	4	6
39	и его	17	6
40	и на	8	6
41	о чем	2	5
42	прежде всего	16	5
43	в свет	3	5
44	в той	6	5
45	было бы	4	5
46	как бы	3	5
47	своего рода	2	5
48	сих пор	4	5
49	в языке	2	5
50	а не	5	5
51	между тем	3	5
52	точки зрения	2	5
53	времени и	2	4
54	до того	2	4
55	именно в	2	4
56	в частности	3	4
57	с другой	2	4
58	к этому	6	4
59	в романе	15	4
60	для него	5	4
61	кроме того	3	4
62	и к	3	4
63	и о	4	4
64	в нем	5	4
65	дело в	2	4
66	еще более	4	4
67	в другом	3	4
68	связи с	6	4
69	и с	8	4
70	не менее	2	3
71	не был	2	3
72	в этих	6	3
73	но он	2	3
74	с этим	2	3
75	с нею	2	3
76	одном из	2	3
77	ни в	4	3
78	у нас	4	3
79	но это	3	3
80	в начале	3	3
81	но не	2	3
82	до конца	6	3
83	одной из	2	3
84	например в	2	3
85	и даже	4	3
86	из них	4	3
87	самом деле	3	3
88	как в	3	3
89	в их	4	3
90	не было	5	3
91	еще и	2	3
92	тем что	3	3
93	на самом	3	3
94	в году	5	3
95	хотя бы	2	3
96	связан с	3	3
97	и здесь	4	3
98	xix века	4	3
99	в эту	4	3
100	во время	8	2
101	с его	3	2
102	ему не	2	2
103	и другие	2	2
104	если бы	3	2
105	и др	7	2
106	в них	9	2
107	в конце	3	2
108	в духе	7	2
109	не раз	2	2
110	связь с	6	2
111	что было	2	2
112	выражение в	2	2
113	что и	3	2
114	он был	3	2
115	в ее	3	2
116	как и	11	2
117	и как	3	2
118	даны в	2	2
119	в этой	3	2
120	в истории	4	2
121	в то	6	2
122	чем он	2	2
123	как известно	2	2
124	и сам	2	2
125	раз в	2	2
126	на его	2	2
127	такого рода	3	2
128	может быть	9	2
129	значительной степени	2	2
130	том же	2	2
131	никак не	3	2
132	тем же	2	2
133	и потому	4	2
134	а также	4	2
135	еще в	3	2
136	даже в	4	2
137	только в	3	2
138	не к	2	2
139	также и	4	2
140	за него	2	2
141	дело не	3	2
142	века и	4	2
143	не может	3	2
144	в особенности	5	2
145	то же	7	2
146	все эти	8	2
147	при этом	3	2
148	там где	3	2
149	в отличие	3	2
150	из этой	2	2
151	они не	3	2
152	в значительной	3	2
153	особенно в	4	2
154	в данном	4	2
155	сказать что	3	2
156	в себе	3	2
157	в один	2	2
158	как он	2	2
159	и это	2	2
160	так как	4	2
161	того же	2	2
162	отличие от	3	2
163	по адресу	2	2
164	в области	4	2
165	говорит об	2	2
166	о мире	2	2
