N	2gram	Nazirov_Tv_2	DiskursI
1	не только	13	28
2	в том	8	23
3	а не	6	22
4	то есть	5	20
5	том что	4	19
6	тогда как	3	19
7	может быть	8	17
8	и в	20	16
9	как и	6	16
10	в этом	8	15
11	еще не	5	14
12	но и	8	14
13	при этом	8	13
14	прежде всего	8	11
15	но не	5	11
16	и не	9	11
17	с другой	2	10
18	как в	4	10
19	в частности	2	9
20	в нем	3	9
21	отношению к	3	9
22	по отношению	3	9
23	не может	7	9
24	отнюдь не	4	8
25	своего рода	3	8
26	так и	6	8
27	о том	5	8
28	но в	4	8
29	в основе	2	7
30	в его	10	7
31	то же	7	7
32	не было	2	7
33	роль в	2	7
34	в себе	3	7
35	только в	2	7
36	не в	4	7
37	ни к	2	6
38	тому же	2	5
39	как бы	11	5
40	в котором	3	5
41	в своей	6	5
42	то что	3	5
43	в процессе	2	5
44	в отличие	2	5
45	а с	3	5
46	а в	4	5
47	в их	3	5
48	сводится к	2	5
49	отличие от	2	5
50	и на	5	5
51	что в	7	4
52	не является	3	4
53	что он	6	4
54	уже не	3	4
55	для него	3	4
56	в истории	2	4
57	в целом	6	4
58	же время	7	4
59	одной из	3	4
60	на его	4	4
61	по сути	3	4
62	что не	3	4
63	в которых	3	4
64	потому что	7	4
65	между тем	3	4
66	могут быть	2	4
67	как правило	2	4
68	из жизни	2	3
69	литературной традиции	4	3
70	это не	7	3
71	в одной	3	3
72	в ее	2	3
73	в самом	3	3
74	один из	3	3
75	все же	5	3
76	из них	2	3
77	ли не	2	3
78	таким образом	10	3
79	именно в	6	3
80	другой стороны	2	3
81	и даже	5	3
82	в своих	3	3
83	тем что	3	3
84	в то	10	3
85	и потому	4	3
86	это прежде	2	3
87	зависит от	2	2
88	не менее	2	2
89	по словам	2	2
90	и есть	2	2
91	никогда не	11	2
92	и без	2	2
93	или даже	2	2
94	по крайней	2	2
95	в одном	2	2
96	к этому	3	2
97	однако это	2	2
98	в году	16	2
99	в литературе	2	2
100	об этом	4	2
101	но зато	3	2
102	крайней мере	2	2
103	в соответствии	4	2
104	более того	2	2
105	в античной	3	2
106	так например	3	2
107	бахтина о	2	2
108	в начале	3	2
109	в принципе	4	2
110	одним из	3	2
111	хотя и	4	2
112	и др	3	2
113	например в	5	2
114	точка зрения	2	2
115	себя в	2	2
116	наше время	2	2
117	когда он	4	2
118	героя и	2	2
119	приводит к	2	2
120	в наше	2	2
121	жизни в	3	2
122	уже в	2	2
123	человека в	3	2
124	и что	2	2
125	х годов	3	2
126	и он	2	2
127	сути дела	3	2
128	и по	2	2
129	в современном	3	2
130	и его	9	2
131	на ранних	2	2
132	в рассказе	3	2
133	во всяком	2	2
134	писателя в	2	2
135	героя в	4	2
136	и ее	2	2
137	соответствии с	4	2
138	он всегда	2	2
139	к которому	2	2
140	и вообще	2	2
141	в этой	5	2
142	так сказать	2	2
143	едва ли	2	2
