N	2gram	Tiupa_Hudo_1	Istorich
1	и в	19	26
2	так же	2	18
3	то что	4	16
4	не только	16	15
5	что в	6	14
6	может быть	14	14
7	но и	10	12
8	между двумя	2	12
9	что он	3	10
10	так и	11	10
11	таким образом	3	10
12	и его	12	10
13	что и	2	9
14	и не	15	9
15	его в	2	9
16	то же	10	8
17	а в	12	8
18	в этих	3	7
19	превращается в	2	7
20	об этом	2	7
21	как и	2	7
22	в качестве	24	7
23	он не	4	7
24	как в	2	7
25	их в	3	7
26	в этом	11	7
27	мы имеем	6	7
28	еще не	3	6
29	не может	7	6
30	а не	9	6
31	к нему	3	6
32	и то	4	6
33	потому что	3	6
34	могут быть	4	6
35	и как	3	5
36	это не	2	5
37	в одном	2	5
38	но не	11	5
39	в его	9	5
40	и др	2	5
41	и что	3	5
42	уже не	4	5
43	и по	2	5
44	не в	7	5
45	в другом	3	5
46	но в	7	5
47	с другой	7	4
48	вовсе не	2	4
49	а на	5	4
50	в своей	5	4
51	даже в	3	4
52	другой стороны	5	4
53	так в	4	4
54	здесь не	2	4
55	тогда как	13	4
56	но он	3	4
57	о том	2	4
58	и более	2	3
59	он должен	3	3
60	из этих	3	3
61	в том	18	3
62	том что	8	3
63	при этом	13	3
64	от своего	2	3
65	и другие	2	3
66	например в	3	3
67	как бы	9	3
68	все эти	2	3
69	а также	5	3
70	что она	2	3
71	а именно	2	3
72	не на	3	3
73	как это	5	3
74	между ними	4	3
75	или в	2	3
76	в данном	4	3
77	только в	5	3
78	в русской	3	3
79	человека с	3	3
80	о чем	2	3
81	не менее	3	2
82	никогда не	2	2
83	однако в	4	2
84	в своем	2	2
85	по себе	2	2
86	таких случаях	2	2
87	и тем	2	2
88	тем не	3	2
89	ни в	5	2
90	представляет собой	10	2
91	есть в	2	2
92	одна из	2	2
93	говорит что	2	2
94	если бы	3	2
95	такого рода	10	2
96	в частности	13	2
97	хотя и	3	2
98	в роли	3	2
99	по своей	7	2
100	не могло	2	2
101	еще один	2	2
102	в нем	5	2
103	себя в	7	2
104	в целом	3	2
105	отношение к	5	2
106	дело не	2	2
107	в тексте	9	2
108	в форме	4	2
109	все это	2	2
110	на языке	2	2
111	лишь в	4	2
112	того что	4	2
113	право на	2	2
114	и на	2	2
115	не случайно	3	2
116	сказать что	4	2
117	имеем в	3	2
118	в себе	9	2
119	в этой	2	2
120	этого слова	2	2
121	в области	6	2
