N	2gram	Bakhtin_Pr_5	Myshleni
1	в том	5	33
2	том что	3	27
3	точки зрения	7	26
4	то что	10	20
5	в этом	14	19
6	с точки	2	18
7	того что	3	17
8	и в	35	15
9	не только	10	15
10	что в	6	14
11	таким образом	7	14
12	говорит он	4	12
13	что он	24	12
14	и т.д	3	12
15	в самом	6	11
16	в целом	3	10
17	но и	14	10
18	было бы	3	10
19	мы можем	2	10
20	в своем	2	9
21	может быть	14	9
22	не может	18	9
23	о том	2	9
24	в сущности	14	9
25	так и	8	8
26	никогда не	4	8
27	не в	10	8
28	и что	6	8
29	к тому	6	7
30	мы знаем	2	7
31	высшей степени	3	7
32	и не	27	7
33	в высшей	3	7
34	потому что	8	7
35	как бы	31	7
36	по себе	4	7
37	тот же	4	7
38	он не	13	7
39	и т.п	6	7
40	во всяком	4	7
41	что это	4	6
42	в отношении	9	6
43	как мы	8	6
44	мы уже	8	6
45	в виду	3	6
46	мы видели	2	6
47	по отношению	6	6
48	с другой	4	6
49	сказать что	3	6
50	мы должны	3	6
51	как он	2	6
52	но в	19	6
53	вовсе не	7	6
54	и к	12	6
55	как и	18	6
56	по своей	2	6
57	вместе с	2	6
58	с таким	2	6
59	самом деле	10	6
60	на этот	2	6
61	речи в	2	6
62	всяком случае	4	6
63	там где	7	6
64	это не	3	5
65	уже в	3	5
66	вопрос о	2	5
67	что с	2	5
68	и даже	5	5
69	друг друга	2	5
70	отношению к	7	5
71	внутренней речи	5	5
72	приводит к	2	5
73	показать что	2	5
74	то же	15	5
75	можно было	2	5
76	на вопрос	2	4
77	прежде всего	12	4
78	что все	2	4
79	все это	14	4
80	в них	4	4
81	что оно	2	4
82	так же	7	4
83	а в	7	4
84	его мысли	2	4
85	их в	2	4
86	и с	12	4
87	в начале	3	4
88	так как	4	4
89	с его	7	4
90	все же	8	4
91	в своей	4	4
92	даже в	5	4
93	как в	5	4
94	что его	2	4
95	как раз	4	4
96	а с	3	4
97	хотя бы	2	4
98	и его	14	4
99	только в	6	4
100	в которой	2	4
101	в эту	4	4
102	он сам	6	3
103	все время	4	3
104	но на	4	3
105	для этого	2	3
106	что у	6	3
107	во время	5	3
108	что они	6	3
109	и сам	7	3
110	для него	14	3
111	при этом	2	3
112	в общем	3	3
113	бы с	2	3
114	смысле этого	2	3
115	из них	3	3
116	все эти	3	3
117	те же	2	3
118	о мире	8	3
119	но эта	2	3
120	лишь в	7	3
121	с собой	2	3
122	и по	2	3
123	с другими	2	3
124	в которых	2	3
125	человеческий голос	2	3
126	с ним	7	3
127	и все	15	3
128	внутренняя речь	3	3
129	с этим	3	3
130	лежит в	2	3
131	уже говорили	5	3
132	но не	6	3
133	одной из	2	3
134	для себя	7	3
135	когда он	3	3
136	бы и	2	3
137	только что	3	3
138	на самом	9	3
139	а не	4	3
140	или в	2	3
141	он в	4	3
142	в отличие	2	3
143	этого слова	5	3
144	и это	5	3
145	отличие от	2	3
146	ничего не	3	3
147	за собой	3	2
148	в этих	2	2
149	понятно что	2	2
150	столь же	2	2
151	с этой	2	2
152	его внутренней	4	2
153	и речь	2	2
154	в такой	4	2
155	ибо как	2	2
156	или иной	4	2
157	что на	2	2
158	протяжении всего	4	2
159	ни в	2	2
160	и как	2	2
161	но все	4	2
162	его мысль	4	2
163	но что	2	2
164	друг с	4	2
165	той или	4	2
166	в котором	3	2
167	его с	5	2
168	с ее	3	2
169	он как	4	2
170	мысль и	2	2
171	должно быть	3	2
172	увидим что	2	2
173	но для	2	2
174	теперь в	4	2
175	к себе	18	2
176	говорить о	3	2
177	но ведь	2	2
178	еще один	2	2
179	во всем	4	2
180	в одном	6	2
181	или как	3	2
182	бы они	2	2
183	уже и	2	2
184	у него	4	2
185	этих двух	2	2
186	этом смысле	3	2
187	когда она	2	2
188	мы увидим	2	2
189	за пределы	3	2
190	к ней	2	2
191	в его	21	2
192	нет и	4	2
193	что и	3	2
194	раз в	2	2
195	во всех	3	2
196	без всякого	2	2
197	что же	7	2
198	и для	8	2
199	все равно	2	2
200	тому чтобы	2	2
201	той же	2	2
202	на которой	2	2
203	тому как	2	2
204	тем что	4	2
205	подобно тому	2	2
206	в себе	5	2
207	в другом	12	2
208	на протяжении	5	2
209	и вообще	2	2
210	с другом	4	2
211	его к	3	2
212	с речью	2	2
213	много раз	2	2
