N	3gram	Vygotskiy__5	KulturaY
1	в том что	11	15
2	для того чтобы	14	15
3	с точки зрения	9	9
4	по отношению к	12	8
5	то обстоятельство что	2	8
6	в самом деле	2	7
7	с другой стороны	2	6
8	мере в какой	3	5
9	в этом отношении	5	5
10	о том что	4	5
11	в той мере	3	5
12	той мере в	3	5
13	в зависимости от	2	5
14	том что он	2	4
15	до сих пор	3	4
16	хотя бы в	2	4
17	можно было бы	3	3
18	состоит в том	3	3
19	в свою очередь	3	3
20	о том как	2	3
21	не может быть	3	3
22	вместе с тем	2	3
23	а с другой	2	3
24	и того же	3	2
25	одного и того	3	2
26	в свое время	2	2
27	этой точки зрения	4	2
28	заключается в том	5	2
29	но все же	2	2
30	в этом случае	3	2
