N	2gram	Vinokur_Ku_2	Marksizm
1	точки зрения	14	34
2	может быть	15	26
3	и не	16	26
4	не может	9	24
5	с точки	8	20
6	и в	23	19
7	и его	3	19
8	таким образом	5	17
9	языка как	2	17
10	в этом	18	16
11	как бы	4	15
12	языка в	3	14
13	в процессе	3	14
14	прежде всего	8	13
15	языка и	8	13
16	как мы	3	13
17	как и	2	12
18	и пр	8	12
19	так и	4	11
20	если мы	4	11
21	и для	2	11
22	связи с	3	11
23	в самом	12	10
24	в нем	4	10
25	самом деле	9	10
26	лишь в	5	9
27	в результате	4	9
28	только в	5	9
29	при этом	2	8
30	но и	7	8
31	не только	20	8
32	все же	7	8
33	то что	9	8
34	в связи	4	7
35	все эти	12	7
36	так же	4	7
37	но в	11	7
38	то же	6	7
39	а не	10	7
40	слова как	3	7
41	с помощью	7	6
42	в том	19	6
43	в пределах	4	6
44	другой стороны	7	6
45	и здесь	5	6
46	отнюдь не	4	6
47	того же	3	6
48	в его	5	6
49	ничего не	4	6
50	с другой	8	5
51	в конце	4	5
52	именно в	3	5
53	мы знаем	4	5
54	не в	8	5
55	до конца	3	5
56	конечно не	2	5
57	те же	3	5
58	рядом с	2	5
59	и потому	2	5
60	и все	2	5
61	к этому	4	5
62	вовсе не	9	5
63	по преимуществу	2	5
64	в отличие	2	5
65	того чтобы	11	5
66	хотя бы	9	5
67	этот вопрос	6	5
68	во всяком	5	5
69	ясно что	5	5
70	отличие от	2	5
71	что в	10	4
72	не менее	7	4
73	в отношении	2	4
74	вопрос о	9	4
75	в ней	3	4
76	от того	4	4
77	языкового творчества	3	4
78	здесь мы	2	4
79	а в	3	4
80	и на	6	4
81	тот же	5	4
82	сказать что	4	4
83	что слово	3	4
84	с этим	3	4
85	по себе	10	4
86	еще не	5	4
87	было бы	15	4
88	лишь с	2	4
89	что же	5	4
90	как в	3	4
91	в языке	10	4
92	язык в	2	4
93	для того	9	4
94	в данном	4	4
95	выражение в	3	4
96	этом отношении	3	3
97	и есть	2	3
98	и от	2	3
99	одного из	2	3
100	можно сказать	4	3
101	в целях	2	3
102	же время	3	3
103	все это	5	3
104	следует что	3	3
105	не было	4	3
106	конце концов	3	3
107	того что	3	3
108	не имеет	4	3
109	между тем	6	3
110	нуждается в	2	3
111	в то	4	3
112	большинстве случаев	2	3
113	сознания и	2	3
114	смысле этого	2	3
115	не могут	5	3
116	в каком	4	3
117	различие между	3	3
118	этом случае	2	3
119	том что	11	3
120	мы должны	2	3
121	совершенно не	3	3
122	в корне	2	3
123	в сущности	9	3
124	он не	3	3
125	в своей	2	3
126	целый ряд	5	3
127	это и	3	3
128	на самом	2	3
129	сводится к	3	3
130	должны быть	2	3
131	и следовательно	2	3
132	на этот	2	3
133	речи в	6	3
134	но все	4	3
135	речи и	5	3
136	слова и	5	3
137	и это	3	3
138	в области	11	3
139	в узком	4	2
140	темы и	2	2
141	же как	2	2
142	должна быть	5	2
143	в частности	2	2
144	никогда не	2	2
145	в своем	2	2
146	что все	5	2
147	его к	2	2
148	тем не	6	2
149	ни в	4	2
150	узком смысле	2	2
151	говорящего коллектива	3	2
152	свою очередь	2	2
153	иными словами	8	2
154	в свою	2	2
155	но для	3	2
156	в виду	3	2
157	всяком случае	5	2
158	в нашем	7	2
159	на этой	4	2
160	мы скажем	2	2
161	это положение	2	2
162	язык и	2	2
163	мысль и	2	2
164	не просто	2	2
165	это так	3	2
166	и даже	2	2
167	должно быть	4	2
168	можно было	9	2
169	в своих	2	2
170	с этой	2	2
171	же и	2	2
172	этом смысле	5	2
173	так как	15	2
174	к этой	3	2
175	и с	7	2
176	от этого	2	2
177	ни к	15	2
178	и более	2	2
179	если бы	12	2
180	не как	2	2
181	что он	5	2
182	данный момент	3	2
183	у нас	12	2
184	зависимости от	5	2
185	в качестве	8	2
186	что само	2	2
187	тех пор	2	2
188	она не	2	2
189	к тому	4	2
190	этого слова	5	2
191	однако не	4	2
192	не все	3	2
193	что и	3	2
194	бы и	4	2
195	как раз	3	2
196	для данного	2	2
197	следовательно и	2	2
198	что не	6	2
199	из которых	3	2
200	что такое	3	2
201	той же	2	2
202	или в	4	2
203	или иначе	3	2
204	языка не	2	2
205	тем что	3	2
206	могут быть	4	2
207	в другом	2	2
208	и вообще	2	2
209	ту же	6	2
210	могла бы	2	2
211	не знает	3	2
212	там где	5	2
