N	2gram	Tiupa_Hudo_2	Narrotol
1	не только	11	26
2	а не	14	17
3	но и	9	15
4	тогда как	7	15
5	в том	15	14
6	при этом	11	14
7	в качестве	4	14
8	и не	18	14
9	том что	19	13
10	и в	28	13
11	в этом	13	13
12	состоит в	7	12
13	в частности	7	11
14	только в	4	11
15	с собачкой	9	10
16	может быть	8	10
17	в данном	2	10
18	своего рода	16	9
19	к тому	7	9
20	так и	8	9
21	сводится к	6	9
22	у чехова	9	9
23	а в	6	9
24	то что	6	8
25	в себе	9	8
26	в тексте	5	8
27	не может	4	8
28	не в	13	8
29	к себе	3	7
30	дамы с	2	7
31	никогда не	5	6
32	в своем	5	6
33	в жизни	8	6
34	прежде всего	3	6
35	можно сказать	6	6
36	и к	2	6
37	вслед за	4	6
38	в его	11	6
39	данном случае	2	6
40	со стороны	3	6
41	жизни в	7	6
42	все же	2	6
43	у него	5	6
44	как бы	5	6
45	а также	2	6
46	всего лишь	3	6
47	ничего не	5	6
48	но в	2	6
49	место в	2	5
50	точки зрения	2	5
51	не столько	2	5
52	человеческого я	4	5
53	тем не	4	5
54	что он	8	5
55	одной стороны	3	5
56	он не	4	5
57	в котором	6	5
58	я не	7	5
59	в нем	3	5
60	отношению к	7	5
61	на него	3	5
62	как в	5	5
63	по отношению	7	5
64	с одной	3	5
65	тем самым	2	5
66	с другой	3	5
67	в то	6	5
68	о том	12	5
69	ответ на	2	5
70	перед нами	11	4
71	что это	5	4
72	не менее	5	4
73	если бы	6	4
74	отнюдь не	2	4
75	в глазах	6	4
76	об этом	7	4
77	тому же	2	4
78	как и	11	4
79	как у	2	4
80	все что	3	4
81	у нее	10	4
82	что в	5	4
83	для него	5	4
84	не является	2	4
85	и уже	4	4
86	жизни и	6	4
87	в своей	6	4
88	в ее	18	4
89	то же	6	4
90	уже не	10	4
91	в мире	7	4
92	и у	2	4
93	в рассказе	21	4
94	в другом	2	4
95	все его	3	4
96	в этой	5	4
97	и т.д	2	4
98	и все	7	4
99	как это	7	4
100	с ним	7	4
101	но при	3	4
102	а как	2	3
103	в ответ	3	3
104	с его	5	3
105	человек в	3	3
106	конечном счете	3	3
107	с матерью	2	3
108	тому что	4	3
109	это не	6	3
