N	2gram	Propp_Morf_1	Problemy
1	и в	13	46
2	и не	12	27
3	может быть	52	23
4	как бы	3	19
5	не может	14	19
6	в этом	14	16
7	не только	4	14
8	перед нами	10	12
9	но и	4	12
10	как и	3	12
11	как мы	6	12
12	точки зрения	2	11
13	а не	11	11
14	не в	3	10
15	в пределах	3	10
16	прежде всего	9	9
17	в том	6	9
18	в большинстве	3	9
19	вовсе не	4	9
20	и к	4	9
21	с точки	2	9
22	большинстве случаев	3	8
23	или в	4	8
24	еще не	3	7
25	в сущности	3	7
26	но это	6	6
27	хотя и	3	6
28	друг друга	3	6
29	но в	2	6
30	что он	4	6
31	мы увидим	8	6
32	то же	7	6
33	только в	2	6
34	это не	6	5
35	к нему	3	5
36	по отношению	4	5
37	в то	3	5
38	так как	16	5
39	с его	2	5
40	о том	2	5
41	если же	5	5
42	отношению к	4	5
43	во всех	4	5
44	если мы	5	5
45	что в	8	4
46	в этих	13	4
47	очень часто	6	4
48	можно сказать	2	4
49	например в	2	4
50	таким образом	21	4
51	все эти	2	4
52	потому что	3	4
53	и здесь	5	4
54	мы не	8	4
55	мы можем	2	4
56	как в	3	4
57	том что	4	4
58	но не	4	4
59	он не	3	4
60	все же	7	4
61	то что	8	4
62	то перед	5	4
63	так и	6	4
64	приводит к	2	4
65	уже не	2	4
66	самом деле	4	4
67	здесь не	2	4
68	и другие	6	3
69	себя и	2	3
70	с другой	8	3
71	не могут	4	3
72	на то	2	3
73	более или	2	3
74	на этом	3	3
75	но для	2	3
76	но если	7	3
77	то это	3	3
78	и для	2	3
79	и их	2	3
80	другой стороны	4	3
81	так же	3	3
82	также и	4	3
83	имеем в	6	3
84	мы имеем	9	3
85	если бы	2	3
86	с собой	3	3
87	в различных	2	3
88	по существу	12	3
89	а то	3	3
90	и что	2	3
91	она не	2	3
92	было бы	3	3
93	что и	7	3
94	на него	3	3
95	или менее	2	3
96	что же	2	3
97	героя в	4	3
98	тем что	4	3
99	в этой	2	3
100	далеко не	5	3
101	и этим	5	3
102	не менее	5	2
103	возникает вопрос	2	2
104	вопрос о	7	2
105	к тому	4	2
106	для нас	2	2
107	без всякого	2	2
108	мы будем	3	2
109	и как	5	2
110	но все	3	2
111	этого нельзя	2	2
112	смысле слова	4	2
113	их как	2	2
114	если в	5	2
115	и тем	2	2
116	иногда же	2	2
117	целый ряд	3	2
118	в других	3	2
119	этих случаях	11	2
120	и по	2	2
121	а в	7	2
122	в которых	2	2
123	реагирует на	3	2
124	друг на	2	2
125	в результате	7	2
126	сказать что	2	2
127	на друга	2	2
128	что мы	2	2
129	между тем	5	2
130	с этим	11	2
131	у нас	2	2
132	одна из	4	2
133	есть и	4	2
134	к различным	2	2
135	об этом	4	2
136	в свое	2	2
137	и пр	37	2
138	выпадает из	2	2
139	что такое	3	2
140	хотя бы	4	2
141	можно было	2	2
142	ничего не	4	2
143	этот вопрос	2	2
144	во всяком	2	2
145	могут быть	16	2
146	в другом	2	2
147	ту же	2	2
148	там где	5	2
149	того как	2	2
