N	2gram	Tiupa_Narr_2	Formalny
1	и в	13	38
2	в этом	13	27
3	может быть	10	23
4	и его	3	21
5	таким образом	5	20
6	и не	14	20
7	в самом	2	16
8	прежде всего	6	15
9	не в	8	15
10	и т	2	14
11	не может	8	14
12	в нем	5	13
13	но и	15	13
14	с его	3	11
15	в том	14	11
16	вовсе не	2	11
17	в его	6	10
18	как и	4	9
19	при этом	14	9
20	в процессе	2	9
21	не только	26	9
22	т п	2	9
23	отнюдь не	4	8
24	что и	2	8
25	все же	6	8
26	так и	9	8
27	самом деле	3	8
28	точки зрения	5	8
29	что в	4	7
30	для него	4	7
31	в своей	4	7
32	в других	2	7
33	этом отношении	3	7
34	уже не	4	7
35	с точки	2	7
36	в результате	2	6
37	то что	8	6
38	в ней	2	6
39	в этой	4	6
40	было бы	2	6
41	то же	4	6
42	все эти	3	6
43	а не	17	6
44	как раз	3	6
45	он не	5	6
46	только в	11	6
47	а в	9	6
48	хотя бы	2	6
49	должна быть	2	5
50	если бы	4	5
51	или иного	3	5
52	что он	5	5
53	именно в	2	5
54	же время	3	5
55	в слове	3	5
56	и для	3	5
57	сводится к	9	5
58	говорить о	2	5
59	в то	5	5
60	бы в	2	5
61	как о	2	4
62	оно не	2	4
63	не столько	5	4
64	на фоне	2	4
65	к тому	9	4
66	что они	3	4
67	того или	3	4
68	как бы	6	4
69	и к	6	4
70	как в	5	4
71	и даже	3	4
72	не следует	3	4
73	здесь не	2	4
74	они не	2	4
75	ничего не	6	4
76	но в	6	4
77	же как	2	3
78	место в	5	3
79	в какой	4	3
80	с другой	5	3
81	из этих	2	3
82	а как	3	3
83	и здесь	2	3
84	однако не	2	3
85	не является	4	3
86	в целом	3	3
87	жизни и	4	3
88	только на	2	3
89	то и	3	3
90	на самом	2	3
91	того что	6	3
92	того чтобы	3	3
93	роль в	2	3
94	мы не	2	3
95	хотя и	5	3
96	как к	3	3
97	и все	4	3
98	что это	4	3
99	так сказать	3	3
100	в области	2	3
101	времени и	4	2
102	и более	2	2
103	никогда не	6	2
104	состоит в	12	2
105	в качестве	14	2
106	тому что	3	2
107	перед нами	4	2
108	столь же	2	2
109	от его	2	2
110	или даже	3	2
111	это не	3	2
112	в конце	4	2
113	с нею	2	2
114	его смысла	2	2
115	в ее	4	2
116	том что	13	2
117	но это	2	2
118	но не	3	2
119	со своей	2	2
120	к другому	2	2
121	и иные	2	2
122	едва ли	3	2
123	не происходит	2	2
124	в котором	5	2
125	один из	3	2
126	и тем	5	2
127	не будет	2	2
128	не к	4	2
129	во второй	2	2
130	а к	3	2
131	со стороны	6	2
132	превращается в	2	2
133	в той	5	2
134	тем самым	5	2
135	не имеет	2	2
136	и по	3	2
137	отличие от	5	2
138	в таком	3	2
139	с ними	3	2
140	сказать что	3	2
141	между тем	3	2
142	в отличие	5	2
143	к его	3	2
144	должен был	2	2
145	в чем	2	2
146	потому что	2	2
147	как это	4	2
148	с ним	4	2
