N	2gram	Voloshinov_1	Vladivir
1	и в	19	31
2	не только	8	24
3	но и	8	19
4	то что	8	18
5	и не	26	17
6	и даже	2	15
7	том что	3	14
8	что в	4	14
9	в этом	16	14
10	и с	2	14
11	что он	2	12
12	в его	6	12
13	но в	7	12
14	в том	6	11
15	о том	2	11
16	он не	3	10
17	никогда не	2	9
18	как мы	13	9
19	а в	4	9
20	только в	9	9
21	в конце	5	9
22	в дальнейшем	3	8
23	в то	3	8
24	так как	2	8
25	для него	9	7
26	кроме того	6	7
27	в эти	2	7
28	как раз	2	7
29	и его	19	7
30	сказать что	4	7
31	мы уже	2	7
32	к этому	5	6
33	и к	3	6
34	можно сказать	3	6
35	у нас	2	6
36	в качестве	2	6
37	того же	6	6
38	и потому	5	6
39	может быть	26	6
40	в котором	3	6
41	так и	11	6
42	не может	24	6
43	то же	7	6
44	на этот	3	6
45	все это	3	5
46	вовсе не	5	5
47	не в	5	5
48	и от	3	5
49	что и	2	5
50	жизни и	2	5
51	что же	4	5
52	не было	3	5
53	в своих	2	5
54	же время	3	4
55	в своем	2	4
56	и все	5	4
57	этом смысле	2	4
58	в нем	10	4
59	в себе	2	4
60	и вообще	2	4
61	как и	12	4
62	и как	3	4
63	в нашем	2	4
64	в своей	3	4
65	в истории	3	4
66	мысли и	4	4
67	как он	2	4
68	в которой	3	4
69	к тому	2	3
70	отнюдь не	6	3
71	с другой	5	3
72	как в	4	3
73	к своему	2	3
74	ничего не	6	3
75	тот же	4	3
76	за пределы	5	3
77	конце концов	3	3
78	все же	8	3
79	только на	4	3
80	другой стороны	6	3
81	в отношении	4	3
82	в связи	7	3
83	и речи	2	3
84	таким образом	17	3
85	все эти	7	3
86	здесь мы	4	3
87	в науке	6	3
88	и он	2	3
89	и на	4	3
90	то мы	2	3
91	к его	2	3
92	и здесь	6	3
93	в начале	5	3
94	и действительно	3	3
95	нужно прибавить	2	2
96	место в	3	2
97	это делает	2	2
98	тем что	2	2
99	первый план	2	2
100	не менее	4	2
101	в частности	2	2
102	нет и	4	2
103	от нее	2	2
104	хотя бы	5	2
105	не столько	4	2
106	в тот	2	2
107	что все	2	2
108	ясно что	5	2
109	его к	2	2
110	на первый	2	2
111	одной из	3	2
112	тем не	2	2
113	мы знаем	5	2
114	ни в	2	2
115	это и	3	2
116	этот момент	2	2
117	от него	2	2
118	и тот	4	2
119	еще не	4	2
120	при этом	8	2
121	того что	3	2
122	было бы	4	2
123	этому нужно	2	2
124	совершенно не	3	2
125	в самом	10	2
126	конечно не	5	2
127	одним из	2	2
128	всяком случае	2	2
129	из них	3	2
130	то как	2	2
131	не будем	4	2
132	из этого	2	2
133	как к	2	2
134	и для	11	2
135	и других	2	2
136	лишь в	9	2
137	того чтобы	5	2
138	для того	4	2
139	что такое	2	2
140	той же	2	2
141	в философии	2	2
142	в результате	9	2
143	во всяком	5	2
144	к этой	2	2
145	точки зрения	34	2
146	в каком	3	2
147	из этих	2	2
148	мы должны	3	2
149	один и	3	2
150	и это	3	2
151	в чем	2	2
