N	2gram	Propp_Russ_2	Istorich
1	и в	29	26
2	т е	24	22
3	так как	13	18
4	мы имеем	6	14
5	никогда не	2	13
6	потому что	5	13
7	что в	22	12
8	это представление	4	12
9	таким образом	6	12
10	в том	22	12
11	и на	6	12
12	в этом	11	12
13	связь с	3	11
14	мы видели	7	11
15	может быть	13	11
16	с другой	2	10
17	в образе	2	10
18	том что	22	10
19	и т	5	10
20	представления о	2	10
21	не только	10	10
22	представление о	5	9
23	еще не	6	9
24	но и	8	9
25	а именно	3	9
26	все же	2	8
27	вместе с	6	8
28	т д	5	8
29	все эти	3	8
30	уже не	4	7
31	с одной	2	7
32	одной стороны	2	7
33	представлений о	2	7
34	о том	9	7
35	но в	5	7
36	этом случае	6	6
37	то что	5	6
38	и там	3	6
39	ее в	8	6
40	как в	7	6
41	так в	2	6
42	не может	5	6
43	в виде	4	6
44	эта связь	2	6
45	после чего	2	6
46	и с	10	6
47	мы не	6	6
48	у нас	4	5
49	как и	11	5
50	связаны с	3	5
51	нас к	3	5
52	то же	4	5
53	и что	5	5
54	как это	4	5
55	эти представления	4	5
56	тем что	3	5
57	в то	2	5
58	в приведенных	2	5
59	его в	8	5
60	там где	2	5
61	в воде	3	5
62	представлениями о	2	5
63	с тем	6	4
64	это не	5	4
65	из этих	2	4
66	прежде всего	2	4
67	не всегда	3	4
68	здесь мы	2	4
69	связано с	2	4
70	не имели	2	4
71	как бы	18	4
72	что и	2	4
73	после этого	2	4
74	на землю	3	4
75	царство мертвых	2	4
76	на земле	5	4
77	как мы	3	4
78	и по	3	4
79	а также	4	4
80	в других	15	4
81	у них	2	4
82	видели что	4	3
83	и ее	2	3
84	и другие	14	3
85	могут быть	2	3
86	в них	4	3
87	и от	3	3
88	если он	2	3
89	к этому	5	3
90	ее к	2	3
91	вопрос о	4	3
92	на первый	3	3
93	так что	4	3
94	не в	4	3
95	же как	4	3
96	в качестве	3	3
97	то время	2	3
98	кроме того	2	3
99	она не	3	3
100	показывает что	8	3
101	главным образом	3	3
102	вокруг него	2	3
103	в него	2	3
104	еще в	2	3
105	что здесь	3	3
106	один из	2	3
107	в своей	2	3
108	из этого	2	3
109	данном случае	7	3
110	что она	3	3
111	мертвых и	2	3
112	и через	3	3
113	а в	9	3
114	при этом	6	3
115	и других	3	3
116	мы рассмотрим	4	3
117	там же	12	3
118	из которых	2	3
119	или в	7	3
120	в своих	2	3
121	в данном	6	3
122	и то	2	3
123	та же	2	3
124	их в	4	3
125	не было	2	3
126	далеко не	4	3
127	и под	3	3
128	предположить что	4	3
129	того как	2	3
130	этот обряд	6	3
131	с этой	2	2
132	о чем	4	2
133	и как	2	2
134	в этих	3	2
135	в эту	3	2
136	но он	3	2
137	с этим	2	2
138	смерть и	2	2
139	для нас	6	2
140	что иное	2	2
141	живет в	3	2
142	приводит нас	2	2
143	одна из	11	2
144	но не	5	2
145	так же	4	2
146	а через	2	2
147	что при	2	2
148	после того	2	2
149	смерти в	2	2
150	было бы	3	2
151	под названием	2	2
152	чтобы они	2	2
153	в фольклоре	4	2
154	или вообще	4	2
155	из земли	4	2
156	наши наблюдения	2	2
157	с обрядами	2	2
158	не имеет	3	2
159	в некоторых	9	2
160	не будем	3	2
161	в реках	2	2
162	сообщает что	8	2
163	в форме	2	2
164	силу и	2	2
165	смерти и	2	2
166	то и	4	2
167	тогда как	2	2
168	или же	5	2
169	а с	2	2
170	должны были	2	2
171	в народе	3	2
172	обе стороны	2	2
173	а не	4	2
174	приведенных материалах	2	2
175	того что	3	2
176	эти обряды	5	2
177	земли и	5	2
178	можно было	2	2
179	людей и	2	2
180	быть только	2	2
181	в руки	2	2
182	в которых	4	2
183	представляет собой	2	2
184	видно что	2	2
185	в этой	3	2
186	ее на	2	2
187	что это	3	2
188	когда мы	2	2
189	е в	10	2
