N	2gram	Berdyaev_M_1	Psycholo
1	и в	28	38
2	то что	5	35
3	в том	6	25
4	в самом	11	25
5	что в	10	20
6	может быть	30	19
7	и что	2	18
8	точки зрения	4	16
9	в ней	15	15
10	то есть	3	15
11	если бы	2	14
12	том что	3	14
13	как бы	2	14
14	потому что	16	14
15	в этой	6	13
16	и мы	2	13
17	в этом	20	13
18	мы видим	2	12
19	было бы	10	12
20	не только	29	12
21	мы увидим	3	12
22	не в	16	12
23	что он	10	11
24	и не	11	10
25	и все	10	10
26	того чтобы	2	9
27	увидим что	4	9
28	все же	2	8
29	с тем	9	8
30	с этим	3	8
31	для нас	3	8
32	как и	5	8
33	и как	2	8
34	для того	2	8
35	и это	12	8
36	в ее	3	7
37	а не	25	7
38	не может	28	7
39	а в	4	7
40	к тому	3	6
41	до сих	2	6
42	она не	4	6
43	один из	4	6
44	в котором	8	6
45	не имеет	3	6
46	он не	24	6
47	так как	3	6
48	к чему	2	6
49	и его	9	6
50	и на	6	6
51	в которых	4	6
52	о том	2	6
53	должна быть	6	5
54	в своем	10	5
55	на этом	3	5
56	в своей	15	5
57	вместе с	6	5
58	но и	25	5
59	сих пор	2	5
60	и когда	2	5
61	в той	2	5
62	в его	9	5
63	в которой	6	5
64	никогда не	14	4
65	если он	5	4
66	в свою	2	4
67	по своему	2	4
68	когда он	3	4
69	и для	2	4
70	конечно не	3	4
71	в самой	7	4
72	но если	3	4
73	не мог	3	4
74	в нем	13	4
75	что и	4	4
76	как в	2	4
77	все эти	2	4
78	у всех	2	4
79	того что	7	4
80	время как	2	4
81	сказать что	2	4
82	у него	17	4
83	только в	6	4
84	как будто	2	4
85	в себе	7	4
86	в виду	2	4
87	место в	2	3
88	в них	4	3
89	к этому	2	3
90	и к	2	3
91	он был	14	3
92	она может	2	3
93	к концу	4	3
94	в основе	2	3
95	и этот	4	3
96	был бы	10	3
97	должен быть	2	3
98	не к	4	3
99	все это	6	3
100	бы не	2	3
101	не так	3	3
102	тем что	4	3
103	в то	2	3
104	бы в	2	3
105	его в	3	3
106	но в	7	3
107	не могут	5	2
108	человеке и	8	2
109	в этих	4	2
110	хотя бы	3	2
111	с этой	4	2
112	и во	2	2
113	о человеке	23	2
114	своих героев	2	2
115	и я	5	2
116	этот случай	2	2
117	и вместе	4	2
118	о мире	2	2
119	до конца	14	2
120	уже не	4	2
121	у нас	5	2
122	это есть	3	2
123	то время	2	2
124	для него	11	2
125	должен был	4	2
126	но он	9	2
127	к ней	4	2
128	ко второй	2	2
129	в наше	2	2
130	том смысле	2	2
131	отношения к	4	2
132	хотел бы	4	2
133	быть не	2	2
134	и вот	3	2
135	и по	4	2
136	есть только	2	2
137	он до	3	2
138	в конце	7	2
139	он в	2	2
140	или от	2	2
141	одно из	3	2
142	эти слова	2	2
143	в истории	2	2
144	когда мы	2	2
145	к этой	2	2
146	с ним	2	2
147	ничего не	3	2
