N	3gram	Losev_Prob_3	Marksizm
1	с точки зрения	2	13
2	не может быть	5	10
3	в то же	4	8
4	в связи с	7	7
5	в том что	9	6
6	то же самое	7	5
7	может быть и	3	5
8	той или иной	8	4
9	то ни было	3	4
10	бы то ни	4	4
11	на самом деле	2	4
12	в той или	2	3
13	в таком случае	4	3
14	одно и то	3	3
15	на самом же	4	3
16	вовсе не является	2	3
17	о том что	3	3
18	в отличие от	2	3
19	и то же	4	3
20	как мы видели	2	3
21	до сих пор	2	3
22	самом же деле	4	3
23	не было бы	3	2
24	по крайней мере	5	2
25	отнюдь не является	2	2
26	прав в том	2	2
27	того или иного	3	2
28	во всяком случае	6	2
29	у нас не	2	2
30	но и в	2	2
