N	2gram	Vygotskiy__6	Narrotol
1	не только	16	31
2	но и	10	27
3	и не	11	23
4	при этом	3	19
5	может быть	13	15
6	в частности	4	14
7	в качестве	4	14
8	как и	6	13
9	а не	3	13
10	а в	2	13
11	только в	18	12
12	в этом	27	12
13	и в	28	11
14	в данном	2	11
15	состоит в	2	10
16	и его	3	10
17	то что	28	9
18	то же	7	8
19	в том	28	8
20	не может	19	8
21	иначе говоря	3	8
22	представляет собой	3	8
23	если бы	7	7
24	у него	2	7
25	том что	19	7
26	но в	5	7
27	и т.д	3	6
28	к тому	10	6
29	не в	4	6
30	в самом	8	6
31	как бы	11	6
32	один из	3	6
33	как раз	6	6
34	во втором	3	6
35	в себе	4	6
36	в его	3	6
37	в этой	5	6
38	можно сказать	6	5
39	в своей	2	5
40	так и	6	5
41	тем самым	8	5
42	и на	5	5
43	потому что	22	5
44	между двумя	2	5
45	точки зрения	13	5
46	с его	3	4
47	никогда не	8	4
48	из этих	3	4
49	что на	4	4
50	все же	2	4
51	для него	6	4
52	то в	5	4
53	но не	10	4
54	прежде всего	2	4
55	еще не	8	4
56	имеет место	2	4
57	и тем	5	4
58	в нем	7	4
59	в первом	4	4
60	из них	2	4
61	не по	3	4
62	по себе	3	4
63	как в	3	4
64	внимание на	2	4
65	того что	24	4
66	того чтобы	10	4
67	хотя и	3	4
68	в то	6	4
69	что у	2	4
70	в одном	2	4
71	в сознании	4	4
72	не менее	2	3
73	он сам	2	3
74	что в	17	3
75	в нашем	4	3
76	в своем	7	3
77	первом случае	3	3
78	это не	5	3
79	что он	18	3
80	у нас	2	3
81	и как	6	3
82	в целом	3	3
83	самом деле	2	3
84	но как	3	3
85	как известно	7	3
86	для того	8	3
87	он не	7	3
88	еще в	2	3
89	отношению к	10	3
90	в ходе	3	3
91	по отношению	10	3
92	этом отношении	3	3
93	именно в	4	3
94	мы не	6	3
95	и то	4	3
96	и все	5	3
97	представляют собой	3	3
98	как это	3	3
99	мы имеем	4	3
100	зависит от	3	2
101	и составляет	3	2
102	казалось бы	2	2
103	по мере	3	2
104	в зависимости	5	2
105	в этих	2	2
106	между собой	9	2
107	не могло	2	2
108	в конце	2	2
109	в сущности	7	2
110	на то	4	2
111	к его	2	2
112	как мы	10	2
113	а по	3	2
114	и того	4	2
115	идет по	2	2
116	зависимости от	5	2
117	для одного	3	2
118	по своему	2	2
119	переход от	4	2
120	чем он	2	2
121	между ними	7	2
122	имеем дело	2	2
123	до конца	3	2
124	до сих	3	2
125	в пределах	5	2
126	она не	2	2
127	в случае	3	2
128	и является	2	2
129	к жизни	4	2
130	не имеет	6	2
131	оно не	4	2
132	раз в	3	2
133	вместе с	7	2
134	сих пор	3	2
135	в сфере	12	2
136	только на	2	2
137	где они	2	2
138	другой стороны	2	2
139	только что	2	2
140	в связи	2	2
141	и только	3	2
142	ключ к	2	2
143	в той	4	2
144	с другой	2	2
145	друг друга	4	2
146	с ними	2	2
147	нас в	2	2
148	дело с	2	2
149	сказать что	13	2
150	мы можем	9	2
151	и от	2	2
152	связи с	3	2
153	что мы	11	2
154	же самое	6	2
155	в чем	6	2
156	с ним	2	2
157	в области	6	2
