N	2gram	Medvedev_F_2	Myshleni
1	в том	11	28
2	и в	38	28
3	то что	6	28
4	в этом	27	27
5	того что	3	24
6	в развитии	2	24
7	потому что	2	22
8	не может	14	19
9	том что	2	19
10	таким образом	20	18
11	что он	5	18
12	только в	6	18
13	что в	7	17
14	не только	9	16
15	может быть	23	13
16	с помощью	10	13
17	сказать что	2	13
18	точки зрения	8	13
19	в школе	2	12
20	тому что	2	11
21	и не	20	11
22	к другим	2	11
23	как бы	4	11
24	к тому	4	10
25	как мы	7	10
26	но и	13	10
27	так как	4	10
28	но не	2	10
29	того чтобы	3	10
30	с точки	7	10
31	понятий и	3	10
32	перехода от	2	9
33	было бы	6	9
34	в процессе	9	9
35	никогда не	2	8
36	в самом	16	8
37	мы видели	4	8
38	тем самым	2	8
39	для того	3	8
40	тем что	8	8
41	самого начала	2	7
42	с самого	2	7
43	если бы	5	7
44	в нем	13	7
45	в сущности	4	7
46	и других	2	7
47	что оно	4	7
48	отношение к	2	7
49	он не	6	7
50	вместе с	6	7
51	то же	6	7
52	между ними	2	7
53	там где	4	7
54	в которой	2	7
55	и к	4	6
56	же как	3	6
57	и как	3	6
58	для него	7	6
59	не имеет	2	6
60	в то	5	6
61	его в	3	6
62	как и	9	6
63	к предмету	3	6
64	так и	8	6
65	приводит к	2	6
66	как раз	6	6
67	мы не	3	6
68	понятия в	2	6
69	в чем	2	6
70	в области	3	6
71	не могут	7	5
72	это не	2	5
73	в пределах	12	5
74	и тем	2	5
75	языка и	12	5
76	и на	3	5
77	и все	3	5
78	но в	4	5
79	речи и	3	5
80	с тем	11	5
81	в зависимости	3	5
82	то в	2	5
83	зависимости от	3	5
84	могут быть	6	5
85	в этой	6	5
86	не могли	2	5
87	именно в	5	4
88	что на	2	4
89	мы знаем	3	4
90	не в	15	4
91	на этом	2	4
92	своего развития	3	4
93	например в	3	4
94	совпадает с	2	4
95	с этим	5	4
96	они не	4	4
97	между этими	3	4
98	в одной	2	4
99	в первом	7	4
100	к другому	2	4
101	в понятии	2	4
102	в качестве	2	4
103	оно не	4	4
104	что и	8	4
105	во всех	5	4
106	в той	2	4
107	и то	2	4
108	своем развитии	2	4
109	независимо от	4	3
110	из этих	3	3
111	все время	6	3
112	как это	2	3
113	очевидно что	2	3
114	до конца	2	3
115	при этом	9	3
116	хотя и	3	3
117	в ином	3	3
118	в целом	3	3
119	в их	6	3
120	и только	5	3
121	этом отношении	7	3
122	во втором	7	3
123	и по	2	3
124	в основе	5	3
125	и здесь	3	3
126	но как	2	3
127	бы в	5	3
128	в плане	2	3
129	от этого	3	3
130	значение слова	2	3
131	с его	11	3
132	должен был	2	3
133	как увидим	2	3
134	на фоне	4	3
135	по себе	7	3
136	тем и	2	3
137	это и	5	3
138	связи с	13	3
139	не по	2	3
140	один из	2	3
141	в его	10	3
142	по принципу	3	3
143	как в	4	3
144	до известной	3	3
145	а не	6	3
146	исследования в	2	3
147	и его	21	3
148	этот вопрос	2	3
149	восприятия и	4	3
150	и другие	2	2
151	все более	2	2
152	в этих	2	2
153	для этого	2	2
154	с другой	3	2
155	в конце	2	2
156	была бы	3	2
157	прежде всего	15	2
158	что именно	2	2
159	а только	2	2
160	но это	2	2
161	и более	2	2
162	является не	2	2
163	самом деле	8	2
164	и другое	2	2
165	и функции	2	2
166	как они	4	2
167	и от	2	2
168	известной степени	4	2
169	но совершенно	2	2
170	в котором	2	2
171	и др	3	2
172	во второй	2	2
173	из них	4	2
174	если мы	5	2
175	все это	3	2
176	другой стороны	4	2
177	в связи	10	2
178	мы говорим	4	2
179	все эти	6	2
180	и наконец	4	2
181	в других	7	2
182	с ними	2	2
183	к его	2	2
184	от него	2	2
185	до крайности	2	2
186	бы совершенно	2	2
187	в высшей	4	2
188	том смысле	3	2
189	языка у	4	2
190	с ним	2	2
191	между двумя	2	2
192	состоит в	2	2
193	на котором	2	2
194	языка в	9	2
195	в такой	2	2
196	раз и	4	2
197	этом смысле	2	2
198	этого факта	2	2
199	по существу	7	2
200	смысле что	2	2
201	более того	5	2
202	чем он	4	2
203	она не	2	2
204	как таковое	4	2
205	в своей	7	2
206	из этого	2	2
207	все же	8	2
208	самое понятие	2	2
209	ее в	2	2
210	только на	3	2
211	а в	6	2
212	в значительной	3	2
213	с другими	10	2
214	эти функции	2	2
215	что они	4	2
216	что эта	2	2
