N	2gram	Vinokur_St_1	Psycholo
1	то что	18	32
2	и в	44	31
3	в том	36	30
4	и т	30	26
5	то есть	2	26
6	что в	30	23
7	может быть	15	22
8	таким образом	7	20
9	при помощи	2	20
10	ясно что	10	19
11	при этом	2	19
12	так как	5	18
13	не может	8	17
14	как и	9	16
15	том что	29	16
16	и не	16	16
17	т п	9	16
18	точки зрения	11	15
19	только в	10	14
20	а не	16	13
21	не только	18	13
22	что и	6	13
23	так же	5	12
24	мы не	2	12
25	в этом	21	12
26	в самом	7	11
27	могут быть	5	11
28	не в	12	11
29	в области	14	11
30	на то	4	10
31	в сущности	2	10
32	того что	9	10
33	потому что	6	10
34	ни в	3	9
35	как в	13	9
36	самом деле	11	9
37	никогда не	5	8
38	всякий раз	2	8
39	все это	5	8
40	т д	21	8
41	и что	4	8
42	во всяком	6	8
43	что мы	5	8
44	что он	10	7
45	есть в	2	7
46	и его	8	7
47	заключается в	4	7
48	того чтобы	11	7
49	сказать что	7	7
50	о том	17	7
51	что это	4	6
52	вовсе не	19	6
53	одной стороны	2	6
54	было бы	17	6
55	если бы	9	6
56	из этих	6	6
57	всяком случае	6	6
58	целый ряд	2	6
59	а в	17	6
60	что она	4	6
61	для того	10	6
62	и даже	5	6
63	в его	9	6
64	и все	2	5
65	не является	3	5
66	в ее	4	5
67	все же	8	5
68	так что	6	5
69	с одной	3	5
70	то время	2	5
71	для нас	7	5
72	она не	2	5
73	говорит что	3	5
74	несмотря на	2	5
75	совершенно не	5	5
76	в какой	3	5
77	как бы	4	5
78	в целом	5	5
79	другой стороны	7	5
80	и для	3	5
81	то же	5	5
82	с другой	9	5
83	время как	2	5
84	в то	9	5
85	как будто	4	5
86	в которой	4	4
87	в котором	5	4
88	прежде всего	7	4
89	тому что	3	4
90	столь же	4	4
91	и так	3	4
92	очень часто	3	4
93	в себе	2	4
94	по существу	2	4
95	же как	3	4
96	у него	2	4
97	со всеми	2	4
98	у нас	11	4
99	в этих	2	4
100	со стороны	6	4
101	и у	2	4
102	в своих	2	4
103	совпадает с	2	4
104	с этой	3	4
105	в результате	3	4
106	этого слова	2	4
107	там где	5	4
108	между тем	3	4
109	как это	4	4
110	могло бы	2	4
111	мы имеем	2	4
112	дело с	2	3
113	уже в	2	3
114	совсем не	2	3
115	каждого из	2	3
116	в частности	4	3
117	в своем	2	3
118	точку зрения	3	3
119	что у	4	3
120	надо сказать	2	3
121	у пушкина	8	3
122	что все	2	3
123	в каждом	3	3
124	представление о	4	3
125	должна быть	3	3
126	вопрос о	4	3
127	эпохи в	3	3
128	а потому	2	3
129	что на	2	3
130	это и	4	3
131	но это	6	3
132	но не	3	3
133	до сих	7	3
134	например в	8	3
135	в этой	11	3
136	в слове	5	3
137	он не	2	3
138	речь идет	4	3
139	сих пор	7	3
140	жизни и	5	3
141	в своей	6	3
142	так и	9	3
143	разница между	2	3
144	что при	2	3
145	не было	4	3
146	что оно	3	3
147	должны быть	3	3
148	тем же	3	3
149	и по	5	3
150	той же	5	3
151	в таком	3	3
152	в которых	5	3
153	случае в	4	3
154	и только	3	3
155	с этим	3	3
156	в конце	3	3
157	и это	2	3
158	что эта	2	3
159	но в	10	3
160	т е	15	3
161	в основе	3	2
162	не менее	5	2
163	не существует	3	2
164	на вопрос	4	2
165	такой же	5	2
166	этих двух	3	2
167	или иное	3	2
168	научного изучения	4	2
169	тем или	3	2
170	можно ли	4	2
171	по этому	3	2
172	бы мы	2	2
173	и без	3	2
174	и во	2	2
175	в применении	3	2
176	это в	4	2
177	в основу	4	2
178	не всегда	2	2
179	в такой	2	2
180	быть в	2	2
181	точно и	2	2
182	смысле этого	2	2
183	бы что	2	2
184	тем не	2	2
185	этого вопроса	2	2
186	и сейчас	4	2
187	и потому	2	2
188	должна была	4	2
189	это можно	3	2
190	что они	7	2
191	что здесь	2	2
192	в качестве	4	2
193	того же	3	2
194	что с	2	2
195	или иным	3	2
196	случае не	2	2
197	по поводу	7	2
198	и их	2	2
199	из которого	2	2
200	и очень	4	2
201	на эти	7	2
202	даже в	3	2
203	к числу	2	2
204	гораздо более	4	2
205	и тем	3	2
206	в нем	5	2
207	отношение к	2	2
208	из них	8	2
209	я думаю	11	2
210	но и	10	2
211	говорит о	3	2
212	без всякого	2	2
213	что же	6	2
214	и тогда	2	2
215	как раз	4	2
216	этому поводу	2	2
217	по мнению	3	2
218	этом отношении	7	2
219	на самом	6	2
220	этой области	5	2
221	идет о	2	2
222	применении к	3	2
223	тем самым	2	2
224	к нему	2	2
225	есть только	2	2
226	с точки	8	2
227	то или	3	2
228	что для	3	2
229	отметить что	2	2
230	что то	2	2
231	в чем	3	2
232	ничего не	2	2
233	как к	3	2
234	их в	2	2
235	и с	3	2
236	одно из	2	2
237	в каком	3	2
238	бы и	4	2
239	в сознании	2	2
240	и то	5	2
241	будто бы	3	2
242	его в	2	2
243	с исчерпывающей	2	2
