N	3gram	Medvedev_V_1	Formalny
1	не может быть	8	14
2	то же время	5	7
3	в то же	5	7
4	и т д	14	6
5	и т п	9	5
6	с другой стороны	8	5
7	в зависимости от	5	5
8	и не может	2	4
9	в связи с	3	4
10	подобно тому как	2	4
11	для того чтобы	3	4
12	в художественном произведении	4	3
13	в этом отношении	13	3
14	вместе с тем	3	3
15	в том что	5	3
16	по отношению к	7	3
17	к тому что	3	2
18	и в то	3	2
19	мы видели что	3	2
20	в конце концов	2	2
21	не только не	2	2
22	так и от	2	2
23	равно как и	4	2
24	только то что	2	2
25	о том как	3	2
