N	2gram	Bakhtin_sl_2	Literetu
1	а не	14	20
2	и в	39	19
3	может быть	37	17
4	то же	4	12
5	и не	22	11
6	и т.п	2	10
7	в том	5	10
8	как и	6	10
9	но и	21	10
10	же время	4	9
11	не может	20	9
12	в этом	16	9
13	в то	4	9
14	с другой	5	8
15	не только	24	8
16	и даже	7	8
17	том что	5	7
18	то что	2	7
19	так и	15	7
20	с одной	5	7
21	слова и	8	7
22	не менее	4	6
23	однако в	2	6
24	в себе	2	6
25	одной стороны	5	6
26	при этом	7	6
27	себя в	8	6
28	и на	4	6
29	для всех	4	5
30	одна из	4	5
31	но не	6	5
32	он не	2	5
33	на фоне	4	5
34	вместе с	2	5
35	так в	2	5
36	то есть	26	5
37	что в	3	4
38	жизни в	2	4
39	в сфере	2	4
40	прежде всего	8	4
41	не в	9	4
42	для него	7	4
43	в ней	3	4
44	в его	7	4
45	даже в	2	4
46	один из	5	4
47	жизни и	6	4
48	и других	4	4
49	человека в	5	4
50	мы не	2	4
51	по отношению	4	4
52	точки зрения	8	4
53	в области	2	4
54	но лишь	2	3
55	никогда не	7	3
56	в поэзии	2	3
57	в себя	2	3
58	что он	2	3
59	в нем	19	3
60	и как	3	3
61	одним из	2	3
62	но это	3	3
63	в противовес	2	3
64	в сущности	6	3
65	во всех	12	3
66	и др	4	3
67	не с	3	3
68	отношению к	4	3
69	а именно	2	3
70	в их	2	3
71	и для	5	3
72	этом отношении	3	3
73	так как	4	3
74	с точки	3	3
75	а в	4	3
76	и его	33	3
77	не столько	3	3
78	и с	9	3
79	х годов	2	3
80	в данном	2	3
81	как к	3	3
82	в другом	2	3
83	на этом	3	2
84	уже в	2	2
85	не было	2	2
86	у него	3	2
87	себя и	4	2
88	в нашем	2	2
89	для этого	4	2
90	в них	6	2
91	в одном	2	2
92	вовсе не	10	2
93	как уже	2	2
94	и к	6	2
95	а также	3	2
96	для нас	5	2
97	этом случае	6	2
98	все что	2	2
99	и нет	2	2
100	до конца	17	2
101	еще не	7	2
102	наконец в	4	2
103	как бы	7	2
104	что и	3	2
105	как он	2	2
106	все же	6	2
107	с ее	2	2
108	и т	35	2
109	могут быть	7	2
110	в истории	11	2
111	т п	33	2
112	той же	3	2
113	к своему	9	2
114	уже не	5	2
115	героя в	3	2
116	для того	2	2
117	и наконец	5	2
118	хотя бы	3	2
119	и иных	4	2
120	не знает	2	2
121	в результате	2	2
122	в основе	4	2
123	даже и	4	2
124	но как	2	2
125	ту же	3	2
126	о том	2	2
127	как это	3	2
128	с ним	7	2
129	в него	7	2
130	но в	6	2
