N	2gram	Tiupa_Narr_1	Tvorches
1	и в	19	20
2	не только	32	13
3	никогда не	3	11
4	как бы	4	11
5	в его	9	10
6	в то	3	10
7	и его	5	9
8	и не	20	9
9	прежде всего	4	8
10	в том	18	8
11	при этом	9	8
12	но и	23	8
13	может быть	25	8
14	в этом	17	8
15	и с	4	8
16	это не	2	7
17	же время	4	7
18	наряду с	2	7
19	что в	3	7
20	не может	10	7
21	то же	4	7
22	у него	4	6
23	что он	6	6
24	как и	7	6
25	так и	9	6
26	именно в	6	6
27	а не	12	6
28	в мире	9	5
29	еще не	7	5
30	но не	5	5
31	читателя в	2	5
32	например в	2	5
33	все же	7	5
34	и даже	3	5
35	так же	2	5
36	и на	3	5
37	в этой	5	5
38	о том	6	5
39	то есть	19	5
40	за собой	4	4
41	что у	2	4
42	том что	14	4
43	что они	3	4
44	отнюдь не	5	4
45	хотя и	3	4
46	когда он	3	4
47	как в	7	4
48	если не	4	4
49	все эти	2	4
50	тем самым	6	4
51	героя в	8	4
52	в принципе	4	4
53	не в	14	4
54	а в	11	4
55	и потому	2	4
56	ничего не	2	4
57	но в	6	4
58	а с	3	3
59	он сам	2	3
60	же как	3	3
61	жизни в	3	3
62	отношению к	6	3
63	быть может	2	3
64	одна из	3	3
65	для него	2	3
66	у нее	2	3
67	что не	4	3
68	одной из	4	3
69	своего рода	12	3
70	в область	2	3
71	он не	3	3
72	и др	2	3
73	не является	8	3
74	по сути	2	3
75	один из	3	3
76	в нем	4	3
77	то что	11	3
78	главного героя	2	3
79	по отношению	7	3
80	тогда как	12	3
81	человека в	2	3
82	уже не	5	3
83	сути дела	2	3
84	одним из	2	3
85	в таком	2	3
86	в рассказе	4	3
87	тем что	3	3
88	в себе	8	3
89	его в	2	3
90	между тем	3	3
91	включает в	2	2
92	уже в	3	2
93	а во	3	2
94	зависит от	2	2
95	не менее	3	2
96	личности в	2	2
97	восходит к	3	2
98	точку зрения	4	2
99	с другой	8	2
100	или даже	2	2
101	и ее	2	2
102	что на	2	2
103	в литературе	2	2
104	в ее	3	2
105	тому же	5	2
106	как известно	2	2
107	в частности	14	2
108	нет и	2	2
109	точка зрения	6	2
110	себя в	5	2
111	на него	3	2
112	приводит к	2	2
113	к самому	2	2
114	в отличие	5	2
115	для автора	2	2
116	бы не	2	2
117	не было	2	2
118	сводится к	3	2
119	самом деле	2	2
120	другой стороны	4	2
121	и он	3	2
122	особенно в	3	2
123	роль в	2	2
124	не столько	4	2
125	не случайно	2	2
126	в основе	5	2
127	героя с	2	2
128	из них	3	2
129	могут быть	3	2
130	говорить о	2	2
131	и только	2	2
132	только в	4	2
133	как правило	4	2
134	таком случае	2	2
135	героя и	4	2
136	это все	2	2
137	отличие от	5	2
138	более не	2	2
139	к которому	2	2
140	же не	4	2
