N	2gram	Bakhtin_fo_2	Istorich
1	и в	46	28
2	может быть	7	25
3	и т	14	25
4	т д	3	22
5	не может	2	15
6	а не	4	15
7	никогда не	6	14
8	мы имеем	2	13
9	что в	5	12
10	то же	8	12
11	не только	11	12
12	мы видим	2	11
13	только в	11	11
14	что он	3	10
15	все же	6	10
16	прежде всего	14	10
17	но и	9	10
18	в том	10	9
19	о том	4	9
20	то что	7	9
21	и не	9	9
22	не в	9	9
23	так и	7	9
24	таким образом	3	8
25	в этом	22	8
26	но в	10	8
27	в этих	3	7
28	это не	2	7
29	том что	4	7
30	здесь мы	3	7
31	еще не	6	7
32	было бы	2	7
33	и др	5	7
34	а в	3	7
35	так же	2	7
36	с другой	2	6
37	к тому	3	6
38	о смерти	2	6
39	что и	3	6
40	в этой	2	6
41	его в	6	6
42	так как	6	6
43	вместе с	9	6
44	мы будем	3	5
45	не знает	2	5
46	в одном	7	5
47	по существу	5	5
48	в дальнейшем	5	5
49	что они	4	5
50	что здесь	2	5
51	но не	5	5
52	до сих	2	5
53	в качестве	3	5
54	ее в	3	5
55	сих пор	2	5
56	в своем	5	5
57	на основе	3	5
58	их в	4	5
59	в его	8	5
60	все это	6	4
61	с тем	2	4
62	связи с	8	4
63	и другие	3	4
64	там где	2	4
65	в пределах	5	4
66	так что	4	4
67	но это	2	4
68	в большинстве	3	4
69	и пр	2	4
70	друг с	4	4
71	один из	2	4
72	в связи	8	4
73	с этим	5	4
74	с одной	2	4
75	как и	8	4
76	того что	3	4
77	и даже	3	4
78	и для	9	4
79	и с	6	4
80	в иной	2	4
81	и на	7	4
82	к ним	2	4
83	потому что	8	4
84	в основе	6	4
85	могут быть	2	4
86	находится в	2	4
87	все эти	5	4
88	здесь не	2	4
89	большинстве случаев	3	4
90	мы еще	3	3
91	во время	10	3
92	в образе	4	3
93	по себе	2	3
94	очень часто	2	3
95	ему в	3	3
96	на котором	2	3
97	именно в	2	3
98	на этом	2	3
99	при этом	6	3
100	наряду с	2	3
101	представлений о	2	3
102	и их	4	3
103	в котором	4	3
104	эти формы	2	3
105	и по	3	3
106	из них	8	3
107	в форме	3	3
108	в их	3	3
109	уже не	3	3
110	и его	12	3
111	как мы	6	3
112	и он	4	3
113	же самое	3	3
114	как это	2	3
115	также и	4	3
116	тем что	3	3
117	в другом	3	3
118	в то	5	3
119	с другом	4	3
120	и должно	2	3
121	только для	2	2
122	всех этих	7	2
123	в частности	5	2
124	к этому	3	2
125	и от	2	2
126	их не	2	2
127	и потому	2	2
128	между ними	2	2
129	вовсе не	13	2
130	как уже	3	2
131	значение и	4	2
132	здесь в	6	2
133	а затем	3	2
134	мы видели	2	2
135	и как	3	2
136	связанные с	5	2
137	для него	3	2
138	тот же	3	2
139	на первый	3	2
140	на смерть	3	2
141	с ним	4	2
142	как бы	10	2
143	точка зрения	3	2
144	в нем	5	2
145	во всех	11	2
146	в некоторых	2	2
147	конечно не	4	2
148	всего в	3	2
149	как в	4	2
150	не на	3	2
151	и только	2	2
152	в особенности	6	2
153	отношения к	4	2
154	он не	5	2
155	в эпоху	4	2
156	и вот	2	2
157	должно быть	5	2
158	от этого	2	2
159	в основном	8	2
160	в себе	4	2
161	смерть и	8	2
162	как он	2	2
163	том как	3	2
