N	2gram	Tiupa_Disk_2	Hudozhes
1	в мире	11	23
2	в качестве	16	19
3	то есть	12	18
4	состоит в	16	16
5	и не	15	16
6	в том	8	15
7	и в	16	15
8	не только	10	15
9	в частности	12	13
10	может быть	16	13
11	тогда как	11	13
12	от лат	2	12
13	при этом	17	12
14	а в	2	12
15	и его	3	12
16	но не	7	11
17	в этом	16	11
18	в себе	19	11
19	я в	5	11
20	представляет собой	11	10
21	как бы	4	10
22	отношению к	4	10
23	но и	11	10
24	так и	9	10
25	по отношению	4	10
26	то же	6	10
27	а не	14	10
28	такого рода	9	9
29	в его	3	9
30	точки зрения	4	9
31	в рамках	7	8
32	себя в	6	8
33	своего рода	10	8
34	присутствия в	3	8
35	сводится к	2	8
36	с другой	5	7
37	или иной	3	7
38	в отличие	12	7
39	внутренней речи	3	7
40	в принципе	2	7
41	в то	5	7
42	отличие от	12	7
43	но в	11	7
44	я и	4	7
45	в основе	4	6
46	с его	6	6
47	что в	5	6
48	не сводится	4	6
49	художественного письма	7	6
50	том что	10	6
51	не в	3	6
52	же время	5	6
53	отношение к	2	6
54	в тексте	3	6
55	приводит к	3	6
56	не может	9	6
57	по своей	6	6
58	могут быть	3	5
59	по сути	2	5
60	речевая маска	2	5
61	можно сказать	3	5
62	а также	8	5
63	ни в	7	5
64	только в	3	5
65	тем самым	6	5
66	той или	3	5
67	я с	2	5
68	в нем	7	5
69	с ее	2	5
70	то что	5	5
71	и одновременно	2	5
72	и т.п	12	5
73	другой стороны	2	5
74	уже не	3	5
75	коммуникативного события	5	5
76	картина мира	4	5
77	место в	2	4
78	в этих	3	4
79	не столько	3	4
80	личности в	2	4
81	прежде всего	7	4
82	в ходе	2	4
83	и как	3	4
84	в другом	3	4
85	для него	5	4
86	еще не	6	4
87	например в	3	4
88	он не	3	4
89	жизни как	2	4
90	в своей	6	4
91	со стороны	10	4
92	входит в	2	4
93	лирический герой	3	4
94	и то	4	4
95	между тем	2	4
96	мы имеем	2	4
97	говорить о	2	4
98	не знает	3	4
99	не менее	7	3
100	произведения как	2	3
101	в противоположность	5	3
102	это не	3	3
103	одного и	3	3
104	художественной целостности	2	3
105	как уже	2	3
106	или иного	2	3
107	что он	2	3
108	к его	4	3
109	и того	3	3
110	сказания или	2	3
111	в пределах	4	3
112	перед лицом	2	3
113	того же	2	3
114	одно и	2	3
115	о чем	2	3
116	иначе говоря	3	3
117	несет в	2	3
118	художественного целого	4	3
119	человеческой жизни	2	3
120	далеко не	2	3
121	в целом	2	3
122	объекта и	2	3
123	картины мира	7	3
124	значении этого	2	3
125	в притче	2	3
126	не на	2	3
127	и состоит	2	3
128	как и	16	3
129	в той	2	3
130	с точки	2	3
131	и для	2	3
132	являет собой	2	3
133	не следует	3	3
134	в рассказе	4	3
135	и адресата	2	3
136	их в	2	3
137	потому что	4	3
138	и ее	3	3
139	в данном	7	3
140	в русской	3	3
141	его в	3	3
142	в области	2	3
143	художественное целое	2	2
144	возможность иного	3	2
145	по мысли	6	2
146	или анекдота	2	2
147	ни к	5	2
148	в контексте	3	2
149	индивидуального бытия	2	2
150	жизни в	3	2
151	в своем	5	2
152	в них	3	2
153	этического выбора	2	2
154	с.с аверинцева	2	2
155	в одном	4	2
156	биографического дискурса	3	2
157	вследствие этого	2	2
158	роль в	4	2
159	при всей	7	2
160	к своему	2	2
161	идет о	2	2
162	основе своей	2	2
163	есть в	2	2
164	времени и	2	2
165	слова не	2	2
166	рассказ о	2	2
167	с их	2	2
168	одной стороны	4	2
169	мира в	3	2
170	ни для	4	2
171	совпадает с	2	2
172	ситуации рассказывания	2	2
173	частной жизни	2	2
174	к жизни	3	2
175	на почве	2	2
176	не является	4	2
177	причастности к	2	2
178	для себя	2	2
179	в сказании	3	2
180	принадлежит к	3	2
181	по преимуществу	2	2
182	но она	3	2
183	русской литературе	2	2
184	коммуникативное событие	3	2
185	или субъектом	2	2
186	как в	8	2
187	или напротив	2	2
188	в анекдоте	3	2
189	и прежде	2	2
190	здесь не	2	2
191	при котором	2	2
192	другого в	2	2
193	я как	2	2
194	а с	5	2
195	однако при	3	2
196	известного рода	4	2
197	с одной	4	2
198	именно в	2	2
199	реализуется в	2	2
200	все эти	3	2
201	в себя	2	2
202	этом мире	2	2
203	жанровой традиции	3	2
204	времени в	4	2
205	сверхличной заданности	2	2
206	ведет к	3	2
207	и на	5	2
208	и возможность	2	2
209	нового времени	5	2
210	одно из	4	2
211	с позиций	3	2
212	всей своей	3	2
213	коммуникативным событием	2	2
214	в этой	4	2
215	лирического героя	5	2
216	о том	4	2
217	жизни но	3	2
218	и это	2	2
219	мира и	4	2
220	мире и	3	2
