N	2gram	Voloshinov_1	Myslijsy
1	то что	5	29
2	может быть	14	26
3	таким образом	12	24
4	в том	6	23
5	и в	12	23
6	в этом	4	23
7	и проч	3	18
8	и не	10	18
9	что в	2	17
10	при этом	6	15
11	только в	6	15
12	для нас	7	14
13	как и	5	14
14	в себе	3	14
15	то же	5	14
16	того что	3	14
17	так как	9	14
18	если бы	9	13
19	том что	5	12
20	а не	5	12
21	по себе	3	11
22	но и	3	11
23	не в	4	11
24	не может	16	11
25	и потому	2	10
26	что мы	5	10
27	по отношению	11	10
28	не только	4	10
29	что слово	2	10
30	мы можем	2	10
31	не есть	2	9
32	между тем	3	9
33	в своем	2	8
34	тогда когда	2	8
35	отношению к	11	8
36	мы не	3	8
37	сказать что	7	8
38	о том	3	8
39	но в	5	8
40	это не	2	7
41	в нем	6	7
42	что и	2	7
43	и что	2	7
44	могут быть	2	7
45	как в	5	7
46	независимо от	2	6
47	и к	4	6
48	вместе с	2	6
49	что не	4	6
50	так и	4	6
51	уже в	2	5
52	для него	3	5
53	в его	2	5
54	как бы	13	5
55	к нему	4	5
56	поэтического произведения	3	5
57	все это	3	5
58	допустим что	2	5
59	не менее	3	5
60	с ним	3	5
61	и то	2	5
62	слова и	6	5
63	и более	3	4
64	и та	2	4
65	и все	2	4
66	есть уже	2	4
67	тем не	3	4
68	как же	2	4
69	до сих	3	4
70	можно сказать	5	4
71	от того	4	4
72	в котором	3	4
73	между ними	2	4
74	сих пор	3	4
75	да и	3	4
76	только на	3	4
77	слово в	3	4
78	хотя бы	5	4
79	так же	3	4
80	с другими	2	4
81	самое слово	2	4
82	точки зрения	14	4
83	в каком	3	4
84	в данном	2	4
85	в то	2	4
86	же самое	2	4
87	если же	2	4
88	его в	4	4
89	мы имеем	2	4
90	и с	3	4
91	никогда не	5	3
92	в этих	2	3
93	в них	3	3
94	но это	2	3
95	со словом	2	3
96	кроме того	2	3
97	еще не	3	3
98	к слову	2	3
99	в самом	4	3
100	и следовательно	5	3
101	известной степени	2	3
102	мы в	2	3
103	в виду	5	3
104	нет ничего	2	3
105	в процессе	6	3
106	бы не	2	3
107	все эти	3	3
108	те же	2	3
109	на самом	4	3
110	уже не	4	3
111	самом деле	3	3
112	ко всем	2	3
113	и по	3	3
114	и на	4	3
115	и значение	2	3
116	и так	2	3
117	в поэзии	3	3
118	с точки	2	3
119	там где	2	3
120	в нашем	11	2
121	с другой	4	2
122	оно не	2	2
123	но тем	2	2
124	отношение к	4	2
125	и здесь	2	2
126	из этого	3	2
127	но что	2	2
128	она не	2	2
129	эта последняя	2	2
130	которые мы	2	2
131	к ним	2	2
132	в ней	6	2
133	он не	2	2
134	и др	5	2
135	конечно не	3	2
136	данном случае	2	2
137	художественное произведение	3	2
138	и вполне	2	2
139	и для	3	2
140	до известной	2	2
141	и притом	2	2
142	можем сказать	2	2
143	не так	2	2
144	и его	13	2
145	тем как	2	2
146	влияние на	2	2
147	к его	2	2
148	и вообще	3	2
149	но мы	2	2
150	его к	2	2
151	быть и	3	2
152	из него	2	2
153	имеет в	3	2
