N	2gram	Vinokur_St_2	FransuaR
1	и в	29	41
2	таким образом	10	19
3	в этом	21	15
4	как и	2	14
5	в этой	2	13
6	то же	2	13
7	все эти	2	13
8	в его	13	12
9	прежде всего	5	11
10	в том	27	11
11	в себе	2	11
12	так и	9	10
13	все это	11	10
14	в то	2	10
15	в качестве	5	9
16	и его	6	9
17	не в	4	9
18	но и	19	9
19	в своем	9	9
20	что в	19	9
21	в конце	2	8
22	по существу	2	8
23	то что	11	8
24	но в	8	8
25	в них	2	7
26	вовсе не	6	7
27	в романе	4	7
28	как бы	5	7
29	в нем	4	7
30	и не	9	7
31	ни в	3	6
32	для него	4	6
33	только в	2	6
34	о том	17	6
35	к этому	4	5
36	не только	19	5
37	и к	4	5
38	в ней	7	5
39	вместе с	7	5
40	что и	2	5
41	как в	3	5
42	того как	7	5
43	в году	3	5
44	так же	3	5
45	точки зрения	5	5
46	и это	2	5
47	потому что	9	5
48	что это	3	4
49	хотя и	4	4
50	но он	3	4
51	в образе	3	4
52	и здесь	3	4
53	том что	27	4
54	но все	7	4
55	после того	4	4
56	было бы	5	4
57	может быть	2	4
58	он не	9	4
59	в виду	7	4
60	и на	6	4
61	и с	4	4
62	одном из	3	4
63	ничего не	4	4
64	я не	7	3
65	и другие	2	3
66	в отношении	2	3
67	что у	4	3
68	того же	2	3
69	во время	2	3
70	в одном	6	3
71	и потому	2	3
72	он был	2	3
73	но это	3	3
74	по этому	2	3
75	в своей	7	3
76	кроме того	4	3
77	при этом	2	3
78	в это	2	3
79	из них	3	3
80	несмотря на	2	3
81	например в	3	3
82	выражение в	2	3
83	что он	13	3
84	в их	3	3
85	не может	2	3
86	не было	3	3
87	в той	5	3
88	за то	3	3
89	с точки	2	3
90	не имеет	2	3
91	и по	3	3
92	и те	2	3
93	тем что	3	3
94	не на	2	3
95	и вся	2	3
96	его в	2	3
97	так как	2	3
98	с его	2	2
99	ни было	2	2
100	именно в	4	2
101	и др	2	2
102	никогда не	3	2
103	в этих	3	2
104	в одной	2	2
105	с этим	3	2
106	на самом	3	2
107	к тому	10	2
108	нас не	2	2
109	и как	2	2
110	более или	2	2
111	своего времени	4	2
112	по своему	2	2
113	до конца	3	2
114	того что	5	2
115	своего рода	5	2
116	значительной степени	2	2
117	одной из	3	2
118	а также	2	2
119	дело не	2	2
120	оно не	3	2
121	в процессе	2	2
122	или менее	2	2
123	и всегда	2	2
124	нигде не	2	2
125	в особенности	2	2
126	этом отношении	9	2
127	в течение	6	2
128	еще более	4	2
129	его как	2	2
130	не мог	3	2
131	в значительной	2	2
132	а не	5	2
133	с самого	3	2
134	особенно в	2	2
135	в данном	2	2
136	в результате	2	2
137	во всяком	3	2
138	также и	2	2
139	как он	2	2
140	дело в	4	2
141	связан с	3	2
142	в которой	11	2
143	по адресу	2	2
144	в области	2	2
145	это было	2	2
146	царей и	2	2
