N	2gram	Tiupa_Hudo_2	Psycholo
1	то что	6	44
2	и в	28	33
3	в этом	13	28
4	как бы	5	25
5	все время	3	24
6	потому что	2	24
7	для того	4	23
8	может быть	8	22
9	том что	19	22
10	того чтобы	4	22
11	что в	5	21
12	в том	15	21
13	о том	12	20
14	что он	8	20
15	как это	7	14
16	что это	5	13
17	и не	18	13
18	так же	3	13
19	сказать что	2	13
20	все это	3	13
21	к тому	7	12
22	в самом	5	12
23	и все	7	12
24	было бы	3	12
25	самом деле	3	12
26	что все	3	11
27	он не	4	11
28	что она	7	10
29	не может	4	10
30	в его	11	10
31	рассказа и	2	10
32	если бы	6	10
33	в этой	5	9
34	как раз	4	9
35	то же	6	9
36	вместе с	2	8
37	в рассказе	21	8
38	как будто	4	8
39	в своем	5	7
40	для нас	3	7
41	в нем	3	7
42	и только	2	7
43	раз в	3	7
44	не только	11	7
45	перед нами	11	6
46	тому что	4	6
47	это не	6	6
48	что они	4	6
49	в ней	3	6
50	и т	4	6
51	точки зрения	2	6
52	же самое	3	6
53	как на	2	6
54	у него	5	6
55	а не	14	6
56	всякий раз	3	6
57	в себе	9	6
58	казалось бы	6	5
59	никогда не	5	5
60	и на	3	5
61	вовсе не	2	5
62	как он	3	5
63	с ним	7	5
64	о ее	2	5
65	как и	11	5
66	мы уже	3	5
67	и его	5	5
68	о смерти	3	5
69	все же	2	5
70	и это	3	5
71	я не	7	4
72	в частности	7	4
73	что у	3	4
74	и уже	4	4
75	из них	2	4
76	жизни и	6	4
77	а в	6	4
78	в жизни	8	4
79	об этом	7	4
80	одна из	2	4
81	и о	4	4
82	о нем	2	4
83	говорит о	4	4
84	себя в	8	4
85	не будет	2	4
86	в своей	6	4
87	на него	3	4
88	в двух	2	4
89	как мы	2	4
90	что не	2	4
91	с точки	2	4
92	той же	2	4
93	можно было	3	4
94	по поводу	3	4
95	могла бы	2	4
96	только в	4	4
97	это было	2	4
98	же как	2	3
99	с одной	3	3
100	рассказа это	2	3
101	в мире	7	3
102	тому же	2	3
103	на этом	2	3
104	одной стороны	3	3
105	вслед за	4	3
106	обратимся к	2	3
107	с ее	5	3
108	но и	9	3
109	не было	6	3
110	и опять	2	3
111	в то	6	3
112	его в	2	3
113	та же	2	3
114	видит в	2	3
115	том как	2	3
116	в основе	2	3
117	в одном	3	3
118	говорить о	2	3
119	но не	4	3
120	до сих	2	3
121	она не	5	3
122	что и	4	3
123	рассказа в	4	3
124	сих пор	2	3
125	так и	8	3
126	как в	5	3
127	да и	5	3
128	дело с	2	3
129	тем самым	2	3
130	разговор о	2	3
131	и он	3	3
132	и для	2	3
133	тем что	6	3
134	в виде	2	3
135	т п	2	3
136	как только	3	2
137	место в	2	2
138	бы и	4	2
139	его и	2	2
140	самое что	2	2
141	столь же	3	2
142	с другой	3	2
143	и от	2	2
144	из этих	2	2
145	была бы	3	2
146	прежде всего	3	2
147	со всей	2	2
148	мы знаем	2	2
149	же время	4	2
150	с такой	2	2
151	при этом	11	2
152	все те	2	2
153	в котором	6	2
154	не является	2	2
155	один из	2	2
156	мысли о	2	2
157	о них	3	2
158	все они	3	2
159	т д	2	2
160	именно в	2	2
161	те же	2	2
162	и с	6	2
163	одно из	5	2
164	не в	13	2
165	в художественном	4	2
166	мы читаем	2	2
167	бы не	3	2
168	но в	2	2
169	а как	2	2
170	с его	5	2
171	только не	2	2
172	в них	3	2
173	и к	2	2
174	о которых	2	2
175	ли он	2	2
176	в ее	18	2
177	можно сказать	6	2
178	в это	3	2
179	ее на	2	2
180	не по	2	2
181	не все	3	2
182	со стороны	3	2
183	внимание на	3	2
184	он знает	2	2
185	а с	3	2
186	сводится к	6	2
187	и эта	2	2
188	ни одного	2	2
189	хотя бы	2	2
190	в последней	2	2
191	тому как	4	2
192	и то	2	2
193	и ее	3	2
194	на ее	3	2
195	героя и	3	2
196	этими словами	2	2
197	едва ли	3	2
198	ничего не	5	2
199	что говорит	2	2
