N	2gram	Vygotskiy__1	Tvorches
1	и в	31	20
2	не только	13	13
3	и т	26	13
4	никогда не	8	11
5	т д	8	11
6	как бы	5	11
7	в его	6	10
8	таким образом	20	10
9	в то	5	10
10	там же	2	9
11	и его	7	9
12	и не	16	9
13	прежде всего	4	8
14	в том	30	8
15	при этом	19	8
16	но и	2	8
17	может быть	22	8
18	в этом	12	8
19	и с	2	8
20	представление о	3	7
21	что в	23	7
22	не может	17	7
23	то же	5	7
24	потому что	10	7
25	у него	4	6
26	в конце	3	6
27	что он	7	6
28	как и	16	6
29	в целом	5	6
30	в своей	3	6
31	так и	3	6
32	все это	8	6
33	а не	13	6
34	но это	3	5
35	но не	3	5
36	например в	3	5
37	все же	5	5
38	и даже	6	5
39	так же	12	5
40	в этой	3	5
41	о том	7	5
42	то есть	26	5
43	что у	3	4
44	и от	2	4
45	мы не	12	4
46	показывает что	5	4
47	том что	16	4
48	мы видим	5	4
49	что они	2	4
50	отнюдь не	6	4
51	хотя и	3	4
52	что она	6	4
53	когда он	2	4
54	как в	9	4
55	литературной традиции	3	4
56	тем самым	2	4
57	не в	11	4
58	а в	6	4
59	в чем	2	4
60	и потому	2	4
61	ничего не	2	4
62	если бы	6	4
63	но в	3	4
64	же как	4	3
65	казалось бы	2	3
66	с этой	4	3
67	в одной	3	3
68	человека и	2	3
69	к этому	4	3
70	с ним	2	3
71	по самой	2	3
72	х годов	5	3
73	одна из	4	3
74	в самом	11	3
75	в область	2	3
76	он не	3	3
77	в котором	4	3
78	не является	5	3
79	один из	4	3
80	в нем	2	3
81	то что	32	3
82	и это	3	3
83	вместе с	8	3
84	сих пор	3	3
85	по мнению	2	3
86	так как	18	3
87	уже не	2	3
88	в таком	3	3
89	в своих	4	3
90	в которых	3	3
91	в себе	4	3
92	у пушкина	3	3
93	его в	2	3
94	между тем	4	3
95	до сих	3	3
96	он же	2	2
97	уже в	3	2
98	все время	4	2
99	не менее	2	2
100	и есть	5	2
101	думается что	3	2
102	его и	3	2
103	и без	2	2
104	точку зрения	3	2
105	не означает	2	2
106	с другой	5	2
107	в такой	2	2
108	в одном	2	2
109	вовсе не	6	2
110	во всяком	8	2
111	такой же	2	2
112	что на	3	2
113	в ее	5	2
114	в искусстве	4	2
115	чтобы вызвать	3	2
116	тому же	3	2
117	у нас	4	2
118	так что	5	2
119	что я	4	2
120	и если	4	2
121	в частности	3	2
122	том же	2	2
123	отказаться от	2	2
124	всяком случае	6	2
125	к жизни	2	2
126	точка зрения	4	2
127	критики и	2	2
128	него в	2	2
129	в процессе	5	2
130	приводит к	2	2
131	и тогда	2	2
132	в отличие	3	2
133	т п	16	2
134	не было	3	2
135	и других	3	2
136	самом деле	9	2
137	и что	8	2
138	и у	4	2
139	другой стороны	5	2
140	и по	3	2
141	роль в	3	2
142	имеет в	2	2
143	образ и	2	2
144	из нас	2	2
145	в основе	2	2
146	из них	2	2
147	могут быть	11	2
148	в которой	4	2
149	и только	3	2
150	только в	14	2
151	действия и	2	2
152	при помощи	20	2
153	таком случае	2	2
154	из этого	2	2
155	это все	3	2
156	их в	2	2
157	отличие от	4	2
158	и поэтому	2	2
159	одном из	2	2
