N	2gram	Tiupa_Lite_1	FransuaR
1	и в	8	29
2	то есть	6	21
3	таким образом	3	20
4	и не	12	16
5	в этой	4	13
6	как и	6	12
7	и т.п	4	12
8	но в	3	12
9	так и	4	11
10	в этом	12	11
11	то же	5	10
12	в то	5	10
13	не только	24	10
14	в конце	4	9
15	но и	17	9
16	все эти	2	9
17	его в	3	9
18	же время	5	8
19	прежде всего	11	8
20	в его	7	8
21	и его	4	8
22	как бы	7	8
23	еще и	3	7
24	в том	16	7
25	из них	4	6
26	в сущности	2	6
27	своего рода	11	6
28	у него	3	5
29	все они	2	5
30	это не	4	5
31	того же	2	5
32	далеко не	3	5
33	в нем	2	5
34	в своей	4	5
35	он и	3	5
36	с его	5	4
37	что он	5	4
38	еще не	4	4
39	и есть	3	4
40	и др	3	4
41	один из	3	4
42	то что	10	4
43	жизни и	3	4
44	с другой	3	4
45	также и	3	4
46	тем что	2	4
47	точки зрения	6	4
48	тому как	2	3
49	в частности	15	3
50	в качестве	17	3
51	в своем	11	3
52	превращается в	2	3
53	все же	4	3
54	том что	14	3
55	имеется в	2	3
56	и сам	6	3
57	того что	6	3
58	той же	3	3
59	по преимуществу	4	3
60	при этом	19	3
61	в году	13	3
62	и даже	3	3
63	роль в	2	3
64	и вполне	2	3
65	не случайно	2	3
66	же и	3	3
67	подобно тому	2	3
68	в себе	7	3
69	по своей	3	3
70	своего времени	2	3
71	уже в	5	2
72	бы не	3	2
73	связи с	6	2
74	нового времени	2	2
75	мир и	2	2
76	в жизни	6	2
77	а как	2	2
78	к тому	2	2
79	да и	3	2
80	что я	2	2
81	на этом	2	2
82	но не	4	2
83	в себя	2	2
84	одной стороны	2	2
85	не может	5	2
86	о своем	2	2
87	может быть	13	2
88	том же	3	2
89	никогда не	4	2
90	уже не	7	2
91	а также	5	2
92	в виду	3	2
93	со стороны	4	2
94	себя в	6	2
95	как в	5	2
96	в их	3	2
97	как раз	4	2
98	не на	2	2
99	мир в	4	2
100	с одной	2	2
101	с точки	2	2
102	бы на	2	2
103	не столько	5	2
104	друг друга	4	2
105	в слове	2	2
106	не мог	3	2
107	в своих	4	2
108	и то	2	2
109	то он	2	2
110	в основе	3	2
111	этого рода	2	2
112	как будто	2	2
113	только в	8	2
114	о том	2	2
115	как он	2	2
116	дело в	3	2
117	нет ничего	2	2
