N	2gram	Losev_Prob_2	slovoVRo
1	и в	35	41
2	и т	6	28
3	то есть	39	26
4	во всех	2	17
5	но и	16	16
6	и не	37	16
7	точки зрения	2	16
8	языка в	3	16
9	не только	24	16
10	а не	10	15
11	то же	5	14
12	может быть	18	14
13	и др	2	14
14	не может	13	14
15	и на	5	14
16	в то	6	14
17	в его	7	13
18	слова и	4	13
19	как бы	4	12
20	языка и	5	12
21	в этом	17	12
22	так и	7	11
23	язык и	2	10
24	слово в	2	10
25	в той	2	10
26	или иной	5	9
27	той или	5	9
28	таким образом	4	9
29	все эти	7	9
30	прежде всего	11	8
31	но в	6	8
32	как мы	5	8
33	или в	2	8
34	не в	2	7
35	и следовательно	4	7
36	вовсе не	37	7
37	все же	8	7
38	в слове	3	7
39	во всяком	13	7
40	в отношении	4	6
41	при этом	3	6
42	и даже	11	6
43	а в	4	6
44	в плане	2	6
45	в них	2	6
46	оно не	3	6
47	слова как	3	6
48	только в	14	6
49	с другой	6	5
50	в самом	5	5
51	всяком случае	10	5
52	все это	4	5
53	т д	6	5
54	в основе	3	5
55	и к	3	5
56	еще более	2	5
57	к нему	2	5
58	с другими	5	5
59	в языке	15	5
60	далеко не	4	5
61	перед нами	2	4
62	и от	3	4
63	кроме того	5	4
64	одной стороны	5	4
65	в ней	2	4
66	один из	3	4
67	в их	3	4
68	с одной	5	4
69	лишь в	3	4
70	и наконец	3	4
71	и с	10	4
72	и все	5	4
73	всех этих	4	4
74	языка как	2	4
75	ли он	3	4
76	как и	5	4
77	еще не	10	4
78	но именно	4	4
79	по преимуществу	2	4
80	о нем	2	4
81	к предмету	3	4
82	быть и	2	4
83	входит в	2	4
84	другой стороны	5	4
85	и для	6	4
86	ничего не	10	4
87	как только	3	3
88	смысла и	2	3
89	не могут	4	3
90	или иные	3	3
91	хотя бы	12	3
92	из этих	3	3
93	язык как	3	3
94	на всю	2	3
95	к тому	3	3
96	от всякой	2	3
97	в том	12	3
98	более или	4	3
99	те или	7	3
100	и сам	2	3
101	в него	2	3
102	в зависимости	2	3
103	в понимании	2	3
104	данном случае	5	3
105	в своем	4	3
106	того что	12	3
107	как такового	2	3
108	вообще не	4	3
109	также и	12	3
110	в результате	4	3
111	и здесь	4	3
112	не было	3	3
113	в истории	3	3
114	от его	2	3
115	о том	18	3
116	его в	3	3
117	так как	7	3
118	с этим	5	3
119	языка а	2	3
120	в себе	5	3
121	зависимости от	2	3
122	в качестве	2	3
123	она не	3	3
124	было бы	8	3
125	конечно не	2	3
126	он не	2	3
127	не требует	2	3
128	из этого	2	3
129	бы и	7	3
130	или менее	4	3
131	в данном	10	3
132	и ее	2	3
133	самого предмета	2	3
134	которые в	2	3
135	время и	2	2
136	в частности	5	2
137	тому что	3	2
138	язык не	2	2
139	даже как	2	2
140	или даже	3	2
141	что все	6	2
142	ничего нового	2	2
143	этом случае	7	2
144	можно сказать	6	2
145	войти в	2	2
146	для нас	9	2
147	так что	11	2
148	мы и	6	2
149	что они	3	2
150	смысле слова	7	2
151	такого рода	15	2
152	самый язык	2	2
153	это отношение	3	2
154	и той	4	2
155	для того	3	2
156	хотя и	3	2
157	был бы	6	2
158	и по	3	2
159	и тем	4	2
160	в целом	3	2
161	в этих	4	2
162	на том	3	2
163	уже не	8	2
164	одновременно и	3	2
165	между этими	2	2
166	должно быть	2	2
167	так же	5	2
168	сказать что	24	2
169	потому что	13	2
170	же и	2	2
171	именно как	4	2
172	от всякого	2	2
173	того или	7	2
174	не является	7	2
175	для них	3	2
176	перестает быть	3	2
177	между собой	5	2
178	и всякое	2	2
179	бы его	2	2
180	или иного	5	2
181	в условиях	2	2
182	у нас	18	2
183	том что	19	2
184	одна из	3	2
185	но не	4	2
186	по своему	5	2
187	нового не	2	2
188	с этими	2	2
189	при всех	3	2
190	до сих	4	2
191	мы уже	3	2
192	совершенно не	2	2
193	ни о	4	2
194	предмета и	3	2
195	и о	4	2
196	а также	2	2
197	даже в	2	2
198	сих пор	4	2
199	языке и	4	2
200	и речи	3	2
201	в последние	2	2
202	как раз	8	2
203	нами в	2	2
204	на самом	4	2
205	если мы	9	2
206	только на	9	2
207	не есть	33	2
208	той же	2	2
209	роль в	2	2
210	мы не	7	2
211	можно было	5	2
212	нас в	3	2
213	и то	10	2
214	быть только	3	2
215	мы все	3	2
216	в виде	6	2
217	связи с	5	2
218	и вообще	16	2
219	здесь не	2	2
