N	2gram	Losev_Vlad_1	Psycholo
1	то что	18	37
2	и в	31	30
3	в том	11	27
4	что в	14	24
5	и что	6	23
6	потому что	11	23
7	том что	14	21
8	для того	2	20
9	таким образом	3	20
10	того чтобы	2	20
11	что он	12	17
12	на то	5	17
13	и мы	2	16
14	не только	24	16
15	в самом	2	14
16	в этом	14	14
17	как раз	7	13
18	в нас	4	13
19	то есть	3	13
20	вместе с	3	12
21	может быть	6	11
22	как на	2	11
23	что мы	2	11
24	о том	11	10
25	никогда не	9	9
26	с другой	3	9
27	мы увидим	3	9
28	не может	6	9
29	и то	10	9
30	сказать что	7	9
31	так как	8	9
32	с тем	2	8
33	к тому	3	8
34	не в	5	8
35	при этом	2	8
36	того что	2	8
37	и это	2	8
38	в нем	4	7
39	и как	4	7
40	но не	3	7
41	все же	3	7
42	и т	2	7
43	то же	6	7
44	точки зрения	2	7
45	как это	7	7
46	уже в	7	6
47	ясно что	2	6
48	в своем	4	6
49	что она	2	6
50	как и	4	6
51	что с	2	6
52	и если	5	6
53	совершенно не	2	6
54	и для	2	6
55	но и	19	6
56	что все	2	6
57	и не	17	6
58	жизни и	5	6
59	говорит что	4	6
60	и его	7	6
61	и здесь	3	6
62	никак не	4	6
63	тем что	2	6
64	мы уже	7	6
65	о котором	2	6
66	на этом	2	6
67	с и	2	5
68	по этому	2	5
69	в целом	3	5
70	несмотря на	4	5
71	как мы	9	5
72	и потому	6	5
73	в этой	4	5
74	что они	3	5
75	еще не	2	5
76	было бы	2	5
77	когда он	5	5
78	один из	4	5
79	другой стороны	3	5
80	а с	5	5
81	в своих	5	5
82	в себе	4	5
83	но в	12	5
84	только в	9	5
85	ответ на	2	5
86	в результате	2	4
87	в частности	2	4
88	от него	2	4
89	и все	4	4
90	у нас	6	4
91	указывает на	2	4
92	и к	6	4
93	в своей	4	4
94	в его	12	4
95	в них	2	4
96	только на	3	4
97	только что	2	4
98	а в	9	4
99	в конце	9	4
100	под влиянием	3	3
101	первый план	2	3
102	у него	15	3
103	что у	4	3
104	хотя бы	2	3
105	из этих	2	3
106	к этому	6	3
107	вовсе не	5	3
108	что на	2	3
109	для нас	4	3
110	об этом	7	3
111	так что	10	3
112	для него	7	3
113	тот же	3	3
114	он говорит	2	3
115	он не	10	3
116	что и	5	3
117	на его	3	3
118	ни в	2	3
119	так и	6	3
120	со стороны	2	3
121	как в	3	3
122	так например	2	3
123	т д	2	3
124	по поводу	12	3
125	и сейчас	2	3
126	но только	3	3
127	и о	2	3
128	на этот	6	3
129	с которым	2	3
130	по его	2	3
131	той же	2	3
132	но он	5	3
133	и на	3	3
134	в каком	2	3
135	мы должны	2	3
136	мы сейчас	7	3
137	в которой	4	3
138	это делает	2	2
139	в отношении	3	2
140	в ответ	2	2
141	с его	11	2
142	в письме	8	2
143	он в	3	2
144	знаем что	2	2
145	чем не	2	2
146	этом смысле	4	2
147	можно сказать	6	2
148	на первый	2	2
149	мы знаем	2	2
150	и можно	2	2
151	он был	14	2
152	был глубоко	2	2
153	по существу	2	2
154	того же	6	2
155	со своим	5	2
156	однако эта	2	2
157	обратить внимание	2	2
158	том чтобы	2	2
159	в качестве	6	2
160	еще в	4	2
161	в котором	6	2
162	но мы	2	2
163	из них	2	2
164	и до	2	2
165	все это	5	2
166	но его	2	2
167	которых он	2	2
168	в течение	9	2
169	это и	2	2
170	и вот	3	2
171	что дело	2	2
172	и даже	15	2
173	и он	3	2
174	ничего не	3	2
175	и с	14	2
176	и так	3	2
177	в нашем	4	2
178	сейчас увидим	2	2
179	даже и	9	2
180	что касается	3	2
181	совсем не	4	2
182	во всем	4	2
183	в то	8	2
184	его на	2	2
185	как он	4	2
186	все эти	3	2
187	дело в	4	2
188	из этого	2	2
189	в полной	2	2
190	конце концов	3	2
191	и ни	2	2
192	он как	3	2
193	едва ли	3	2
194	почти не	2	2
195	но она	3	2
