N	2gram	Vygotskiy__6	EvropaiC
1	таким образом	18	32
2	в том	28	31
3	и в	28	24
4	том что	19	20
5	все эти	2	19
6	не может	19	18
7	то что	28	17
8	может быть	13	15
9	все же	2	15
10	точки зрения	13	13
11	в своем	7	12
12	до сих	3	12
13	сих пор	3	12
14	самом деле	2	12
15	в этом	27	12
16	все это	2	11
17	с этим	4	11
18	отношению к	10	10
19	мы знаем	4	10
20	как бы	11	10
21	по отношению	10	10
22	во всех	4	10
23	так и	6	10
24	на то	4	9
25	при этом	3	9
26	друг с	5	9
27	как и	6	9
28	того же	7	9
29	с другом	5	9
30	что в	17	9
31	не в	4	8
32	в самом	8	8
33	так же	15	8
34	знаем что	4	8
35	если бы	7	8
36	и все	5	8
37	ясно что	4	8
38	а и	2	8
39	с точки	10	8
40	не менее	2	7
41	для этого	2	7
42	к тому	10	7
43	но и	10	7
44	и не	11	7
45	и что	6	7
46	из этих	3	7
47	по своей	3	7
48	что он	18	7
49	по существу	2	7
50	в силу	17	7
51	того чтобы	10	7
52	для того	8	7
53	из этого	2	7
54	с другой	2	6
55	так что	6	6
56	в этой	5	6
57	несмотря на	2	6
58	отличается от	3	6
59	того что	24	6
60	как на	3	6
61	и на	5	6
62	так как	10	6
63	с ним	2	6
64	в сознании	4	6
65	еще не	8	6
66	что и	4	6
67	у них	2	6
68	мы можем	9	6
69	только в	18	6
70	вместе с	7	6
71	именно в	4	5
72	и от	2	5
73	что все	5	5
74	у него	2	5
75	в пользу	2	5
76	что с	3	5
77	в целом	3	5
78	другой стороны	2	5
79	потому что	22	5
80	его в	6	5
81	ступени развития	6	5
82	но в	5	5
83	сравнению с	14	5
84	и к	6	5
85	в то	6	5
86	по своему	2	5
87	что при	4	5
88	в его	3	5
89	не только	16	5
90	по сравнению	15	5
91	между двумя	2	5
92	в себе	4	5
93	в которой	7	5
94	на вопрос	2	4
95	не могут	5	4
96	никогда не	8	4
97	в конце	2	4
98	в такой	2	4
99	этом случае	2	4
100	из того	5	4
101	это есть	3	4
102	одним из	2	4
103	хотя и	3	4
104	отношение к	7	4
105	из них	2	4
106	в их	3	4
107	которых мы	2	4
108	и то	4	4
109	между собой	9	4
110	в состоянии	4	4
111	связи с	3	4
112	мы должны	3	4
113	мы уже	2	4
114	иначе говоря	3	4
115	том же	5	4
116	он не	7	4
117	что эта	2	4
118	то же	7	4
119	этой области	2	4
120	если мы	2	4
121	своем развитии	4	4
122	и т.д	3	4
123	в области	6	4
124	что их	3	3
125	же как	6	3
126	в нашем	4	3
127	в этих	2	3
128	одного и	4	3
129	с более	2	3
130	вопрос о	5	3
131	к которой	2	3
132	для нас	2	3
133	очевидно что	3	3
134	в нем	7	3
135	на этой	5	3
136	различия в	2	3
137	от того	10	3
138	целый ряд	4	3
139	в совершенно	2	3
140	в разных	5	3
141	что оно	7	3
142	и других	7	3
143	образом в	3	3
144	заключается в	7	3
145	и наконец	2	3
146	и по	3	3
147	а в	2	3
148	это не	5	3
149	что мы	11	3
150	бы в	3	3
151	с тем	5	3
152	прежде всего	2	3
153	и того	4	3
154	у нас	2	3
155	от него	2	3
156	чем в	2	3
157	как известно	7	3
158	что если	2	3
159	только те	3	3
160	только что	2	3
161	ко всем	4	3
162	в данном	2	3
163	в психологии	3	3
164	в связи	2	3
165	и вообще	2	3
166	путем подражания	2	3
167	но на	2	2
168	независимо от	3	2
169	в частности	4	2
170	тому что	11	2
171	точку зрения	2	2
172	что у	2	2
173	с этой	2	2
174	именно потому	2	2
175	что на	4	2
176	как мы	10	2
177	для него	6	2
178	мы и	4	2
179	что они	2	2
180	на этом	4	2
181	между отдельными	3	2
182	но если	4	2
183	принять во	2	2
184	в котором	2	2
185	мы видели	8	2
186	на том	2	2
187	имеет место	2	2
188	те же	3	2
189	они не	4	2
190	во втором	3	2
191	между этими	4	2
192	к таким	2	2
193	с ними	2	2
194	в которых	2	2
195	но как	3	2
196	а это	3	2
197	в основе	3	2
198	что развитие	6	2
199	и более	2	2
200	и там	2	2
201	только не	3	2
202	друг к	3	2
203	стоят в	2	2
204	в них	3	2
205	он должен	4	2
206	тогда когда	6	2
207	если он	2	2
208	представить себе	3	2
209	только тогда	4	2
210	то в	5	2
211	но не	10	2
212	нас что	2	2
213	только то	3	2
214	она не	2	2
215	было бы	9	2
216	в сущности	7	2
217	во внимание	2	2
218	и развитие	4	2
219	к другу	4	2
220	в процессе	9	2
221	но с	2	2
222	одной и	3	2
223	в себя	3	2
224	тем самым	8	2
225	между ними	7	2
226	этот вопрос	3	2
227	в другом	2	2
228	всех тех	2	2
229	ту же	3	2
230	не знает	3	2
231	этого слова	2	2
232	есть в	3	2
233	и только	3	2
