N	2gram	Voloshinov_1	RusskieA
1	и в	19	29
2	что в	4	22
3	том что	3	22
4	в том	6	22
5	как бы	15	18
6	может быть	26	13
7	так как	2	13
8	как и	12	11
9	одна из	2	11
10	в этом	16	11
11	все это	3	10
12	и с	2	10
13	не только	8	10
14	о том	2	9
15	а в	4	9
16	но и	8	8
17	его в	3	8
18	как в	4	7
19	или в	2	7
20	мы не	6	6
21	этом случае	3	6
22	еще не	4	6
23	для того	4	6
24	таким образом	17	6
25	при этом	8	6
26	того чтобы	5	6
27	и на	4	6
28	в данном	4	6
29	к этому	5	5
30	то что	8	5
31	не может	24	5
32	но в	7	5
33	именно в	5	4
34	и все	5	4
35	не все	2	4
36	вопрос о	4	4
37	не в	5	4
38	из них	3	4
39	же как	2	4
40	или вообще	2	4
41	так же	7	4
42	то же	7	4
43	у нас	2	4
44	а не	7	4
45	в таком	2	4
46	далеко не	4	4
47	тем что	2	3
48	в качестве	2	3
49	и других	2	3
50	и от	3	3
51	на первый	2	3
52	в ее	7	3
53	связаны с	2	3
54	она не	2	3
55	до конца	5	3
56	того что	3	3
57	было бы	4	3
58	но если	2	3
59	в котором	3	3
60	с другими	3	3
61	не имеет	3	3
62	во всех	7	3
63	не будем	4	3
64	в отличие	5	3
65	все эти	7	3
66	друг друга	8	3
67	как мы	13	3
68	между тем	3	3
69	отличие от	5	3
70	не менее	4	2
71	с этой	2	2
72	связи с	11	2
73	могут быть	2	2
74	никогда не	2	2
75	переход от	4	2
76	между собой	2	2
77	жизни в	4	2
78	с другой	5	2
79	не столько	4	2
80	из этих	2	2
81	если он	2	2
82	прежде всего	13	2
83	что и	2	2
84	в целях	3	2
85	это и	3	2
86	кроме того	6	2
87	и как	3	2
88	одним из	2	2
89	и при	3	2
90	самом же	2	2
91	здесь в	3	2
92	из основных	3	2
93	для них	2	2
94	и пр	12	2
95	же деле	2	2
96	совершенно не	3	2
97	тем не	2	2
98	из этого	2	2
99	в виду	2	2
100	за пределами	2	2
101	как оно	2	2
102	все же	8	2
103	в своей	3	2
104	все в	2	2
105	там и	2	2
106	где они	2	2
107	не было	3	2
108	на самом	3	2
109	там где	2	2
110	этот вопрос	5	2
111	здесь мы	4	2
112	из которых	2	2
113	и для	11	2
114	должно быть	2	2
115	можно было	2	2
116	в своих	2	2
117	с этим	4	2
118	и ее	3	2
119	в то	3	2
120	в которой	3	2
