N	2gram	Voloshinov_1	Hudozhes
1	и в	15	28
2	том что	5	19
3	в ее	4	18
4	и не	16	18
5	в том	4	15
6	а не	2	14
7	не в	4	13
8	в этом	13	13
9	как и	6	11
10	при этом	7	11
11	в его	9	11
12	не только	5	11
13	уже не	5	10
14	но и	4	9
15	в себе	4	9
16	в душе	13	8
17	в жизни	5	8
18	что он	8	8
19	может быть	13	8
20	себя в	2	8
21	так и	10	8
22	между тем	2	8
23	я не	3	7
24	жизни в	3	7
25	и все	4	7
26	к тому	4	7
27	об этом	4	7
28	отношению к	9	7
29	что она	2	7
30	по отношению	11	7
31	с ним	12	7
32	это не	2	6
33	можно сказать	4	6
34	то что	10	6
35	жизни и	5	6
36	в своей	9	6
37	если бы	3	6
38	то же	7	6
39	не было	4	6
40	сводится к	3	6
41	а в	6	6
42	и с	7	6
43	в то	6	6
44	я и	6	6
45	с его	8	5
46	что это	3	5
47	и другие	2	5
48	не менее	3	5
49	у него	3	5
50	в своем	2	5
51	как бы	11	5
52	как в	3	5
53	с ее	3	5
54	в этой	5	5
55	что в	6	5
56	она не	2	5
57	в самом	6	5
58	никогда не	7	5
59	его жизни	6	5
60	только на	2	5
61	и его	15	5
62	рядом с	2	5
63	одно из	3	5
64	для него	5	5
65	ничего не	2	5
66	бы и	2	4
67	тому что	3	4
68	тем не	2	4
69	но не	5	4
70	в качестве	2	4
71	же время	5	4
72	и о	3	4
73	он не	4	4
74	что и	2	4
75	как раз	2	4
76	не может	13	4
77	человека в	3	4
78	того чтобы	2	4
79	только в	6	4
80	в человеке	5	3
81	все время	4	3
82	о них	2	3
83	в состоянии	2	3
84	о себе	2	3
85	в одном	3	3
86	человека и	6	3
87	к себе	3	3
88	что все	5	3
89	прежде всего	11	3
90	в нем	4	3
91	и ее	3	3
92	самом деле	7	3
93	и тех	2	3
94	все что	9	3
95	есть и	2	3
96	еще не	7	3
97	было бы	6	3
98	по поводу	2	3
99	во сне	2	3
100	в ней	5	3
101	мы уже	5	3
102	в этих	2	3
103	все они	2	3
104	на него	4	3
105	со стороны	2	3
106	все это	5	3
107	чтобы не	2	3
108	с другими	5	3
109	с ними	4	3
110	и на	3	3
111	на себя	2	3
112	будто бы	2	3
113	к нему	7	3
114	все его	2	3
115	в основе	3	2
116	он сам	4	2
117	себя с	3	2
118	в голову	3	2
119	себя и	3	2
120	отнюдь не	2	2
121	его и	2	2
122	именно в	3	2
123	из этих	4	2
124	вовсе не	2	2
125	личной жизни	2	2
126	как мы	10	2
127	мы знаем	7	2
128	в г	3	2
129	жизни так	3	2
130	одна из	3	2
131	на этом	5	2
132	этот мотив	3	2
133	и к	7	2
134	жизни то	2	2
135	к ней	2	2
136	все те	4	2
137	до сих	3	2
138	не является	3	2
139	один из	4	2
140	в нашем	3	2
141	оно не	2	2
142	все же	5	2
143	в первом	2	2
144	отношение к	7	2
145	во второй	5	2
146	вместе с	4	2
147	сих пор	3	2
148	данном случае	3	2
149	что же	4	2
150	мысли и	4	2
151	приводит к	2	2
152	как на	3	2
153	и было	2	2
154	и становится	2	2
155	те же	4	2
156	о которой	2	2
157	во втором	3	2
158	и у	6	2
159	между ними	2	2
160	хотя бы	7	2
161	и для	2	2
162	с точки	10	2
163	той же	2	2
164	роль в	6	2
165	характер и	2	2
166	в данном	3	2
167	и то	2	2
168	сказать что	6	2
169	потому что	4	2
170	однако и	2	2
171	нуждается в	2	2
172	точки зрения	13	2
173	страх перед	2	2
174	и только	4	2
175	его в	8	2
176	роли в	2	2
177	ответ на	2	2
178	но в	9	2
