N	2gram	Vinokur_Vv_1	Dialekti
1	т е	38	46
2	не есть	4	40
3	и не	13	30
4	и есть	3	19
5	а не	3	18
6	может быть	24	17
7	и т	43	17
8	ничего не	2	17
9	то что	17	16
10	и в	27	15
11	т д	37	15
12	как бы	5	14
13	не имеет	4	14
14	так как	13	14
15	точки зрения	7	14
16	что это	3	13
17	это есть	2	13
18	того что	12	13
19	по себе	9	13
20	это не	8	12
21	прежде всего	8	11
22	и вот	3	11
23	в том	31	11
24	не может	13	11
25	говорить о	3	11
26	ясно что	9	11
27	в этом	34	11
28	она есть	5	10
29	потому что	14	10
30	том что	26	10
31	было бы	5	9
32	в виду	4	9
33	все это	6	9
34	мы не	2	9
35	и что	4	9
36	то же	8	9
37	уже не	5	9
38	с точки	2	9
39	не в	8	8
40	что иное	4	8
41	иное как	5	8
42	не что	4	8
43	в себе	4	8
44	не только	21	8
45	в чем	4	8
46	и ее	4	8
47	и это	6	8
48	что в	11	7
49	что именно	2	7
50	крайней мере	4	7
51	должна быть	2	7
52	что оно	2	7
53	не просто	4	7
54	что мы	2	7
55	по крайней	4	7
56	что он	4	7
57	как и	5	7
58	и его	5	7
59	и вообще	3	7
60	только в	13	7
61	так что	5	6
62	же время	5	6
63	хотя и	3	6
64	и тем	5	6
65	а именно	6	6
66	и даже	5	6
67	в результате	3	6
68	сказать что	5	6
69	вовсе не	6	6
70	если бы	2	6
71	тем более	2	6
72	в то	5	6
73	что и	3	6
74	сама по	3	5
75	в своем	3	5
76	же это	2	5
77	можно сказать	3	5
78	но что	3	5
79	того чтобы	21	5
80	в ней	3	5
81	но если	3	5
82	в нем	13	5
83	что она	3	5
84	таким образом	19	5
85	именно в	8	5
86	знания и	3	5
87	и на	3	5
88	о том	15	5
89	мы имеем	3	5
90	тогда когда	3	5
91	быть в	4	5
92	есть не	3	5
93	учение о	2	5
94	в сущности	3	5
95	для того	21	5
96	что такое	10	5
97	и для	4	5
98	той же	4	5
99	и как	9	4
100	в этой	3	4
101	один из	6	4
102	и уже	3	4
103	жизни и	2	4
104	ни с	2	4
105	но и	5	4
106	в особенности	4	4
107	тех или	3	4
108	так же	3	4
109	только так	2	4
110	само по	3	4
111	также и	16	4
112	и с	2	4
113	лишь как	2	4
114	в одном	4	4
115	с тем	6	4
116	не как	3	4
117	этом смысле	11	4
118	с их	5	4
119	еще не	4	4
120	как раз	4	4
121	в течение	5	4
122	хотя бы	5	4
123	в силу	3	4
124	в его	10	4
125	идет речь	2	4
126	что если	2	3
127	в собственном	2	3
128	на этом	3	3
129	и той	2	3
130	говоря уже	2	3
131	не говоря	2	3
132	в их	11	3
133	все эти	3	3
134	можно только	2	3
135	есть только	2	3
136	с этим	2	3
137	даже и	3	3
138	в истории	9	3
139	что здесь	2	3
140	это понятие	2	3
141	но в	10	3
142	от этого	5	3
143	к этому	3	3
144	лежит в	2	3
145	об этом	5	3
146	надо было	2	3
147	у нас	2	3
148	только о	2	3
149	так чтобы	3	3
150	есть и	4	3
151	в своей	4	3
152	иной раз	2	3
153	или вообще	5	3
154	со стороны	12	3
155	говорит о	3	3
156	при помощи	2	3
157	быть и	2	3
158	бы и	2	3
159	на основании	5	3
160	одной и	2	3
161	что не	5	3
162	из которых	2	3
163	вот почему	3	3
164	в данном	11	3
165	и то	5	3
166	мы можем	2	3
167	в виде	4	3
168	могут быть	4	3
169	и истории	2	3
170	а если	2	3
171	в области	4	3
172	не менее	8	2
173	не могут	5	2
174	в частности	3	2
175	науки и	2	2
176	и без	2	2
177	в отношении	2	2
178	с этой	4	2
179	из этих	5	2
180	точно так	2	2
181	чем больше	2	2
182	вопрос о	8	2
183	собственном смысле	2	2
184	да и	4	2
185	но все	3	2
186	заключается в	4	2
187	как о	4	2
188	что с	3	2
189	при этом	3	2
190	мог бы	2	2
191	в самом	12	2
192	себе и	2	2
193	от себя	3	2
194	никогда не	3	2
195	в котором	4	2
196	себе что	3	2
197	из них	3	2
198	и требует	2	2
199	другой стороны	5	2
200	для этого	3	2
201	в разных	5	2
202	от того	3	2
203	во внимание	2	2
204	не мог	2	2
205	должно быть	2	2
206	только после	2	2
207	самое что	2	2
208	но как	2	2
209	во всем	2	2
210	что даже	2	2
211	как это	5	2
212	е в	4	2
213	а как	3	2
214	есть еще	2	2
215	нисколько не	3	2
216	однако в	3	2
217	чем же	3	2
218	в них	4	2
219	сравнению с	3	2
220	история и	3	2
221	природе и	2	2
222	что уже	3	2
223	в ее	11	2
224	все же	8	2
225	со всей	3	2
226	е не	2	2
227	в качестве	7	2
228	не нужно	2	2
229	одной из	3	2
230	ни одна	2	2
231	в свое	2	2
232	в этот	2	2
233	тем не	8	2
234	себя в	2	2
235	по сравнению	3	2
236	во всех	2	2
237	и именно	12	2
238	вместе с	6	2
239	что же	3	2
240	и тогда	3	2
241	как нечто	8	2
242	того как	3	2
243	истории и	4	2
244	только что	4	2
245	или иначе	4	2
246	во всяком	3	2
247	тем что	6	2
248	и при	2	2
249	как будто	3	2
250	отношении к	2	2
251	познания и	2	2
252	мы говорим	2	2
253	отличие от	3	2
254	не могли	2	2
255	д все	2	2
