N	2gram	Bakhtin_Pr_3	Myshleni
1	внутренней речи	4	67
2	в этом	16	29
3	точки зрения	8	28
4	речи в	2	27
5	и в	34	26
6	не только	10	24
7	для себя	6	24
8	то что	11	24
9	таким образом	5	23
10	с точки	4	21
11	в том	3	18
12	и не	29	18
13	том что	3	17
14	потому что	12	16
15	для других	3	15
16	внутренняя речь	3	15
17	как и	18	15
18	этом случае	2	14
19	к слову	2	14
20	того что	5	14
21	так же	8	14
22	так как	4	14
23	как мы	7	14
24	что в	7	12
25	вместе с	4	12
26	и его	16	12
27	внутреннюю речь	4	12
28	в которой	2	11
29	но и	12	11
30	в слове	5	11
31	не может	19	11
32	словом и	3	10
33	что они	6	10
34	слова и	10	10
35	по своему	3	9
36	тому что	2	9
37	в самом	8	9
38	в сущности	11	9
39	тем что	4	9
40	в себе	6	9
41	то же	14	8
42	сказать что	2	8
43	что он	23	8
44	той же	2	8
45	только в	6	8
46	самого начала	8	7
47	к тому	5	7
48	прежде всего	15	7
49	с самого	8	7
50	может быть	19	7
51	и к	12	7
52	и то	3	7
53	вопрос о	2	6
54	по отношению	5	6
55	как на	2	6
56	мы должны	5	6
57	как бы	27	6
58	в ее	3	6
59	и что	5	6
60	было бы	2	6
61	и слова	2	6
62	во всех	2	6
63	все эти	4	6
64	все же	7	6
65	самом деле	13	6
66	а не	9	6
67	что это	5	6
68	слова в	7	5
69	на вопрос	4	5
70	с этой	2	5
71	как она	2	5
72	что с	3	5
73	до конца	3	5
74	если бы	4	5
75	в виду	3	5
76	в целом	5	5
77	и с	15	5
78	в начале	4	5
79	бы в	3	5
80	с тем	5	5
81	отношению к	6	5
82	только что	3	5
83	слова как	2	5
84	и для	8	5
85	не менее	3	4
86	никогда не	8	4
87	что у	6	4
88	с другой	4	4
89	и от	5	4
90	в конце	5	4
91	в такой	3	4
92	так что	5	4
93	в котором	3	4
94	и наконец	5	4
95	друг друга	2	4
96	слова с	3	4
97	и во	3	4
98	в его	22	4
99	о том	2	4
100	но в	16	4
101	о чем	2	4
102	еще не	4	4
103	как в	4	4
104	это и	2	4
105	что оно	2	4
106	в той	2	4
107	не в	9	4
108	и только	2	4
109	показать что	2	4
110	я не	7	3
111	друг другу	4	3
112	для этого	3	3
113	мысль и	2	3
114	все это	16	3
115	это не	5	3
116	и речь	2	3
117	тем не	2	3
118	но это	4	3
119	такой же	3	3
120	для него	13	3
121	мог бы	2	3
122	совпадает с	2	3
123	в ней	3	3
124	смысле этого	2	3
125	не является	2	3
126	его с	4	3
127	мы видели	3	3
128	как к	4	3
129	но только	2	3
130	он не	15	3
131	нуждается в	3	3
132	мы уже	6	3
133	с ним	8	3
134	были бы	2	3
135	к другому	20	3
136	по себе	3	3
137	мы остановимся	4	3
138	во всем	3	3
139	в то	12	3
140	но не	4	3
141	в одной	3	3
142	и потому	2	3
143	этого слова	7	3
144	в этот	2	3
145	нет и	3	3
146	что и	5	3
147	в своей	3	3
148	так и	6	3
149	только на	4	3
150	как раз	4	3
151	на самом	11	3
152	и слово	8	3
153	к нему	14	3
154	отличается от	2	3
155	с другими	4	3
156	между двумя	2	3
157	в чем	5	3
158	уже в	3	2
159	себя и	8	2
160	его и	3	2
161	друг с	2	2
162	столь же	2	2
163	что все	4	2
164	его к	3	2
165	входит в	2	2
166	мы знаем	2	2
167	ни в	4	2
168	на одно	2	2
169	что его	3	2
170	мы и	2	2
171	его мысль	4	2
172	в большинстве	2	2
173	на его	4	2
174	не мог	5	2
175	но для	3	2
176	все те	2	2
177	один из	2	2
178	в нем	19	2
179	есть только	3	2
180	с ее	3	2
181	отношение к	6	2
182	которых мы	2	2
183	лишь в	5	2
184	как слово	2	2
185	как такового	3	2
186	должно быть	3	2
187	слово не	2	2
188	а в	5	2
189	тенденция к	2	2
190	самим собой	6	2
191	в которых	2	2
192	но он	3	2
193	но этот	2	2
194	его в	4	2
195	с которыми	2	2
196	большинстве случаев	3	2
197	перед вами	2	2
198	и свой	2	2
199	признать что	2	2
200	во время	2	2
201	с этим	2	2
202	и другого	3	2
203	вовсе не	11	2
204	раз в	2	2
205	то в	2	2
206	но именно	2	2
207	со всеми	2	2
208	бы с	2	2
209	наконец в	3	2
210	к ней	2	2
211	как для	2	2
212	и делает	2	2
213	даже в	5	2
214	благодаря этому	2	2
215	что же	8	2
216	находится в	2	2
217	в отношении	9	2
218	в отличие	2	2
219	но с	2	2
220	она в	2	2
221	что не	7	2
222	и он	2	2
223	во всяком	5	2
224	и ее	2	2
225	с другим	11	2
226	с другом	2	2
227	которые в	2	2
228	отличие от	2	2
229	ничего не	4	2
