N	2gram	Voloshinov_1	FransuaR
1	и в	13	29
2	таким образом	6	20
3	и не	8	16
4	и все	3	13
5	как и	3	12
6	и т.п	7	12
7	но в	4	12
8	так и	3	11
9	в этом	2	11
10	то же	4	10
11	мы уже	2	10
12	не только	6	10
13	вовсе не	2	9
14	но и	3	9
15	все эти	2	9
16	прежде всего	9	8
17	в его	7	8
18	и его	12	8
19	как бы	6	8
20	в них	2	7
21	еще и	4	7
22	так же	2	7
23	в том	2	7
24	так как	3	7
25	своего рода	2	6
26	в нем	2	5
27	в своей	4	5
28	связанные с	2	4
29	и др	2	4
30	то что	6	4
31	все это	4	4
32	с помощью	2	4
33	с другой	2	4
34	тела и	3	4
35	связана с	3	4
36	тем что	2	4
37	точки зрения	7	4
38	в которой	3	4
39	превращается в	3	3
40	самого начала	2	3
41	в ее	3	3
42	все же	5	3
43	с самого	2	3
44	том что	2	3
45	мы видим	2	3
46	мы можем	4	3
47	слов и	4	3
48	тот же	2	3
49	и их	7	3
50	другой стороны	2	3
51	при этом	2	3
52	роль в	2	3
53	с ними	2	3
54	в ней	2	3
55	в себе	3	3
56	там где	2	3
57	нужно отметить	2	3
58	в чем	2	3
59	уже в	2	2
60	связанных с	2	2
61	форм и	2	2
62	но мы	4	2
63	а как	2	2
64	к тому	2	2
65	и к	2	2
66	да и	3	2
67	соответствии с	2	2
68	что они	2	2
69	одной стороны	2	2
70	не может	8	2
71	может быть	8	2
72	никогда не	3	2
73	а также	2	2
74	и для	3	2
75	как в	2	2
76	в их	3	2
77	не на	2	2
78	с одной	2	2
79	от всех	2	2
80	и эта	5	2
81	и наконец	5	2
82	с точки	5	2
83	не столько	3	2
84	не мог	2	2
85	в своих	2	2
86	и то	3	2
87	и при	2	2
88	только в	6	2
89	нет ничего	2	2
