N	2gram	Tiupa_Narr_2	Dialekti
1	и не	14	30
2	и т	2	21
3	и в	13	18
4	ничего не	6	17
5	может быть	10	17
6	точки зрения	5	17
7	в нем	5	16
8	не имеет	2	15
9	а не	17	14
10	потому что	2	14
11	что в	4	13
12	то что	8	13
13	не только	26	13
14	и даже	3	13
15	если бы	4	12
16	было бы	2	12
17	и что	2	12
18	с точки	2	12
19	в этом	13	12
20	не может	8	12
21	что это	4	11
22	что он	5	11
23	как бы	6	11
24	в себе	8	11
25	прежде всего	6	10
26	несмотря на	2	10
27	то же	4	10
28	сказать что	3	10
29	никогда не	6	9
30	отнюдь не	4	9
31	это не	3	9
32	в том	14	9
33	так и	9	9
34	том что	13	9
35	стало быть	2	9
36	но это	2	8
37	вовсе не	2	7
38	но и	15	7
39	что она	2	7
40	той или	3	7
41	с другой	5	6
42	можно сказать	6	6
43	да и	3	6
44	хотя бы	2	6
45	никак не	3	6
46	не в	8	6
47	в то	5	6
48	в чем	2	6
49	с ним	4	6
50	но в	6	6
51	я не	5	5
52	он сам	2	5
53	в своем	6	5
54	на то	2	5
55	говорит о	2	5
56	а потом	2	5
57	все же	6	5
58	и он	2	5
59	а в	9	5
60	можно было	2	5
61	говорить о	2	5
62	и более	2	4
63	в конце	4	4
64	к тому	9	4
65	быть может	2	4
66	об этом	4	4
67	но не	3	4
68	же время	3	4
69	не могу	2	4
70	хотя и	5	4
71	в котором	5	4
72	так же	2	4
73	как раз	3	4
74	собственно говоря	2	4
75	к ней	3	4
76	о том	5	4
77	как он	2	4
78	как это	4	4
79	тому что	3	3
80	точку зрения	3	3
81	должна быть	2	3
82	не является	4	3
83	или иной	3	3
84	что и	2	3
85	что я	3	3
86	что они	3	3
87	он не	5	3
88	в его	6	3
89	один из	3	3
90	жизни и	4	3
91	только на	2	3
92	в самом	2	3
93	на самом	2	3
94	самом деле	3	3
95	только что	2	3
96	в данном	10	3
97	в ней	2	3
98	только в	11	3
99	и все	4	3
100	бы в	2	3
101	в сознании	2	3
102	как у	4	2
103	не менее	4	2
104	того что	6	2
105	же как	2	2
106	именно в	2	2
107	в виде	2	2
108	в частности	11	2
109	в качестве	14	2
110	и состоит	2	2
111	как в	5	2
112	с этой	3	2
113	из этих	2	2
114	точно так	2	2
115	и другого	2	2
116	себе самом	2	2
117	в мире	4	2
118	как и	4	2
119	эти два	2	2
120	как о	2	2
121	тому же	4	2
122	для него	4	2
123	еще не	2	2
124	одной стороны	5	2
125	о чем	2	2
126	о своем	2	2
127	вслед за	6	2
128	себе и	2	2
129	в него	2	2
130	тем более	2	2
131	в своей	4	2
132	в современной	2	2
133	со стороны	6	2
134	т п	2	2
135	а с	2	2
136	этом отношении	3	2
137	с одной	5	2
138	все эти	3	2
139	мы имеем	3	2
140	уже не	4	2
141	и у	4	2
142	и для	3	2
143	с ними	3	2
144	может оказаться	2	2
145	то и	3	2
146	в другом	4	2
147	я в	5	2
148	и внутреннего	2	2
149	которая не	2	2
