N	2gram	Bakhtin_Pr_2	slovoVRo
1	в романе	3	46
2	и в	45	39
3	может быть	18	37
4	и его	8	33
5	то есть	50	26
6	не только	16	24
7	и не	42	22
8	но и	15	21
9	не может	24	20
10	в нем	20	19
11	до конца	7	17
12	все это	5	16
13	в этом	20	16
14	так и	3	15
15	а не	10	14
16	слова в	4	13
17	как в	4	13
18	в пределах	4	13
19	в процессе	2	13
20	во всех	4	12
21	в истории	2	11
22	художественного изображения	3	11
23	слово в	3	11
24	чужое слово	3	10
25	вовсе не	7	10
26	не в	8	9
27	и с	7	9
28	прежде всего	11	8
29	себя в	2	8
30	таким образом	11	8
31	точки зрения	19	8
32	с его	8	7
33	при этом	2	7
34	для него	9	7
35	еще не	9	7
36	европейского романа	3	7
37	в его	22	7
38	как бы	15	7
39	никогда не	17	7
40	в этих	4	7
41	и потому	6	7
42	и даже	3	7
43	как мы	8	7
44	могут быть	4	7
45	о слове	2	7
46	с ним	8	7
47	человек в	3	6
48	в них	4	6
49	и к	2	6
50	все же	4	6
51	как и	14	6
52	в своем	5	6
53	но не	6	6
54	в большинстве	2	6
55	она не	5	6
56	в сущности	7	6
57	жизни и	15	6
58	там где	6	6
59	все эти	4	6
60	чужих слов	2	6
61	так сказать	7	6
62	но в	6	6
63	это не	3	5
64	и для	2	5
65	романа и	4	5
66	по себе	8	5
67	том что	7	5
68	но все	4	5
69	или иной	3	5
70	только в	9	5
71	в том	8	5
72	например в	2	5
73	и их	6	5
74	той или	3	5
75	один из	2	5
76	слово и	2	5
77	человека в	5	5
78	уже не	6	5
79	с ними	4	5
80	от него	3	5
81	романа в	5	5
82	героя и	7	5
83	конечно не	6	5
84	большинстве случаев	2	5
85	не менее	2	4
86	поэтому и	3	4
87	и др	4	4
88	себя и	2	4
89	и мир	5	4
90	ни в	2	4
91	отношению к	8	4
92	же время	3	4
93	зависимости от	3	4
94	одна из	3	4
95	в смысле	2	4
96	на почве	4	4
97	в зависимости	3	4
98	сливается с	4	4
99	по отношению	8	4
100	для этого	3	4
101	входит в	9	4
102	отношения к	2	4
103	в чужом	2	4
104	то же	5	4
105	и других	3	4
106	в той	3	4
107	в таком	3	4
108	а в	3	4
109	с другими	7	4
110	и на	7	4
111	в основе	2	4
112	даже и	2	4
113	в то	5	4
114	отношение к	8	4
115	его в	3	4
116	здесь не	2	4
117	так как	5	4
118	перед нами	4	3
119	что в	6	3
120	точку зрения	5	3
121	материал в	2	3
122	хотя бы	5	3
123	и от	3	3
124	отметить что	2	3
125	человека и	2	3
126	должна быть	3	3
127	в романах	8	3
128	здесь в	2	3
129	сама по	5	3
130	что и	5	3
131	точек зрения	3	3
132	но это	2	3
133	него нет	3	3
134	у него	6	3
135	и как	2	3
136	с их	4	3
137	как к	2	3
138	в ней	7	3
139	к нему	11	3
140	в некоторых	2	3
141	бы и	3	3
142	в контексте	2	3
143	этом отношении	2	3
144	лишь в	2	3
145	героя в	5	3
146	идеологического творчества	2	3
147	с точки	9	3
148	рядом с	3	3
149	связан с	2	3
150	сказать что	5	3
151	сознание и	4	3
152	еще раз	3	3
153	в особенности	2	3
154	в чем	2	3
155	авантюрного романа	3	3
156	как это	2	3
157	в чисто	2	3
158	иной степени	2	3
159	а лишь	3	2
160	и затем	2	2
161	уже в	4	2
162	не был	2	2
163	не было	2	2
164	в сфере	2	2
165	и более	2	2
166	и другие	4	2
167	хотя и	2	2
168	в нашем	2	2
169	этого жанра	3	2
170	его и	3	2
171	жизни в	2	2
172	того как	3	2
173	конечно в	2	2
174	рождается и	2	2
175	в себе	5	2
176	и здесь	2	2
177	что он	7	2
178	его художественного	4	2
179	с ее	3	2
180	в дальнейшем	2	2
181	с авторским	4	2
182	более того	5	2
183	и оно	2	2
184	на протяжении	3	2
185	х годов	2	2
186	мы сказали	3	2
187	и слово	6	2
188	за всеми	2	2
189	все что	3	2
190	мы уже	3	2
191	в диалогах	2	2
192	предшествующей главе	3	2
193	за пределы	5	2
194	дело идет	6	2
195	диалог в	2	2
196	с одним	2	2
197	о нем	6	2
198	даже в	6	2
199	изображения и	2	2
200	и особенно	2	2
201	точка зрения	7	2
202	в предшествующей	3	2
203	сих пор	2	2
204	на его	5	2
205	мы видели	3	2
206	то что	5	2
207	его романах	4	2
208	романа но	2	2
209	подчеркнуть что	3	2
210	те же	2	2
211	все они	4	2
212	на него	2	2
213	а именно	3	2
214	в их	4	2
215	и внутренне	2	2
216	в форме	2	2
217	не излагает	2	2
218	всем этим	2	2
219	художественной прозы	4	2
220	смысл его	2	2
221	именно в	3	2
222	на них	2	2
223	на материале	3	2
224	авторским словом	2	2
225	они не	2	2
226	и художественно	2	2
227	и т.п	6	2
228	как слово	5	2
229	авантюрный роман	2	2
230	одним из	3	2
231	или в	2	2
232	на мир	2	2
233	людей и	2	2
234	конечно и	2	2
235	в результате	3	2
236	автора и	2	2
237	как особый	2	2
238	он не	9	2
239	далеко не	4	2
240	но как	2	2
241	не знает	4	2
242	может стать	2	2
243	о том	3	2
244	как он	4	2
245	зрения на	5	2
246	которые в	2	2
247	в области	2	2
248	это очень	2	2
249	в одном	6	2
250	до сих	2	2
