N	2gram	Bakhtin_Pr_3	Hudozhes
1	и в	53	28
2	в рассказе	2	21
3	том что	5	19
4	в ее	3	18
5	и не	15	18
6	своего рода	3	16
7	в том	14	15
8	а не	11	14
9	не в	2	13
10	в этом	8	13
11	о том	2	12
12	перед нами	5	11
13	как и	11	11
14	при этом	3	11
15	в его	8	11
16	не только	4	11
17	но и	7	9
18	в себе	5	9
19	в жизни	8	8
20	что он	4	8
21	может быть	12	8
22	так и	6	8
23	между тем	2	8
24	я не	4	7
25	жизни в	3	7
26	и все	10	7
27	в мире	5	7
28	по отношению	2	7
29	с ним	2	7
30	как это	2	7
31	казалось бы	3	6
32	это не	6	6
33	можно сказать	8	6
34	то что	9	6
35	жизни и	9	6
36	в своей	3	6
37	человеческой жизни	3	6
38	то же	6	6
39	не было	4	6
40	а в	2	6
41	и с	6	6
42	тем что	2	6
43	в то	5	6
44	с его	2	5
45	что это	2	5
46	и другие	9	5
47	не менее	3	5
48	как бы	14	5
49	как в	7	5
50	да и	2	5
51	что в	2	5
52	в самом	2	5
53	наряду с	5	5
54	никогда не	2	5
55	и его	10	5
56	жизни как	4	5
57	ничего не	6	5
58	тем не	2	4
59	говорит о	2	4
60	но не	5	4
61	же время	5	4
62	он не	3	4
63	что и	3	4
64	и уже	2	4
65	не может	2	4
66	человека в	3	4
67	как будто	2	4
68	только в	4	4
69	а между	2	4
70	в них	2	3
71	характерно что	2	3
72	с другой	2	3
73	о себе	2	3
74	человека и	7	3
75	к себе	6	3
76	прежде всего	15	3
77	в нем	10	3
78	и ее	6	3
79	в соответствии	2	3
80	это была	2	3
81	есть и	2	3
82	еще не	5	3
83	было бы	5	3
84	этого произведения	3	3
85	несмотря на	2	3
86	одной из	4	3
87	во сне	5	3
88	в ней	7	3
89	мы уже	5	3
90	в этих	5	3
91	все это	8	3
92	не могу	3	3
93	уже отмечали	2	3
94	с другими	3	3
95	для других	2	3
96	и на	18	3
97	соответствии с	2	3
98	на ее	2	3
99	как он	2	3
100	и это	3	3
101	все его	2	3
102	в основе	5	2
103	это был	2	2
104	место в	2	2
105	он сам	4	2
106	жизни на	2	2
107	прежде чем	2	2
108	себя и	2	2
109	мысли о	2	2
110	за него	2	2
111	именно в	2	2
112	и от	3	2
113	в духе	8	2
114	вовсе не	3	2
115	как мы	5	2
116	тому же	2	2
117	что я	2	2
118	одна из	7	2
119	как у	5	2
120	на пороге	10	2
121	они и	2	2
122	его характера	2	2
123	и к	5	2
124	а также	4	2
125	до сих	5	2
126	один из	6	2
127	это было	3	2
128	отношение к	6	2
129	из них	4	2
130	вместе с	2	2
131	сих пор	5	2
132	здесь не	4	2
133	других в	2	2
134	в двух	2	2
135	жизнь в	2	2
136	и у	7	2
137	между ними	2	2
138	хотя бы	2	2
139	и для	4	2
140	с точки	2	2
141	той же	5	2
142	сказать что	10	2
143	потому что	5	2
144	точки зрения	4	2
145	самим собою	4	2
146	с самим	5	2
147	говорить о	2	2
148	и т.д	2	2
149	его в	2	2
150	нет ничего	2	2
151	но в	5	2
152	а для	2	2
