N	2gram	Potebnia_M_2	Istorich
1	и т	6	27
2	и в	24	26
3	т д	3	24
4	так же	2	18
5	то что	20	16
6	не только	15	15
7	что в	16	14
8	может быть	23	14
9	но и	9	12
10	между двумя	6	12
11	что он	4	10
12	так и	5	10
13	таким образом	11	10
14	и его	2	10
15	что и	11	9
16	все же	5	9
17	и не	19	9
18	его в	3	9
19	так как	10	9
20	мы знаем	2	8
21	то же	12	8
22	а в	8	8
23	в этих	3	7
24	превращается в	2	7
25	во время	4	7
26	как и	7	7
27	как в	10	7
28	их в	2	7
29	в этом	8	7
30	мы видим	2	6
31	что они	5	6
32	еще не	4	6
33	вместе с	11	6
34	не может	12	6
35	а не	18	6
36	и то	3	6
37	потому что	49	6
38	мы можем	12	6
39	могут быть	8	6
40	как он	4	6
41	у него	2	5
42	и как	6	5
43	это не	3	5
44	точно так	9	5
45	в одном	6	5
46	к этому	2	5
47	но все	2	5
48	но не	12	5
49	и только	6	5
50	в его	2	5
51	и у	3	5
52	до сих	4	5
53	то это	3	5
54	сих пор	4	5
55	в некоторых	4	5
56	и что	4	5
57	уже не	4	5
58	и по	2	5
59	не в	13	5
60	с ними	3	5
61	тем что	7	5
62	и здесь	2	5
63	в другом	2	5
64	мы должны	2	5
65	но в	4	5
66	с другой	6	4
67	вовсе не	9	4
68	вопрос о	2	4
69	такое же	2	4
70	все что	3	4
71	указывает на	2	4
72	некоторых случаях	2	4
73	другой стороны	2	4
74	так в	4	4
75	тогда как	10	4
76	того как	7	4
77	его на	2	4
78	но он	2	4
79	о том	5	4
80	прибавить что	2	4
81	только что	3	3
82	на вопрос	3	3
83	что ни	2	3
84	что у	2	3
85	из этих	4	3
86	не сразу	2	3
87	же в	5	3
88	для нас	31	3
89	в том	18	3
90	том что	8	3
91	и других	2	3
92	но это	3	3
93	и при	3	3
94	во всем	2	3
95	при этом	13	3
96	связанные с	2	3
97	и если	4	3
98	например в	3	3
99	относится к	3	3
100	как бы	9	3
101	все эти	2	3
102	на то	5	3
103	но мы	3	3
104	на него	3	3
105	что она	3	3
106	только тогда	3	3
107	не на	2	3
108	или же	7	3
109	как это	2	3
110	те же	3	3
111	между ними	2	3
112	не имеет	6	3
113	есть только	6	3
114	или в	2	3
115	связи с	6	3
116	что мы	11	3
117	только в	11	3
118	там где	4	3
119	уже в	5	2
120	не могут	7	2
121	они имеют	2	2
122	случаи когда	2	2
123	с тем	4	2
124	не менее	5	2
125	и есть	2	2
126	никогда не	4	2
127	смысле этого	3	2
128	и во	3	2
129	с этим	7	2
130	и все	3	2
131	этого не	2	2
132	главным образом	4	2
133	по себе	15	2
134	и тем	3	2
135	тем не	6	2
136	так что	10	2
137	такого же	2	2
138	есть в	2	2
139	одна из	4	2
140	от него	4	2
141	от них	3	2
142	на этом	2	2
143	не дает	2	2
144	после того	2	2
145	и тот	2	2
146	было бы	13	2
147	том как	3	2
148	если бы	11	2
149	между прочим	4	2
150	у нас	2	2
151	хотя и	3	2
152	указывают на	2	2
153	что на	3	2
154	хотя бы	2	2
155	в нем	9	2
156	не есть	6	2
157	в целом	3	2
158	из них	5	2
159	от того	5	2
160	и их	5	2
161	все это	2	2
162	что это	3	2
163	в языке	3	2
164	что есть	2	2
165	связь между	2	2
166	в связи	2	2
167	в других	4	2
168	и наоборот	5	2
169	и они	2	2
170	того что	7	2
171	и на	8	2
172	сказать что	2	2
173	или от	2	2
174	даже и	2	2
175	его с	2	2
176	в себе	10	2
177	во все	2	2
178	этого слова	6	2
179	то мы	2	2
180	так например	3	2
