N	2gram	Savitsky_E_1	Myshleni
1	в этом	12	29
2	точки зрения	23	28
3	и в	37	26
4	не только	18	24
5	то что	6	24
6	таким образом	2	23
7	с точки	17	21
8	представляет собой	3	19
9	того чтобы	6	19
10	в том	11	18
11	и не	14	18
12	для того	6	18
13	том что	6	17
14	потому что	3	16
15	как и	7	15
16	того что	7	14
17	так же	9	14
18	так как	7	14
19	как мы	5	14
20	что в	21	12
21	вместе с	2	12
22	но и	14	11
23	не может	9	11
24	по своей	2	10
25	в развитии	2	10
26	по своему	7	9
27	в самом	4	9
28	по сравнению	2	9
29	тем что	3	9
30	в себе	9	9
31	же как	5	8
32	то же	15	8
33	сказать что	4	8
34	сравнению с	2	8
35	ее в	3	8
36	тем самым	5	8
37	только в	9	8
38	к тому	8	7
39	представление о	2	7
40	прежде всего	9	7
41	может быть	6	7
42	и к	3	7
43	мы не	4	7
44	и то	2	7
45	в какой	2	6
46	вопрос о	4	6
47	в смысле	9	6
48	нас к	2	6
49	и тем	3	6
50	именно в	4	6
51	заключается в	2	6
52	как на	3	6
53	мы должны	2	6
54	как бы	6	6
55	между собой	2	6
56	в ее	8	6
57	и что	2	6
58	было бы	8	6
59	во всех	6	6
60	а не	2	6
61	что это	2	6
62	с этой	6	5
63	можно сказать	4	5
64	на всем	4	5
65	одной стороны	8	5
66	если бы	2	5
67	во второй	3	5
68	данном случае	2	5
69	с одной	8	5
70	и с	2	5
71	себе в	3	5
72	бы в	2	5
73	как это	4	5
74	с тем	3	5
75	тогда когда	2	5
76	из всех	3	5
77	в силу	2	5
78	в качестве	14	5
79	она не	2	5
80	в процессе	4	5
81	в направлении	4	5
82	и для	3	5
83	в данном	3	5
84	не могут	2	4
85	никогда не	3	4
86	с другой	7	4
87	и от	3	4
88	не можем	2	4
89	на то	6	4
90	имеет место	2	4
91	в котором	2	4
92	если в	2	4
93	целый ряд	2	4
94	этой точки	5	4
95	и наконец	2	4
96	и во	2	4
97	в его	2	4
98	о том	3	4
99	но в	14	4
100	стороны и	6	4
101	чем в	4	4
102	одной из	5	4
103	не есть	2	4
104	как в	3	4
105	в той	5	4
106	не в	5	4
107	и только	3	4
108	в области	11	4
109	но также	2	3
110	такой же	2	3
111	есть в	2	3
112	очевидно что	3	3
113	мог бы	2	3
114	в ней	4	3
115	между ними	2	3
116	не является	3	3
117	мы видели	3	3
118	отношений между	2	3
119	этом отношении	3	3
120	во втором	2	3
121	и по	5	3
122	имеет в	2	3
123	он не	2	3
124	что эти	2	3
125	не означает	2	3
126	по себе	4	3
127	есть не	2	3
128	приводит нас	2	3
129	в то	16	3
130	но не	5	3
131	и потому	5	3
132	что и	3	3
133	в своей	8	3
134	так и	10	3
135	из того	2	3
136	к нему	2	3
137	мы видим	2	3
138	с другими	2	3
139	мы можем	3	3
140	в этой	2	3
141	и наиболее	2	2
142	что если	2	2
143	известном смысле	3	2
144	можно ли	3	2
145	в этих	2	2
146	друг с	3	2
147	столь же	5	2
148	что все	2	2
149	что на	2	2
150	для нас	4	2
151	свою очередь	2	2
152	в большинстве	2	2
153	в свою	3	2
154	несмотря на	4	2
155	или в	2	2
156	но если	5	2
157	друг от	2	2
158	только одно	2	2
159	всего в	2	2
160	в их	11	2
161	и других	2	2
162	нашему мнению	2	2
163	не имеет	4	2
164	а в	2	2
165	в своих	2	2
166	также и	7	2
167	в которых	3	2
168	в определенном	3	2
169	большинстве случаев	3	2
170	в известном	3	2
171	с этим	2	2
172	в случае	2	2
173	вовсе не	6	2
174	идет о	3	2
175	то в	4	2
176	но именно	2	2
177	этот факт	3	2
178	от друга	2	2
179	наряду с	2	2
180	только к	2	2
181	время в	3	2
182	к ней	4	2
183	даже в	4	2
184	ее от	2	2
185	что же	2	2
186	по своим	3	2
187	на основании	2	2
188	во всей	2	2
189	в отношении	32	2
190	которого мы	2	2
191	но с	2	2
192	она в	3	2
193	ко всему	2	2
194	можно было	3	2
195	во всяком	3	2
196	в психологии	3	2
197	могут быть	2	2
198	с другом	3	2
