N	2gram	Tiupa_Narr_1	Analitik
1	в тексте	13	24
2	тогда как	10	19
3	в этом	12	18
4	в частности	14	16
5	и в	11	16
6	не только	31	16
7	так и	5	15
8	как и	13	14
9	в том	8	12
10	своего рода	10	12
11	но и	27	12
12	внутреннего зрения	2	12
13	и не	23	12
14	том что	7	12
15	в качестве	14	11
16	иначе говоря	8	11
17	как бы	6	10
18	при этом	19	10
19	в эпизоде	4	10
20	а не	13	10
21	в пределах	2	9
22	лишь в	3	9
23	и даже	2	9
24	в этой	6	9
25	ничего не	2	9
26	то есть	9	9
27	в данном	11	8
28	отнюдь не	2	8
29	состоит в	10	8
30	в целом	3	8
31	и т.п	8	8
32	представляет собой	8	8
33	всего лишь	3	8
34	к тому	6	7
35	в себе	6	7
36	то что	9	7
37	особенно в	2	7
38	о том	4	7
39	а также	6	7
40	с другой	2	6
41	текста в	3	6
42	в самом	6	6
43	в мире	4	6
44	и на	5	6
45	может быть	15	6
46	как это	3	6
47	но в	7	6
48	данном случае	8	5
49	на себя	4	5
50	не менее	3	4
51	в своем	3	4
52	столь же	5	4
53	в конце	2	4
54	в поле	3	4
55	можно сказать	5	4
56	у него	7	4
57	о его	2	4
58	в ходе	3	4
59	уже не	8	4
60	тому же	6	4
61	не в	6	4
62	но не	4	4
63	тем самым	5	4
64	для него	4	4
65	как правило	5	4
66	в сущности	2	4
67	имеет место	4	4
68	и является	2	4
69	времени в	2	4
70	и тем	4	4
71	отношению к	3	4
72	как в	4	4
73	как раз	6	4
74	по отношению	3	4
75	не может	8	4
76	и его	10	4
77	то же	8	4
78	хотя и	4	4
79	между двумя	5	4
80	точки зрения	5	4
81	только в	12	4
82	в сознании	4	4
83	казалось бы	2	3
84	никогда не	4	3
85	в нашем	3	3
86	что касается	2	3
87	одного из	6	3
88	прежде всего	4	3
89	или иной	4	3
90	при всей	3	3
91	что на	4	3
92	ему в	2	3
93	тем не	3	3
94	не мог	6	3
95	высказывания в	2	3
96	обращает на	3	3
97	имеем дело	2	3
98	мы имеем	3	3
99	ни о	2	3
100	в центре	3	3
101	в речи	4	3
102	или в	6	3
103	той или	5	3
104	повествования и	3	3
105	на две	2	3
106	себя внимание	3	3
107	из них	4	3
108	в первой	2	3
109	со стороны	8	3
110	только на	2	3
111	если бы	7	3
112	этом отношении	3	3
113	именно в	3	3
114	главного героя	3	3
115	а в	13	3
116	как мы	2	3
117	тому как	3	3
118	с ними	2	3
119	являет собой	4	3
120	и то	3	3
121	в результате	2	3
122	ключ к	2	3
123	подобно тому	3	3
124	я в	2	3
125	как будто	3	3
126	сводится к	3	3
127	и т.д	6	3
128	едва ли	3	3
129	в конечном	3	3
130	и все	3	3
131	художественного высказывания	2	2
132	встречи с	2	2
133	классического реализма	2	2
134	того что	4	2
135	речь идет	3	2
136	тот кто	2	2
137	в одном	4	2
138	в случае	2	2
139	по себе	4	2
140	на то	2	2
141	или напротив	3	2
142	отличие от	2	2
143	в соответствии	5	2
144	соответствии с	4	2
145	присутствия в	3	2
146	все что	2	2
147	же время	4	2
148	что в	3	2
149	она не	2	2
150	еще не	4	2
151	о чем	4	2
152	такого рода	10	2
153	один голос	2	2
154	в своей	5	2
155	речь самого	2	2
156	в обоих	2	2
157	не о	2	2
158	в роли	2	2
159	еще в	3	2
160	один из	6	2
161	это было	2	2
162	с ее	2	2
163	себя в	2	2
164	картины мира	3	2
165	в отличие	2	2
166	вместе с	2	2
167	дело не	2	2
168	ли не	2	2
169	во времени	9	2
170	другой стороны	2	2
171	внимание на	4	2
172	и стал	2	2
173	за пределами	2	2
174	и он	6	2
175	не имеет	2	2
176	и для	2	2
177	роль в	2	2
178	в таком	2	2
179	никак не	2	2
180	между тем	3	2
181	самого рассказывания	2	2
182	он не	3	2
183	он и	2	2
184	с позиции	4	2
185	к его	2	2
186	на протяжении	7	2
187	в то	4	2
188	повествования в	3	2
189	в его	6	2
190	жизни но	2	2
191	представляют собой	3	2
192	в этих	2	2
193	в произведении	2	2
194	в кадры	2	2
195	сказать что	2	2
196	с ним	2	2
197	текста как	2	2
198	стало быть	3	2
199	о своей	2	2
