N	2gram	Vygotskiy__2	Tvorches
1	и в	32	21
2	как бы	6	17
3	в то	5	15
4	в его	2	13
5	то же	13	13
6	что в	20	12
7	как и	10	12
8	же время	2	12
9	то есть	21	12
10	с его	2	11
11	том что	21	11
12	в романе	2	10
13	все это	5	10
14	как в	9	8
15	он не	6	8
16	то что	21	8
17	в свою	3	7
18	в том	37	7
19	при этом	13	7
20	не только	12	7
21	и не	10	7
22	и на	5	7
23	но в	3	7
24	что он	13	6
25	и все	4	6
26	не менее	8	6
27	а в	4	6
28	и его	7	6
29	в этом	13	6
30	о том	6	6
31	в творчестве	4	6
32	отнюдь не	5	5
33	вовсе не	2	5
34	а не	7	5
35	но это	2	5
36	может быть	18	5
37	в этой	6	5
38	все же	4	5
39	таким образом	21	5
40	хотя бы	3	5
41	в своих	9	5
42	потому что	21	5
43	как будто	7	5
44	только в	7	5
45	та же	3	4
46	и как	7	4
47	в целом	4	4
48	из всех	2	4
49	конечном счете	3	4
50	не имеют	2	4
51	в конечном	3	4
52	один из	3	4
53	в своей	3	4
54	не может	17	4
55	это не	2	4
56	и от	2	4
57	не существует	2	3
58	место в	2	3
59	никогда не	9	3
60	с другой	3	3
61	что все	9	3
62	в каждом	2	3
63	представление о	3	3
64	это в	2	3
65	действительной жизни	3	3
66	говорит о	2	3
67	с ее	3	3
68	но не	2	3
69	на его	2	3
70	в самом	12	3
71	той же	8	3
72	в нем	4	3
73	и т	10	3
74	жизни и	4	3
75	но и	10	3
76	в их	3	3
77	и других	3	3
78	на самом	5	3
79	он говорит	5	3
80	того что	8	3
81	и даже	5	3
82	не так	2	3
83	и по	4	3
84	так же	18	3
85	в которой	2	3
86	и с	4	3
87	приходит к	3	3
88	ту же	4	3
89	далеко не	5	3
90	так как	12	3
91	ни на	3	3
92	в основе	11	2
93	такой же	7	2
94	зависит от	2	2
95	все более	2	2
96	в частности	3	2
97	в этих	2	2
98	на том	2	2
99	точно так	3	2
100	в жизни	4	2
101	согласии с	3	2
102	есть не	4	2
103	что и	17	2
104	что его	5	2
105	об этом	3	2
106	так что	3	2
107	не в	8	2
108	в глаза	2	2
109	того же	2	2
110	до конца	3	2
111	в нашей	3	2
112	тот же	6	2
113	из них	4	2
114	к тому	7	2
115	только на	5	2
116	по самому	3	2
117	в ней	5	2
118	и когда	4	2
119	из себя	2	2
120	в него	2	2
121	когда я	2	2
122	если в	2	2
123	и тем	4	2
124	тем не	4	2
125	когда он	10	2
126	вместе с	2	2
127	данном случае	4	2
128	жизни с	3	2
129	так и	3	2
130	вслед за	5	2
131	и далее	2	2
132	говорит что	7	2
133	как к	3	2
134	и отношений	3	2
135	что для	7	2
136	еще более	3	2
137	мы находим	2	2
138	что она	16	2
139	но только	4	2
140	здесь мы	2	2
141	справедливо указывает	2	2
142	самом деле	16	2
143	что не	3	2
144	и у	2	2
145	и он	3	2
146	отличие от	2	2
147	же с	2	2
148	отказаться от	3	2
149	сказать что	7	2
150	могут быть	4	2
151	но он	3	2
152	в данном	4	2
153	в себе	2	2
154	т п	8	2
155	при помощи	10	2
156	в чем	4	2
157	на деле	8	2
158	значит что	3	2
159	в виду	3	2
