N	2gram	Tiupa_Anal_1	Istorich
1	что он	3	24
2	и т	3	19
3	не только	15	18
4	может быть	29	17
5	никогда не	2	15
6	и в	18	15
7	мы имеем	6	15
8	но и	17	14
9	так как	2	14
10	что в	5	12
11	а в	9	12
12	то что	6	12
13	и не	21	11
14	в этом	13	11
15	то же	9	10
16	еще не	3	9
17	все же	4	9
18	в другом	4	9
19	потому что	2	9
20	один из	2	8
21	он не	3	8
22	том что	12	7
23	в нем	3	7
24	вместе с	4	7
25	таким образом	3	7
26	не в	14	7
27	в его	13	6
28	как бы	5	6
29	что и	3	6
30	в том	27	6
31	только в	6	6
32	но в	8	6
33	и есть	3	5
34	прежде всего	6	5
35	к тому	7	5
36	было бы	2	5
37	в котором	3	5
38	так и	4	5
39	не может	22	5
40	а не	17	5
41	к нему	3	5
42	представляет собой	16	5
43	с одной	3	4
44	его и	2	4
45	вопрос о	2	4
46	в этой	5	4
47	при этом	12	4
48	о нем	3	4
49	дело не	3	4
50	не должен	2	4
51	и с	2	4
52	и на	5	4
53	в себе	11	4
54	все эти	2	4
55	в качестве	31	3
56	и его	5	3
57	из этих	2	3
58	одной стороны	3	3
59	о том	5	3
60	отношению к	5	3
61	а именно	3	3
62	в их	5	3
63	по отношению	6	3
64	в себя	6	3
65	того что	4	3
66	роль в	2	3
67	тому как	3	3
68	подобно тому	3	3
69	как будто	3	3
70	что мы	3	3
71	представляют собой	2	3
72	как он	3	3
73	на вопрос	4	2
74	и более	4	2
75	могут быть	4	2
76	себя и	4	2
77	с другой	4	2
78	это не	6	2
79	не столько	2	2
80	на самом	2	2
81	ни в	4	2
82	именно в	4	2
83	как и	13	2
84	в силу	3	2
85	такой же	2	2
86	но не	10	2
87	могла бы	3	2
88	не что	4	2
89	того чтобы	3	2
90	на его	2	2
91	в сущности	6	2
92	см ниже	2	2
93	а также	3	2
94	не все	2	2
95	хотя бы	3	2
96	из них	2	2
97	другой стороны	2	2
98	той же	2	2
99	а с	3	2
100	не просто	2	2
101	не сам	2	2
102	самом деле	2	2
103	тем самым	7	2
104	и по	2	2
105	с другими	4	2
106	и то	2	2
107	состоит в	11	2
108	что иное	5	2
109	будто бы	3	2
110	при помощи	2	2
111	нет ничего	2	2
112	здесь не	2	2
113	в которой	2	2
114	иное как	5	2
115	тому же	4	2
