N	2gram	Vinokur_Ku_1	Marksizm
1	точки зрения	14	34
2	может быть	13	26
3	и не	12	26
4	не может	7	24
5	с точки	9	20
6	и в	24	19
7	и его	5	19
8	таким образом	12	17
9	языка как	5	17
10	в этом	14	16
11	как бы	7	15
12	языка в	12	14
13	прежде всего	9	13
14	языка и	8	13
15	как и	2	12
16	социального общения	3	12
17	и пр	15	12
18	так и	7	11
19	если мы	2	11
20	и для	2	11
21	связи с	7	11
22	в самом	10	10
23	в нем	4	10
24	в слове	2	10
25	самом деле	9	10
26	лишь в	2	9
27	в результате	5	9
28	только в	11	9
29	при этом	6	8
30	в контексте	2	8
31	но и	6	8
32	о языке	8	8
33	до сих	4	8
34	не только	10	8
35	все же	12	8
36	то что	9	8
37	сих пор	4	8
38	в каждом	2	7
39	в связи	3	7
40	все эти	6	7
41	так же	4	7
42	но в	2	7
43	язык как	9	7
44	то же	8	7
45	а не	8	7
46	слова как	3	7
47	с помощью	7	6
48	в смысле	2	6
49	в том	30	6
50	в науке	4	6
51	в пределах	4	6
52	другой стороны	6	6
53	и здесь	3	6
54	того же	4	6
55	в его	12	6
56	и того	2	6
57	так сказать	5	6
58	ничего не	2	6
59	с другой	7	5
60	одного и	2	5
61	именно в	6	5
62	не в	11	5
63	до конца	2	5
64	общения и	2	5
65	конечно не	2	5
66	рядом с	5	5
67	языку как	3	5
68	и потому	4	5
69	и все	2	5
70	вовсе не	10	5
71	по преимуществу	2	5
72	языковых форм	2	5
73	того чтобы	17	5
74	хотя бы	10	5
75	во всяком	5	5
76	ясно что	3	5
77	что в	17	4
78	не менее	7	4
79	вопрос о	2	4
80	в лингвистике	3	4
81	в ней	6	4
82	не является	2	4
83	не столько	2	4
84	а в	5	4
85	и на	4	4
86	тот же	2	4
87	науки о	3	4
88	что слово	3	4
89	с этим	4	4
90	по себе	2	4
91	так называемая	2	4
92	еще не	5	4
93	было бы	15	4
94	язык есть	6	4
95	что же	6	4
96	как в	4	4
97	в языке	8	4
98	язык в	5	4
99	для того	16	4
100	между ними	2	4
101	переход от	4	4
102	в данном	4	4
103	этом отношении	5	3
104	и есть	2	3
105	в какой	6	3
106	или иной	3	3
107	можно сказать	3	3
108	и как	2	3
109	в большинстве	2	3
110	же время	2	3
111	не имеют	3	3
112	на язык	4	3
113	в котором	3	3
114	из них	4	3
115	все это	6	3
116	по отношению	8	3
117	следует что	4	3
118	не было	3	3
119	того что	9	3
120	не имеет	2	3
121	между тем	5	3
122	нуждается в	3	3
123	xix века	5	3
124	в то	2	3
125	смысле этого	3	3
126	не могут	2	3
127	в каком	2	3
128	этом случае	2	3
129	том что	21	3
130	и при	2	3
131	социальной жизни	2	3
132	в сущности	3	3
133	он не	2	3
134	не есть	4	3
135	в первом	3	3
136	в своей	2	3
137	в истории	3	3
138	целый ряд	5	3
139	это и	4	3
140	на самом	2	3
141	сводится к	3	3
142	должны быть	2	3
143	на этот	2	3
144	речи в	4	3
145	но все	2	3
146	речи и	5	3
147	слова и	4	3
148	в которой	6	3
149	в области	7	3
150	должна быть	3	2
151	в частности	4	2
152	никогда не	2	2
153	школы и	2	2
154	тому что	3	2
155	в своем	3	2
156	формы в	2	2
157	что все	2	2
158	его к	3	2
159	слова но	2	2
160	тем не	4	2
161	ни в	2	2
162	свою очередь	3	2
163	иными словами	4	2
164	в свою	3	2
165	одним из	2	2
166	но если	2	2
167	и является	4	2
168	в виду	5	2
169	всяком случае	5	2
170	себе и	2	2
171	подойти к	2	2
172	истории языка	5	2
173	не просто	5	2
174	langue и	4	2
175	во втором	2	2
176	и даже	3	2
177	должно быть	3	2
178	можно было	6	2
179	с этой	2	2
180	же и	2	2
181	из этих	4	2
182	о том	9	2
183	этом смысле	3	2
184	так как	9	2
185	бы в	7	2
186	и с	5	2
187	от этого	2	2
188	и более	2	2
189	по мере	3	2
190	для них	2	2
191	если бы	9	2
192	отсюда следует	2	2
193	к языку	5	2
194	быть в	2	2
195	что он	6	2
196	в себе	3	2
197	что язык	7	2
198	у нас	10	2
199	зависимости от	6	2
200	во все	2	2
201	в качестве	7	2
202	есть лишь	3	2
203	к тому	5	2
204	история языка	7	2
205	этого слова	3	2
206	однако не	6	2
207	не все	2	2
208	что и	4	2
209	отношению к	9	2
210	бы и	2	2
211	как раз	8	2
212	к своему	2	2
213	что не	5	2
214	что такое	6	2
215	и он	3	2
216	той же	3	2
217	в таком	3	2
218	или в	2	2
219	или иначе	2	2
220	языка не	3	2
221	то мы	3	2
222	тем что	8	2
223	там где	4	2
224	как с	2	2
