N	2gram	Medvedev_F_1	Problemy
1	и в	24	35
2	как бы	6	31
3	и не	20	27
4	что он	3	24
5	в его	23	21
6	но в	5	19
7	не может	16	18
8	как и	11	18
9	в нем	14	16
10	то же	10	15
11	и все	6	15
12	но и	7	14
13	для него	3	14
14	может быть	14	14
15	все это	9	14
16	и его	10	14
17	в этом	15	14
18	он не	3	13
19	прежде всего	22	12
20	и с	8	12
21	и к	4	12
22	в пределах	6	11
23	в то	9	11
24	не в	8	10
25	самом деле	6	10
26	же время	8	10
27	не только	7	10
28	то что	8	10
29	в отношении	3	9
30	на самом	7	9
31	ни одного	2	9
32	так и	18	8
33	о мире	2	8
34	все же	3	8
35	как мы	5	8
36	лишь в	8	7
37	так же	4	7
38	а в	6	7
39	и наконец	3	7
40	точки зрения	16	7
41	с ним	2	7
42	с его	4	7
43	вовсе не	10	7
44	еще не	6	7
45	отношению к	4	7
46	отношении к	2	7
47	таким образом	13	7
48	что в	4	6
49	в каждом	3	6
50	к тому	3	6
51	но это	3	6
52	и что	2	6
53	отношение к	3	6
54	в самом	5	6
55	и на	8	6
56	в одном	2	6
57	но не	3	6
58	по отношению	4	6
59	только в	2	6
60	в том	6	5
61	как к	3	5
62	и даже	3	5
63	его с	2	5
64	этого слова	3	5
65	на него	2	5
66	как в	8	5
67	в себе	3	5
68	и это	2	5
69	все время	2	4
70	никогда не	4	4
71	с другой	5	4
72	в мире	4	4
73	но все	2	4
74	до конца	7	4
75	на его	2	4
76	не о	3	4
77	всяком случае	4	4
78	и вот	2	4
79	между тем	2	4
80	говорит он	3	4
81	в эту	2	4
82	его в	3	4
83	бы в	3	4
84	как раз	2	4
85	в них	3	4
86	по себе	5	4
87	во всем	2	4
88	наконец в	3	4
89	еще в	2	4
90	нет и	2	4
91	в своей	11	4
92	только на	5	4
93	а не	10	4
94	во всяком	4	4
95	он в	2	4
96	может войти	2	3
97	то ни	3	3
98	и от	7	3
99	ни было	2	3
100	в общем	3	3
101	дело идет	3	3
102	в него	2	3
103	с ее	7	3
104	бы то	3	3
105	в целом	6	3
106	его и	2	3
107	и со	2	3
108	все эти	6	3
109	того что	5	3
110	должно быть	11	3
111	это не	2	3
112	для других	2	3
113	даже и	2	3
114	под влиянием	2	3
115	с тем	2	3
116	не как	4	3
117	с этим	2	3
118	раз и	2	3
119	в ее	8	3
120	это и	3	3
121	было бы	6	3
122	со всеми	3	3
123	за пределы	2	3
124	во всех	5	3
125	что и	2	3
126	когда он	3	3
127	всего этого	2	3
128	сводится к	3	3
129	уже не	2	3
130	ничего не	2	3
131	так сказать	3	2
132	не менее	11	2
133	в душе	2	2
134	места в	2	2
135	для этого	4	2
136	с этой	4	2
137	за исключением	2	2
138	вопрос о	2	2
139	на всю	2	2
140	ни в	2	2
141	в большинстве	3	2
142	при этом	5	2
143	уже как	2	2
144	к другим	2	2
145	оно должно	3	2
146	на нее	2	2
147	мы видели	2	2
148	в своем	11	2
149	но эта	2	2
150	особенно в	3	2
151	мире а	2	2
152	но для	3	2
153	в ней	10	2
154	к ней	2	2
155	ни на	3	2
156	но ведь	2	2
157	в произведении	2	2
158	большинстве случаев	2	2
159	мысли в	2	2
160	и лишь	2	2
161	а как	2	2
162	всех этих	3	2
163	смысле этого	3	2
164	в жизни	3	2
165	его целом	8	2
166	и отчасти	3	2
167	здесь в	2	2
168	мы увидим	4	2
169	одной из	2	2
170	конечно не	4	2
171	вполне понятно	2	2
172	друг друга	4	2
173	войти в	2	2
174	вместе с	2	2
175	быть и	4	2
176	приводит к	2	2
177	всем этим	2	2
178	жизнь и	3	2
179	чтобы не	2	2
180	и как	3	2
181	хотя бы	5	2
182	с точки	13	2
183	в которой	4	2
184	с другими	4	2
185	вступает в	2	2
186	и стилей	2	2
